😀	Gesicht, grinsendes Gesicht, lol, lustig
🙎🏽	Schmollen, mittlere Hautfarbe, schmollende Person, schmollende Person: mittlere Hautfarbe
🙎🏾	Schmollen, mitteldunkle Hautfarbe, schmollende Person, schmollende Person: mitteldunkle Hautfarbe
🙎🏿	Schmollen, dunkle Hautfarbe, schmollende Person, schmollende Person: dunkle Hautfarbe
🙎‍♂	Gesicht, Mann, schmollen, schmollender Mann
🙎🏻‍♂	Gesicht, Mann, helle Hautfarbe, schmollen, schmollender Mann, schmollender Mann: helle Hautfarbe
🙎🏼‍♂	Gesicht, Mann, mittelhelle Hautfarbe, schmollen, schmollender Mann, schmollender Mann: mittelhelle Hautfarbe
🙎🏽‍♂	Gesicht, Mann, mittlere Hautfarbe, schmollen, schmollender Mann, schmollender Mann: mittlere Hautfarbe
🙎🏾‍♂	Gesicht, Mann, mitteldunkle Hautfarbe, schmollen, schmollender Mann, schmollender Mann: mitteldunkle Hautfarbe
🙎🏿‍♂	Gesicht, Mann, dunkle Hautfarbe, schmollen, schmollender Mann, schmollender Mann: dunkle Hautfarbe
🙎‍♀	Frau, Gesicht, schmollen, schmollende Frau
🙎🏻‍♀	Frau, Gesicht, helle Hautfarbe, schmollen, schmollende Frau, schmollende Frau: helle Hautfarbe
🙎🏼‍♀	Frau, Gesicht, mittelhelle Hautfarbe, schmollen, schmollende Frau, schmollende Frau: mittelhelle Hautfarbe
🙎🏽‍♀	Frau, Gesicht, mittlere Hautfarbe, schmollen, schmollende Frau, schmollende Frau: mittlere Hautfarbe
🙎🏾‍♀	Frau, Gesicht, mitteldunkle Hautfarbe, schmollen, schmollende Frau, schmollende Frau: mitteldunkle Hautfarbe
🙎🏿‍♀	Frau, Gesicht, dunkle Hautfarbe, schmollen, schmollende Frau, schmollende Frau: dunkle Hautfarbe
🙅	Person mit überkreuzten Armen, verboten, x
🙅🏻	Person mit überkreuzten Armen, Person mit überkreuzten Armen: helle Hautfarbe, helle Hautfarbe, verboten, x
🙅🏼	Person mit überkreuzten Armen, Person mit überkreuzten Armen: mittelhelle Hautfarbe, mittelhelle Hautfarbe, verboten, x
🙅🏽	Person mit überkreuzten Armen, Person mit überkreuzten Armen: mittlere Hautfarbe, mittlere Hautfarbe, verboten, x
🙅🏾	Person mit überkreuzten Armen, Person mit überkreuzten Armen: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe, verboten, x
🙅🏿	Person mit überkreuzten Armen, Person mit überkreuzten Armen: dunkle Hautfarbe, dunkle Hautfarbe, verboten, x
🙅‍♂	Arme, Gesicht, Mann, Mann mit überkreuzten Armen
🙅🏻‍♂	Arme, Gesicht, Mann, Mann mit überkreuzten Armen, Mann mit überkreuzten Armen: helle Hautfarbe, helle Hautfarbe
🙅🏼‍♂	Arme, Gesicht, Mann, Mann mit überkreuzten Armen, Mann mit überkreuzten Armen: mittelhelle Hautfarbe, mittelhelle Hautfarbe
🙅🏽‍♂	Arme, Gesicht, Mann, Mann mit überkreuzten Armen, Mann mit überkreuzten Armen: mittlere Hautfarbe, mittlere Hautfarbe
🙅🏾‍♂	Arme, Gesicht, Mann, Mann mit überkreuzten Armen, Mann mit überkreuzten Armen: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
🙅🏿‍♂	Arme, Gesicht, Mann, Mann mit überkreuzten Armen, Mann mit überkreuzten Armen: dunkle Hautfarbe, dunkle Hautfarbe
🙅‍♀	Arme, Frau, Frau mit überkreuzten Armen, Gesicht
🙅🏻‍♀	Arme, Frau, Frau mit überkreuzten Armen, Frau mit überkreuzten Armen: helle Hautfarbe, Gesicht, helle Hautfarbe
🙅🏼‍♀	Arme, Frau, Frau mit überkreuzten Armen, Frau mit überkreuzten Armen: mittelhelle Hautfarbe, Gesicht, mittelhelle Hautfarbe
🙅🏽‍♀	Arme, Frau, Frau mit überkreuzten Armen, Frau mit überkreuzten Armen: mittlere Hautfarbe, Gesicht, mittlere Hautfarbe
🙅🏾‍♀	Arme, Frau, Frau mit überkreuzten Armen, Frau mit überkreuzten Armen: mitteldunkle Hautfarbe, Gesicht, mitteldunkle Hautfarbe
🙅🏿‍♀	Arme, Frau, Frau mit überkreuzten Armen, Frau mit überkreuzten Armen: dunkle Hautfarbe, Gesicht, dunkle Hautfarbe
🙆	Person mit Händen auf dem Kopf, alles in Ordnung, o
🙆🏻	Person mit Händen auf dem Kopf, Person mit Händen auf dem Kopf: helle Hautfarbe, alles in Ordnung, helle Hautfarbe, o
🙆🏼	Person mit Händen auf dem Kopf, Person mit Händen auf dem Kopf: mittelhelle Hautfarbe, alles in Ordnung, mittelhelle Hautfarbe, o
🙆🏽	Person mit Händen auf dem Kopf, Person mit Händen auf dem Kopf: mittlere Hautfarbe, alles in Ordnung, mittlere Hautfarbe, o
🙆🏾	Person mit Händen auf dem Kopf, Person mit Händen auf dem Kopf: mitteldunkle Hautfarbe, alles in Ordnung, mitteldunkle Hautfarbe, o
🙆🏿	Person mit Händen auf dem Kopf, Person mit Händen auf dem Kopf: dunkle Hautfarbe, alles in Ordnung, dunkle Hautfarbe, o
🙆‍♂	Arme, Gesicht, Mann, Mann mit Händen auf dem Kopf
🙆🏻‍♂	Arme, Gesicht, Mann, Mann mit Händen auf dem Kopf, Mann mit Händen auf dem Kopf: helle Hautfarbe, helle Hautfarbe
🙆🏼‍♂	Arme, Gesicht, Mann, Mann mit Händen auf dem Kopf, Mann mit Händen auf dem Kopf: mittelhelle Hautfarbe, mittelhelle Hautfarbe
🙆🏽‍♂	Arme, Gesicht, Mann, Mann mit Händen auf dem Kopf, Mann mit Händen auf dem Kopf: mittlere Hautfarbe, mittlere Hautfarbe
🙆🏾‍♂	Arme, Gesicht, Mann, Mann mit Händen auf dem Kopf, Mann mit Händen auf dem Kopf: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
🙆🏿‍♂	Arme, Gesicht, Mann, Mann mit Händen auf dem Kopf, Mann mit Händen auf dem Kopf: dunkle Hautfarbe, dunkle Hautfarbe
🙆‍♀	Arme, Frau, Frau mit Händen auf dem Kopf, Gesicht
🙆🏻‍♀	Arme, Frau, Frau mit Händen auf dem Kopf, Frau mit Händen auf dem Kopf: helle Hautfarbe, Gesicht, helle Hautfarbe
🙆🏼‍♀	Arme, Frau, Frau mit Händen auf dem Kopf, Frau mit Händen auf dem Kopf: mittelhelle Hautfarbe, Gesicht, mittelhelle Hautfarbe
🙆🏽‍♀	Arme, Frau, Frau mit Händen auf dem Kopf, Frau mit Händen auf dem Kopf: mittlere Hautfarbe, Gesicht, mittlere Hautfarbe
🙆🏾‍♀	Arme, Frau, Frau mit Händen auf dem Kopf, Frau mit Händen auf dem Kopf: mitteldunkle Hautfarbe, Gesicht, mitteldunkle Hautfarbe
🙆🏿‍♀	Arme, Frau, Frau mit Händen auf dem Kopf, Frau mit Händen auf dem Kopf: dunkle Hautfarbe, Gesicht, dunkle Hautfarbe
💁	Gesicht, Hilfe, Informationen, Infoschalter-Mitarbeiter(in)
💁🏻	Gesicht, Hilfe, Informationen, Infoschalter-Mitarbeiter(in), Infoschalter-Mitarbeiter(in): helle Hautfarbe, helle Hautfarbe
💁🏼	Gesicht, Hilfe, Informationen, Infoschalter-Mitarbeiter(in), Infoschalter-Mitarbeiter(in): mittelhelle Hautfarbe, mittelhelle Hautfarbe
💁🏽	Gesicht, Hilfe, Informationen, Infoschalter-Mitarbeiter(in), Infoschalter-Mitarbeiter(in): mittlere Hautfarbe, mittlere Hautfarbe
💁🏾	Gesicht, Hilfe, Informationen, Infoschalter-Mitarbeiter(in), Infoschalter-Mitarbeiter(in): mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
💁🏿	Gesicht, Hilfe, Informationen, Infoschalter-Mitarbeiter(in), Infoschalter-Mitarbeiter(in): dunkle Hautfarbe, dunkle Hautfarbe
💁‍♂	Auskunft, Informationen, Infoschalter-Mitarbeiter, Mann
💁🏻‍♂	Auskunft, Informationen, Infoschalter-Mitarbeiter, Infoschalter-Mitarbeiter: helle Hautfarbe, Mann, helle Hautfarbe
💁🏼‍♂	Auskunft, Informationen, Infoschalter-Mitarbeiter, Infoschalter-Mitarbeiter: mittelhelle Hautfarbe, Mann, mittelhelle Hautfarbe
💁🏽‍♂	Auskunft, Informationen, Infoschalter-Mitarbeiter, Infoschalter-Mitarbeiter: mittlere Hautfarbe, Mann, mittlere Hautfarbe
💁🏾‍♂	Auskunft, Informationen, Infoschalter-Mitarbeiter, Infoschalter-Mitarbeiter: mitteldunkle Hautfarbe, Mann, mitteldunkle Hautfarbe
💁🏿‍♂	Auskunft, Informationen, Infoschalter-Mitarbeiter, Infoschalter-Mitarbeiter: dunkle Hautfarbe, Mann, dunkle Hautfarbe
💁‍♀	Auskunft, Frau, Informationen, Infoschalter-Mitarbeiterin
💁🏻‍♀	Auskunft, Frau, Informationen, Infoschalter-Mitarbeiterin, Infoschalter-Mitarbeiterin: helle Hautfarbe, helle Hautfarbe
💁🏼‍♀	Auskunft, Frau, Informationen, Infoschalter-Mitarbeiterin, Infoschalter-Mitarbeiterin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
💁🏽‍♀	Auskunft, Frau, Informationen, Infoschalter-Mitarbeiterin, Infoschalter-Mitarbeiterin: mittlere Hautfarbe, mittlere Hautfarbe
💁🏾‍♀	Auskunft, Frau, Informationen, Infoschalter-Mitarbeiterin, Infoschalter-Mitarbeiterin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
💁🏿‍♀	Auskunft, Frau, Informationen, Infoschalter-Mitarbeiterin, Infoschalter-Mitarbeiterin: dunkle Hautfarbe, dunkle Hautfarbe
🙋	Person mit erhobenem Arm, Siegerpose
🙋🏻	Person mit erhobenem Arm, Person mit erhobenem Arm: helle Hautfarbe, Siegerpose, helle Hautfarbe
🙋🏼	Person mit erhobenem Arm, Person mit erhobenem Arm: mittelhelle Hautfarbe, Siegerpose, mittelhelle Hautfarbe
🙋🏽	Person mit erhobenem Arm, Person mit erhobenem Arm: mittlere Hautfarbe, Siegerpose, mittlere Hautfarbe
🙋🏾	Person mit erhobenem Arm, Person mit erhobenem Arm: mitteldunkle Hautfarbe, Siegerpose, mitteldunkle Hautfarbe
🙋🏿	Person mit erhobenem Arm, Person mit erhobenem Arm: dunkle Hautfarbe, Siegerpose, dunkle Hautfarbe
🙋‍♂	Geste, Mann, Mann mit erhobenem Arm, Siegerpose
🙋🏻‍♂	Geste, Mann, Mann mit erhobenem Arm, Mann mit erhobenem Arm: helle Hautfarbe, Siegerpose, helle Hautfarbe
🙋🏼‍♂	Geste, Mann, Mann mit erhobenem Arm, Mann mit erhobenem Arm: mittelhelle Hautfarbe, Siegerpose, mittelhelle Hautfarbe
🙋🏽‍♂	Geste, Mann, Mann mit erhobenem Arm, Mann mit erhobenem Arm: mittlere Hautfarbe, Siegerpose, mittlere Hautfarbe
🙋🏾‍♂	Geste, Mann, Mann mit erhobenem Arm, Mann mit erhobenem Arm: mitteldunkle Hautfarbe, Siegerpose, mitteldunkle Hautfarbe
🙋🏿‍♂	Geste, Mann, Mann mit erhobenem Arm, Mann mit erhobenem Arm: dunkle Hautfarbe, Siegerpose, dunkle Hautfarbe
🙋‍♀	Frau, Frau mit erhobenem Arm, Geste, Siegerpose
🙋🏻‍♀	Frau, Frau mit erhobenem Arm, Frau mit erhobenem Arm: helle Hautfarbe, Geste, Siegerpose, helle Hautfarbe
🙋🏼‍♀	Frau, Frau mit erhobenem Arm, Frau mit erhobenem Arm: mittelhelle Hautfarbe, Geste, Siegerpose, mittelhelle Hautfarbe
🙋🏽‍♀	Frau, Frau mit erhobenem Arm, Frau mit erhobenem Arm: mittlere Hautfarbe, Geste, Siegerpose, mittlere Hautfarbe
🙋🏾‍♀	Frau, Frau mit erhobenem Arm, Frau mit erhobenem Arm: mitteldunkle Hautfarbe, Geste, Siegerpose, mitteldunkle Hautfarbe
🙋🏿‍♀	Frau, Frau mit erhobenem Arm, Frau mit erhobenem Arm: dunkle Hautfarbe, Geste, Siegerpose, dunkle Hautfarbe
🧏	Barrierefreiheit, Ohr, gehörlos, gehörlose Person, hören, taub
🧏🏻	Barrierefreiheit, Ohr, gehörlos, gehörlose Person, gehörlose Person: helle Hautfarbe, helle Hautfarbe, hören, taub
🧏🏼	Barrierefreiheit, Ohr, gehörlos, gehörlose Person, gehörlose Person: mittelhelle Hautfarbe, hören, mittelhelle Hautfarbe, taub
🧏🏽	Barrierefreiheit, Ohr, gehörlos, gehörlose Person, gehörlose Person: mittlere Hautfarbe, hören, mittlere Hautfarbe, taub
🧏🏾	Barrierefreiheit, Ohr, gehörlos, gehörlose Person, gehörlose Person: mitteldunkle Hautfarbe, hören, mitteldunkle Hautfarbe, taub
🧏🏿	Barrierefreiheit, Ohr, dunkle Hautfarbe, gehörlos, gehörlose Person, gehörlose Person: dunkle Hautfarbe, hören, taub
🧏‍♂	Mann, gehörlos, gehörloser Mann, taub
🧏🏻‍♂	Mann, gehörlos, gehörloser Mann, gehörloser Mann: helle Hautfarbe, helle Hautfarbe, taub
🧏🏼‍♂	Mann, gehörlos, gehörloser Mann, gehörloser Mann: mittelhelle Hautfarbe, mittelhelle Hautfarbe, taub
🧏🏽‍♂	Mann, gehörlos, gehörloser Mann, gehörloser Mann: mittlere Hautfarbe, mittlere Hautfarbe, taub
🧏🏾‍♂	Mann, gehörlos, gehörloser Mann, gehörloser Mann: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe, taub
🧏🏿‍♂	Mann, dunkle Hautfarbe, gehörlos, gehörloser Mann, gehörloser Mann: dunkle Hautfarbe, taub
🧏‍♀	Frau, gehörlos, gehörlose Frau, taub
🧏🏻‍♀	Frau, gehörlos, gehörlose Frau, gehörlose Frau: helle Hautfarbe, helle Hautfarbe, taub
🧏🏼‍♀	Frau, gehörlos, gehörlose Frau, gehörlose Frau: mittelhelle Hautfarbe, mittelhelle Hautfarbe, taub
🧏🏽‍♀	Frau, gehörlos, gehörlose Frau, gehörlose Frau: mittlere Hautfarbe, mittlere Hautfarbe, taub
🧏🏾‍♀	Frau, gehörlos, gehörlose Frau, gehörlose Frau: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe, taub
🧏🏿‍♀	Frau, dunkle Hautfarbe, gehörlos, gehörlose Frau, gehörlose Frau: dunkle Hautfarbe, taub
🙇	Entschuldigung, Geste, sich verbeugende Person, verbeugen
🙇🏻	Entschuldigung, Geste, helle Hautfarbe, sich verbeugende Person, sich verbeugende Person: helle Hautfarbe, verbeugen
🙇🏼	Entschuldigung, Geste, mittelhelle Hautfarbe, sich verbeugende Person, sich verbeugende Person: mittelhelle Hautfarbe, verbeugen
🙇🏽	Entschuldigung, Geste, mittlere Hautfarbe, sich verbeugende Person, sich verbeugende Person: mittlere Hautfarbe, verbeugen
🙇🏾	Entschuldigung, Geste, mitteldunkle Hautfarbe, sich verbeugende Person, sich verbeugende Person: mitteldunkle Hautfarbe, verbeugen
🙇🏿	Entschuldigung, Geste, dunkle Hautfarbe, sich verbeugende Person, sich verbeugende Person: dunkle Hautfarbe, verbeugen
🙇‍♂	Demut, Mann, sich verbeugender Mann, verbeugen
🙇🏻‍♂	Demut, Mann, helle Hautfarbe, sich verbeugender Mann, sich verbeugender Mann: helle Hautfarbe, verbeugen
🙇🏼‍♂	Demut, Mann, mittelhelle Hautfarbe, sich verbeugender Mann, sich verbeugender Mann: mittelhelle Hautfarbe, verbeugen
🙇🏽‍♂	Demut, Mann, mittlere Hautfarbe, sich verbeugender Mann, sich verbeugender Mann: mittlere Hautfarbe, verbeugen
🙇🏾‍♂	Demut, Mann, mitteldunkle Hautfarbe, sich verbeugender Mann, sich verbeugender Mann: mitteldunkle Hautfarbe, verbeugen
🙇🏿‍♂	Demut, Mann, dunkle Hautfarbe, sich verbeugender Mann, sich verbeugender Mann: dunkle Hautfarbe, verbeugen
🙇‍♀	Demut, Frau, sich verbeugende Frau, verbeugen
🙇🏻‍♀	Demut, Frau, helle Hautfarbe, sich verbeugende Frau, sich verbeugende Frau: helle Hautfarbe, verbeugen
🙇🏼‍♀	Demut, Frau, mittelhelle Hautfarbe, sich verbeugende Frau, sich verbeugende Frau: mittelhelle Hautfarbe, verbeugen
🙇🏽‍♀	Demut, Frau, mittlere Hautfarbe, sich verbeugende Frau, sich verbeugende Frau: mittlere Hautfarbe, verbeugen
🙇🏾‍♀	Demut, Frau, mitteldunkle Hautfarbe, sich verbeugende Frau, sich verbeugende Frau: mitteldunkle Hautfarbe, verbeugen
🙇🏿‍♀	Demut, Frau, dunkle Hautfarbe, sich verbeugende Frau, sich verbeugende Frau: dunkle Hautfarbe, verbeugen
🤦	Gesicht, frustriert, genervt, sich an den Kopf fassende Person
🤦🏻	Gesicht, frustriert, genervt, helle Hautfarbe, sich an den Kopf fassende Person, sich an den Kopf fassende Person: helle Hautfarbe
🤦🏼	Gesicht, frustriert, genervt, mittelhelle Hautfarbe, sich an den Kopf fassende Person, sich an den Kopf fassende Person: mittelhelle Hautfarbe
🤦🏽	Gesicht, frustriert, genervt, mittlere Hautfarbe, sich an den Kopf fassende Person, sich an den Kopf fassende Person: mittlere Hautfarbe
🤦🏾	Gesicht, frustriert, genervt, mitteldunkle Hautfarbe, sich an den Kopf fassende Person, sich an den Kopf fassende Person: mitteldunkle Hautfarbe
🤦🏿	Gesicht, dunkle Hautfarbe, frustriert, genervt, sich an den Kopf fassende Person, sich an den Kopf fassende Person: dunkle Hautfarbe
🤦‍♂	Mann, frustriert, genervt, sich an den Kopf fassender Mann
🤦🏻‍♂	Mann, frustriert, genervt, helle Hautfarbe, sich an den Kopf fassender Mann, sich an den Kopf fassender Mann: helle Hautfarbe
🤦🏼‍♂	Mann, frustriert, genervt, mittelhelle Hautfarbe, sich an den Kopf fassender Mann, sich an den Kopf fassender Mann: mittelhelle Hautfarbe
🤦🏽‍♂	Mann, frustriert, genervt, mittlere Hautfarbe, sich an den Kopf fassender Mann, sich an den Kopf fassender Mann: mittlere Hautfarbe
🤦🏾‍♂	Mann, frustriert, genervt, mitteldunkle Hautfarbe, sich an den Kopf fassender Mann, sich an den Kopf fassender Mann: mitteldunkle Hautfarbe
🤦🏿‍♂	Mann, dunkle Hautfarbe, frustriert, genervt, sich an den Kopf fassender Mann, sich an den Kopf fassender Mann: dunkle Hautfarbe
🤦‍♀	Frau, frustriert, genervt, sich an den Kopf fassende Frau
🤦🏻‍♀	Frau, frustriert, genervt, helle Hautfarbe, sich an den Kopf fassende Frau, sich an den Kopf fassende Frau: helle Hautfarbe
🤦🏼‍♀	Frau, frustriert, genervt, mittelhelle Hautfarbe, sich an den Kopf fassende Frau, sich an den Kopf fassende Frau: mittelhelle Hautfarbe
🤦🏽‍♀	Frau, frustriert, genervt, mittlere Hautfarbe, sich an den Kopf fassende Frau, sich an den Kopf fassende Frau: mittlere Hautfarbe
🤦🏾‍♀	Frau, frustriert, genervt, mitteldunkle Hautfarbe, sich an den Kopf fassende Frau, sich an den Kopf fassende Frau: mitteldunkle Hautfarbe
🤦🏿‍♀	Frau, dunkle Hautfarbe, frustriert, genervt, sich an den Kopf fassende Frau, sich an den Kopf fassende Frau: dunkle Hautfarbe
🤷	Zweifel, egal, gleichgültig, keine Ahnung, schulterzuckende Person
🤷🏻	Zweifel, egal, gleichgültig, helle Hautfarbe, keine Ahnung, schulterzuckende Person, schulterzuckende Person: helle Hautfarbe
🤷🏼	Zweifel, egal, gleichgültig, keine Ahnung, mittelhelle Hautfarbe, schulterzuckende Person, schulterzuckende Person: mittelhelle Hautfarbe
🤷🏽	Zweifel, egal, gleichgültig, keine Ahnung, mittlere Hautfarbe, schulterzuckende Person, schulterzuckende Person: mittlere Hautfarbe
🤷🏾	Zweifel, egal, gleichgültig, keine Ahnung, mitteldunkle Hautfarbe, schulterzuckende Person, schulterzuckende Person: mitteldunkle Hautfarbe
🤷🏿	Zweifel, dunkle Hautfarbe, egal, gleichgültig, keine Ahnung, schulterzuckende Person, schulterzuckende Person: dunkle Hautfarbe
🤷‍♂	Mann, Zweifel, gleichgültig, keine Ahnung, schulterzuckender Mann
🤷🏻‍♂	Mann, Zweifel, gleichgültig, helle Hautfarbe, keine Ahnung, schulterzuckender Mann, schulterzuckender Mann: helle Hautfarbe
🤷🏼‍♂	Mann, Zweifel, gleichgültig, keine Ahnung, mittelhelle Hautfarbe, schulterzuckender Mann, schulterzuckender Mann: mittelhelle Hautfarbe
🤷🏽‍♂	Mann, Zweifel, gleichgültig, keine Ahnung, mittlere Hautfarbe, schulterzuckender Mann, schulterzuckender Mann: mittlere Hautfarbe
🤷🏾‍♂	Mann, Zweifel, gleichgültig, keine Ahnung, mitteldunkle Hautfarbe, schulterzuckender Mann, schulterzuckender Mann: mitteldunkle Hautfarbe
🤷🏿‍♂	Mann, Zweifel, dunkle Hautfarbe, gleichgültig, keine Ahnung, schulterzuckender Mann, schulterzuckender Mann: dunkle Hautfarbe
🤷‍♀	Frau, Zweifel, gleichgültig, keine Ahnung, schulterzuckende Frau
🤷🏻‍♀	Frau, Zweifel, gleichgültig, helle Hautfarbe, keine Ahnung, schulterzuckende Frau, schulterzuckende Frau: helle Hautfarbe
🤷🏼‍♀	Frau, Zweifel, gleichgültig, keine Ahnung, mittelhelle Hautfarbe, schulterzuckende Frau, schulterzuckende Frau: mittelhelle Hautfarbe
🤷🏽‍♀	Frau, Zweifel, gleichgültig, keine Ahnung, mittlere Hautfarbe, schulterzuckende Frau, schulterzuckende Frau: mittlere Hautfarbe
🤷🏾‍♀	Frau, Zweifel, gleichgültig, keine Ahnung, mitteldunkle Hautfarbe, schulterzuckende Frau, schulterzuckende Frau: mitteldunkle Hautfarbe
🤷🏿‍♀	Frau, Zweifel, dunkle Hautfarbe, gleichgültig, keine Ahnung, schulterzuckende Frau, schulterzuckende Frau: dunkle Hautfarbe
👨‍⚕	Arzt, Arztkittel, Doktor
👨🏻‍⚕	Arzt, Arzt: helle Hautfarbe, Arztkittel, Doktor, helle Hautfarbe
👨🏼‍⚕	Arzt, Arzt: mittelhelle Hautfarbe, Arztkittel, Doktor, mittelhelle Hautfarbe
👨🏽‍⚕	Arzt, Arzt: mittlere Hautfarbe, Arztkittel, Doktor, mittlere Hautfarbe
👨🏾‍⚕	Arzt, Arzt: mitteldunkle Hautfarbe, Arztkittel, Doktor, mitteldunkle Hautfarbe
👨🏿‍⚕	Arzt, Arzt: dunkle Hautfarbe, Arztkittel, Doktor, dunkle Hautfarbe
👩‍⚕	Arztkittel, Ärztin
👩🏻‍⚕	Arztkittel, helle Hautfarbe, Ärztin, Ärztin: helle Hautfarbe
👩🏼‍⚕	Arztkittel, mittelhelle Hautfarbe, Ärztin, Ärztin: mittelhelle Hautfarbe
👩🏽‍⚕	Arztkittel, mittlere Hautfarbe, Ärztin, Ärztin: mittlere Hautfarbe
👩🏾‍⚕	Arztkittel, mitteldunkle Hautfarbe, Ärztin, Ärztin: mitteldunkle Hautfarbe
👩🏿‍⚕	Arztkittel, dunkle Hautfarbe, Ärztin, Ärztin: dunkle Hautfarbe
👨‍🎓	Absolvent, Doktorhut, Student, Uni
👨🏻‍🎓	Absolvent, Doktorhut, Student, Student: helle Hautfarbe, Uni, helle Hautfarbe
👨🏼‍🎓	Absolvent, Doktorhut, Student, Student: mittelhelle Hautfarbe, Uni, mittelhelle Hautfarbe
👨🏽‍🎓	Absolvent, Doktorhut, Student, Student: mittlere Hautfarbe, Uni, mittlere Hautfarbe
👨🏾‍🎓	Absolvent, Doktorhut, Student, Student: mitteldunkle Hautfarbe, Uni, mitteldunkle Hautfarbe
👨🏿‍🎓	Absolvent, Doktorhut, Student, Student: dunkle Hautfarbe, Uni, dunkle Hautfarbe
👩‍🎓	Absolventin, Doktorhut, Studentin, Uni
👩🏻‍🎓	Absolventin, Doktorhut, Studentin, Studentin: helle Hautfarbe, Uni, helle Hautfarbe
👩🏼‍🎓	Absolventin, Doktorhut, Studentin, Studentin: mittelhelle Hautfarbe, Uni, mittelhelle Hautfarbe
👩🏽‍🎓	Absolventin, Doktorhut, Studentin, Studentin: mittlere Hautfarbe, Uni, mittlere Hautfarbe
👩🏾‍🎓	Absolventin, Doktorhut, Studentin, Studentin: mitteldunkle Hautfarbe, Uni, mitteldunkle Hautfarbe
👩🏿‍🎓	Absolventin, Doktorhut, Studentin, Studentin: dunkle Hautfarbe, Uni, dunkle Hautfarbe
👨‍🏫	Dozent, Lehrer, Professor
👨🏻‍🏫	Dozent, Lehrer, Lehrer: helle Hautfarbe, Professor, helle Hautfarbe
👨🏼‍🏫	Dozent, Lehrer, Lehrer: mittelhelle Hautfarbe, Professor, mittelhelle Hautfarbe
👨🏽‍🏫	Dozent, Lehrer, Lehrer: mittlere Hautfarbe, Professor, mittlere Hautfarbe
👨🏾‍🏫	Dozent, Lehrer, Lehrer: mitteldunkle Hautfarbe, Professor, mitteldunkle Hautfarbe
👨🏿‍🏫	Dozent, Lehrer, Lehrer: dunkle Hautfarbe, Professor, dunkle Hautfarbe
👩‍🏫	Dozentin, Lehrerin, Professorin
👩🏻‍🏫	Dozentin, Lehrerin, Lehrerin: helle Hautfarbe, Professorin, helle Hautfarbe
👩🏼‍🏫	Dozentin, Lehrerin, Lehrerin: mittelhelle Hautfarbe, Professorin, mittelhelle Hautfarbe
👩🏽‍🏫	Dozentin, Lehrerin, Lehrerin: mittlere Hautfarbe, Professorin, mittlere Hautfarbe
👩🏾‍🏫	Dozentin, Lehrerin, Lehrerin: mitteldunkle Hautfarbe, Professorin, mitteldunkle Hautfarbe
👩🏿‍🏫	Dozentin, Lehrerin, Lehrerin: dunkle Hautfarbe, Professorin, dunkle Hautfarbe
👨‍⚖	Gerechtigkeit, Recht, Richter
👨🏻‍⚖	Gerechtigkeit, Recht, Richter, Richter: helle Hautfarbe, helle Hautfarbe
👨🏼‍⚖	Gerechtigkeit, Recht, Richter, Richter: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👨🏽‍⚖	Gerechtigkeit, Recht, Richter, Richter: mittlere Hautfarbe, mittlere Hautfarbe
👨🏾‍⚖	Gerechtigkeit, Recht, Richter, Richter: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👨🏿‍⚖	Gerechtigkeit, Recht, Richter, Richter: dunkle Hautfarbe, dunkle Hautfarbe
👩‍⚖	Gerechtigkeit, Recht, Richterin
👩🏻‍⚖	Gerechtigkeit, Recht, Richterin, Richterin: helle Hautfarbe, helle Hautfarbe
👩🏼‍⚖	Gerechtigkeit, Recht, Richterin, Richterin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👩🏽‍⚖	Gerechtigkeit, Recht, Richterin, Richterin: mittlere Hautfarbe, mittlere Hautfarbe
👩🏾‍⚖	Gerechtigkeit, Recht, Richterin, Richterin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👩🏿‍⚖	Gerechtigkeit, Recht, Richterin, Richterin: dunkle Hautfarbe, dunkle Hautfarbe
👨‍🌾	Bauer, Landwirt, Ähre
👨🏻‍🌾	Bauer, Bauer: helle Hautfarbe, Landwirt, helle Hautfarbe, Ähre
👨🏼‍🌾	Bauer, Bauer: mittelhelle Hautfarbe, Landwirt, mittelhelle Hautfarbe, Ähre
👨🏽‍🌾	Bauer, Bauer: mittlere Hautfarbe, Landwirt, mittlere Hautfarbe, Ähre
👨🏾‍🌾	Bauer, Bauer: mitteldunkle Hautfarbe, Landwirt, mitteldunkle Hautfarbe, Ähre
👨🏿‍🌾	Bauer, Bauer: dunkle Hautfarbe, Landwirt, dunkle Hautfarbe, Ähre
👩‍🌾	Bäuerin, Landwirtin, Ähre
👩🏻‍🌾	Bäuerin, Bäuerin: helle Hautfarbe, Landwirtin, helle Hautfarbe, Ähre
