😀	faccina, faccina che sogghigna, faccina con un gran sorriso, risata, sogghignare
🙍🏼	carnagione abbastanza chiara, corrucciata, gesto, persona, persona corrucciata: carnagione abbastanza chiara
🙍🏽	carnagione olivastra, corrucciata, gesto, persona, persona corrucciata: carnagione olivastra
🙍🏾	carnagione abbastanza scura, corrucciata, gesto, persona, persona corrucciata: carnagione abbastanza scura
🙍🏿	carnagione scura, corrucciata, gesto, persona, persona corrucciata: carnagione scura
🙍‍♂	corrucciato, gesto, maschio, uomo, uomo corrucciato
🙍🏻‍♂	carnagione chiara, corrucciato, gesto, maschio, uomo, uomo corrucciato: carnagione chiara
🙍🏼‍♂	carnagione abbastanza chiara, corrucciato, gesto, maschio, uomo, uomo corrucciato: carnagione abbastanza chiara
🙍🏽‍♂	carnagione olivastra, corrucciato, gesto, maschio, uomo, uomo corrucciato: carnagione olivastra
🙍🏾‍♂	carnagione abbastanza scura, corrucciato, gesto, maschio, uomo, uomo corrucciato: carnagione abbastanza scura
🙍🏿‍♂	carnagione scura, corrucciato, gesto, maschio, uomo, uomo corrucciato: carnagione scura
🙍‍♀	corrucciata, donna, donna corrucciata, femmina, gesto
🙍🏻‍♀	carnagione chiara, corrucciata, donna, donna corrucciata: carnagione chiara, femmina, gesto
🙍🏼‍♀	carnagione abbastanza chiara, corrucciata, donna, donna corrucciata: carnagione abbastanza chiara, femmina, gesto
🙍🏽‍♀	carnagione olivastra, corrucciata, donna, donna corrucciata: carnagione olivastra, femmina, gesto
🙍🏾‍♀	carnagione abbastanza scura, corrucciata, donna, donna corrucciata: carnagione abbastanza scura, femmina, gesto
🙍🏿‍♀	carnagione scura, corrucciata, donna, donna corrucciata: carnagione scura, femmina, gesto
🙎	gesto, imbronciata, persona, persona imbronciata
🙎🏻	carnagione chiara, gesto, imbronciata, persona, persona imbronciata: carnagione chiara
🙎🏼	carnagione abbastanza chiara, gesto, imbronciata, persona, persona imbronciata: carnagione abbastanza chiara
🙎🏽	carnagione olivastra, gesto, imbronciata, persona, persona imbronciata: carnagione olivastra
🙎🏾	carnagione abbastanza scura, gesto, imbronciata, persona, persona imbronciata: carnagione abbastanza scura
🙎🏿	carnagione scura, gesto, imbronciata, persona, persona imbronciata: carnagione scura
🙎‍♂	gesto, imbronciato, maschio, uomo, uomo imbronciato
🙎🏻‍♂	carnagione chiara, gesto, imbronciato, maschio, uomo, uomo imbronciato: carnagione chiara
🙎🏼‍♂	carnagione abbastanza chiara, gesto, imbronciato, maschio, uomo, uomo imbronciato: carnagione abbastanza chiara
🙎🏽‍♂	carnagione olivastra, gesto, imbronciato, maschio, uomo, uomo imbronciato: carnagione olivastra
🙎🏾‍♂	carnagione abbastanza scura, gesto, imbronciato, maschio, uomo, uomo imbronciato: carnagione abbastanza scura
🙎🏿‍♂	carnagione scura, gesto, imbronciato, maschio, uomo, uomo imbronciato: carnagione scura
🙎‍♀	donna, donna imbronciata, femmina, gesto, imbronciata
🙎🏻‍♀	carnagione chiara, donna, donna imbronciata: carnagione chiara, femmina, gesto, imbronciata
🙎🏼‍♀	carnagione abbastanza chiara, donna, donna imbronciata: carnagione abbastanza chiara, femmina, gesto, imbronciata
🙎🏽‍♀	carnagione olivastra, donna, donna imbronciata: carnagione olivastra, femmina, gesto, imbronciata
🙎🏾‍♀	carnagione abbastanza scura, donna, donna imbronciata: carnagione abbastanza scura, femmina, gesto, imbronciata
🙎🏿‍♀	carnagione scura, donna, donna imbronciata: carnagione scura, femmina, gesto, imbronciata
🙅	faccina, gesto di rifiuto, non bene, persona che fa segno di no, rifiuto, vietato
🙅🏻	carnagione chiara, faccina, gesto di rifiuto, non bene, persona che fa segno di no, persona che fa segno di no: carnagione chiara, rifiuto, vietato
🙅🏼	carnagione abbastanza chiara, faccina, gesto di rifiuto, non bene, persona che fa segno di no, persona che fa segno di no: carnagione abbastanza chiara, rifiuto, vietato
🙅🏽	carnagione olivastra, faccina, gesto di rifiuto, non bene, persona che fa segno di no, persona che fa segno di no: carnagione olivastra, rifiuto, vietato
🙅🏾	carnagione abbastanza scura, faccina, gesto di rifiuto, non bene, persona che fa segno di no, persona che fa segno di no: carnagione abbastanza scura, rifiuto, vietato
🙅🏿	carnagione scura, faccina, gesto di rifiuto, non bene, persona che fa segno di no, persona che fa segno di no: carnagione scura, rifiuto, vietato
🙅‍♂	no, proibito, rifiuto, uomo, uomo con gesto di rifiuto
🙅🏻‍♂	carnagione chiara, no, proibito, rifiuto, uomo, uomo con gesto di rifiuto, uomo con gesto di rifiuto: carnagione chiara
🙅🏼‍♂	carnagione abbastanza chiara, no, proibito, rifiuto, uomo, uomo con gesto di rifiuto, uomo con gesto di rifiuto: carnagione abbastanza chiara
🙅🏽‍♂	carnagione olivastra, no, proibito, rifiuto, uomo, uomo con gesto di rifiuto, uomo con gesto di rifiuto: carnagione olivastra
🙅🏾‍♂	carnagione abbastanza scura, no, proibito, rifiuto, uomo, uomo con gesto di rifiuto, uomo con gesto di rifiuto: carnagione abbastanza scura
🙅🏿‍♂	carnagione scura, no, proibito, rifiuto, uomo, uomo con gesto di rifiuto, uomo con gesto di rifiuto: carnagione scura
🙅‍♀	donna, donna con gesto di rifiuto, no, proibito, rifiuto
🙅🏻‍♀	carnagione chiara, donna, donna con gesto di rifiuto, donna con gesto di rifiuto: carnagione chiara, no, proibito, rifiuto
🙅🏼‍♀	carnagione abbastanza chiara, donna, donna con gesto di rifiuto, donna con gesto di rifiuto: carnagione abbastanza chiara, no, proibito, rifiuto
🙅🏽‍♀	carnagione olivastra, donna, donna con gesto di rifiuto, donna con gesto di rifiuto: carnagione olivastra, no, proibito, rifiuto
🙅🏾‍♀	carnagione abbastanza scura, donna, donna con gesto di rifiuto, donna con gesto di rifiuto: carnagione abbastanza scura, no, proibito, rifiuto
🙅🏿‍♀	carnagione scura, donna, donna con gesto di rifiuto, donna con gesto di rifiuto: carnagione scura, no, proibito, rifiuto
🙆	OK, gesto, persona con gesto OK, tutto bene
🙆🏻	OK, carnagione chiara, gesto, persona con gesto OK, persona con gesto OK: carnagione chiara, tutto bene
🙆🏼	OK, carnagione abbastanza chiara, gesto, persona con gesto OK, persona con gesto OK: carnagione abbastanza chiara, tutto bene
🙆🏽	OK, carnagione olivastra, gesto, persona con gesto OK, persona con gesto OK: carnagione olivastra, tutto bene
🙆🏾	OK, carnagione abbastanza scura, gesto, persona con gesto OK, persona con gesto OK: carnagione abbastanza scura, tutto bene
🙆🏿	OK, carnagione scura, gesto, persona con gesto OK, persona con gesto OK: carnagione scura, tutto bene
🙆‍♂	d’accordo, gesto, ok, uomo, uomo con gesto OK
🙆🏻‍♂	carnagione chiara, d’accordo, gesto, ok, uomo, uomo con gesto OK, uomo con gesto OK: carnagione chiara
🙆🏼‍♂	carnagione abbastanza chiara, d’accordo, gesto, ok, uomo, uomo con gesto OK, uomo con gesto OK: carnagione abbastanza chiara
🙆🏽‍♂	carnagione olivastra, d’accordo, gesto, ok, uomo, uomo con gesto OK, uomo con gesto OK: carnagione olivastra
🙆🏾‍♂	carnagione abbastanza scura, d’accordo, gesto, ok, uomo, uomo con gesto OK, uomo con gesto OK: carnagione abbastanza scura
🙆🏿‍♂	carnagione scura, d’accordo, gesto, ok, uomo, uomo con gesto OK, uomo con gesto OK: carnagione scura
🙆‍♀	donna, donna con gesto OK, d’accordo, gesto, ok
🙆🏻‍♀	carnagione chiara, donna, donna con gesto OK, donna con gesto OK: carnagione chiara, d’accordo, gesto, ok
🙆🏼‍♀	carnagione abbastanza chiara, donna, donna con gesto OK, donna con gesto OK: carnagione abbastanza chiara, d’accordo, gesto, ok
🙆🏽‍♀	carnagione olivastra, donna, donna con gesto OK, donna con gesto OK: carnagione olivastra, d’accordo, gesto, ok
🙆🏾‍♀	carnagione abbastanza scura, donna, donna con gesto OK, donna con gesto OK: carnagione abbastanza scura, d’accordo, gesto, ok
🙆🏿‍♀	carnagione scura, donna, donna con gesto OK, donna con gesto OK: carnagione scura, d’accordo, gesto, ok
💁	assistenza, informazioni, persona al punto informazioni, persone
💁🏻	assistenza, carnagione chiara, informazioni, persona al punto informazioni, persona al punto informazioni: carnagione chiara, persone
💁🏼	assistenza, carnagione abbastanza chiara, informazioni, persona al punto informazioni, persona al punto informazioni: carnagione abbastanza chiara, persone
💁🏽	assistenza, carnagione olivastra, informazioni, persona al punto informazioni, persona al punto informazioni: carnagione olivastra, persone
💁🏾	assistenza, carnagione abbastanza scura, informazioni, persona al punto informazioni, persona al punto informazioni: carnagione abbastanza scura, persone
💁🏿	assistenza, carnagione scura, informazioni, persona al punto informazioni, persona al punto informazioni: carnagione scura, persone
💁‍♂	indicazione, informazioni, uomo, uomo con suggerimento
💁🏻‍♂	carnagione chiara, indicazione, informazioni, uomo, uomo con suggerimento, uomo con suggerimento: carnagione chiara
💁🏼‍♂	carnagione abbastanza chiara, indicazione, informazioni, uomo, uomo con suggerimento, uomo con suggerimento: carnagione abbastanza chiara
💁🏽‍♂	carnagione olivastra, indicazione, informazioni, uomo, uomo con suggerimento, uomo con suggerimento: carnagione olivastra
💁🏾‍♂	carnagione abbastanza scura, indicazione, informazioni, uomo, uomo con suggerimento, uomo con suggerimento: carnagione abbastanza scura
💁🏿‍♂	carnagione scura, indicazione, informazioni, uomo, uomo con suggerimento, uomo con suggerimento: carnagione scura
💁‍♀	donna, donna con suggerimento, indicazione, informazioni
💁🏻‍♀	carnagione chiara, donna, donna con suggerimento, donna con suggerimento: carnagione chiara, indicazione, informazioni
💁🏼‍♀	carnagione abbastanza chiara, donna, donna con suggerimento, donna con suggerimento: carnagione abbastanza chiara, indicazione, informazioni
💁🏽‍♀	carnagione olivastra, donna, donna con suggerimento, donna con suggerimento: carnagione olivastra, indicazione, informazioni
💁🏾‍♀	carnagione abbastanza scura, donna, donna con suggerimento, donna con suggerimento: carnagione abbastanza scura, indicazione, informazioni
💁🏿‍♀	carnagione scura, donna, donna con suggerimento, donna con suggerimento: carnagione scura, indicazione, informazioni
🙋	felice, gesto, mano alzata, persona, persona con mano alzata
🙋🏻	carnagione chiara, felice, gesto, mano alzata, persona, persona con mano alzata, persona con mano alzata: carnagione chiara
🙋🏼	carnagione abbastanza chiara, felice, gesto, mano alzata, persona, persona con mano alzata, persona con mano alzata: carnagione abbastanza chiara
🙋🏽	carnagione olivastra, felice, gesto, mano alzata, persona, persona con mano alzata, persona con mano alzata: carnagione olivastra
🙋🏾	carnagione abbastanza scura, felice, gesto, mano alzata, persona, persona con mano alzata, persona con mano alzata: carnagione abbastanza scura
🙋🏿	carnagione scura, felice, gesto, mano alzata, persona, persona con mano alzata, persona con mano alzata: carnagione scura
🙋‍♂	gesto, mano alzata, uomo, uomo con mano alzata
🙋🏻‍♂	carnagione chiara, gesto, mano alzata, uomo, uomo con mano alzata, uomo con mano alzata: carnagione chiara
🙋🏼‍♂	carnagione abbastanza chiara, gesto, mano alzata, uomo, uomo con mano alzata, uomo con mano alzata: carnagione abbastanza chiara
🙋🏽‍♂	carnagione olivastra, gesto, mano alzata, uomo, uomo con mano alzata, uomo con mano alzata: carnagione olivastra
🙋🏾‍♂	carnagione abbastanza scura, gesto, mano alzata, uomo, uomo con mano alzata, uomo con mano alzata: carnagione abbastanza scura
🙋🏿‍♂	carnagione scura, gesto, mano alzata, uomo, uomo con mano alzata, uomo con mano alzata: carnagione scura
🙋‍♀	donna, donna con mano alzata, gesto, mano alzata
🙋🏻‍♀	carnagione chiara, donna, donna con mano alzata, donna con mano alzata: carnagione chiara, gesto, mano alzata
🙋🏼‍♀	carnagione abbastanza chiara, donna, donna con mano alzata, donna con mano alzata: carnagione abbastanza chiara, gesto, mano alzata
🙋🏽‍♀	carnagione olivastra, donna, donna con mano alzata, donna con mano alzata: carnagione olivastra, gesto, mano alzata
🙋🏾‍♀	carnagione abbastanza scura, donna, donna con mano alzata, donna con mano alzata: carnagione abbastanza scura, gesto, mano alzata
🙋🏿‍♀	carnagione scura, donna, donna con mano alzata, donna con mano alzata: carnagione scura, gesto, mano alzata
🧏	accessibilità, difficoltà uditive, persona con problemi di udito, problemi di udito, sordità
🧏🏻	accessibilità, carnagione chiara, difficoltà uditive, persona con problemi di udito, persona con problemi di udito: carnagione chiara, problemi di udito, sordità
🧏🏼	accessibilità, carnagione abbastanza chiara, difficoltà uditive, persona con problemi di udito, persona con problemi di udito: carnagione abbastanza chiara, problemi di udito, sordità
🧏🏽	accessibilità, carnagione olivastra, difficoltà uditive, persona con problemi di udito, persona con problemi di udito: carnagione olivastra, problemi di udito, sordità
🧏🏾	accessibilità, carnagione abbastanza scura, difficoltà uditive, persona con problemi di udito, persona con problemi di udito: carnagione abbastanza scura, problemi di udito, sordità
🧏🏿	accessibilità, carnagione scura, difficoltà uditive, persona con problemi di udito, persona con problemi di udito: carnagione scura, problemi di udito, sordità
🧏‍♂	sordità, sordo, uomo con difficoltà uditive, uomo con problemi di udito, uomo sordo
🧏🏻‍♂	carnagione chiara, sordità, sordo, uomo con difficoltà uditive, uomo con problemi di udito, uomo con problemi di udito: carnagione chiara, uomo sordo
🧏🏼‍♂	carnagione abbastanza chiara, sordità, sordo, uomo con difficoltà uditive, uomo con problemi di udito, uomo con problemi di udito: carnagione abbastanza chiara, uomo sordo
🧏🏽‍♂	carnagione olivastra, sordità, sordo, uomo con difficoltà uditive, uomo con problemi di udito, uomo con problemi di udito: carnagione olivastra, uomo sordo
🧏🏾‍♂	carnagione abbastanza scura, sordità, sordo, uomo con difficoltà uditive, uomo con problemi di udito, uomo con problemi di udito: carnagione abbastanza scura, uomo sordo
🧏🏿‍♂	carnagione scura, sordità, sordo, uomo con difficoltà uditive, uomo con problemi di udito, uomo con problemi di udito: carnagione scura, uomo sordo
🧏‍♀	donna con difficoltà uditive, donna con problemi di udito, donna sorda, sorda, sordità
🧏🏻‍♀	carnagione chiara, donna con difficoltà uditive, donna con problemi di udito, donna con problemi di udito: carnagione chiara, donna sorda, sorda, sordità
🧏🏼‍♀	carnagione abbastanza chiara, donna con difficoltà uditive, donna con problemi di udito, donna con problemi di udito: carnagione abbastanza chiara, donna sorda, sorda, sordità
🧏🏽‍♀	carnagione olivastra, donna con difficoltà uditive, donna con problemi di udito, donna con problemi di udito: carnagione olivastra, donna sorda, sorda, sordità
🧏🏾‍♀	carnagione abbastanza scura, donna con difficoltà uditive, donna con problemi di udito, donna con problemi di udito: carnagione abbastanza scura, donna sorda, sorda, sordità
🧏🏿‍♀	carnagione scura, donna con difficoltà uditive, donna con problemi di udito, donna con problemi di udito: carnagione scura, donna sorda, sorda, sordità
🙇	gesto, mi dispiace, persona, persona che fa un inchino profondo
🙇🏻	carnagione chiara, gesto, mi dispiace, persona, persona che fa un inchino profondo, persona che fa un inchino profondo: carnagione chiara
🙇🏼	carnagione abbastanza chiara, gesto, mi dispiace, persona, persona che fa un inchino profondo, persona che fa un inchino profondo: carnagione abbastanza chiara
🙇🏽	carnagione olivastra, gesto, mi dispiace, persona, persona che fa un inchino profondo, persona che fa un inchino profondo: carnagione olivastra
🙇🏾	carnagione abbastanza scura, gesto, mi dispiace, persona, persona che fa un inchino profondo, persona che fa un inchino profondo: carnagione abbastanza scura
🙇🏿	carnagione scura, gesto, mi dispiace, persona, persona che fa un inchino profondo, persona che fa un inchino profondo: carnagione scura
🙇‍♂	gesto, inchino, scuse, uomo, uomo che fa inchino profondo
🙇🏻‍♂	carnagione chiara, gesto, inchino, scuse, uomo, uomo che fa inchino profondo, uomo che fa inchino profondo: carnagione chiara
🙇🏼‍♂	carnagione abbastanza chiara, gesto, inchino, scuse, uomo, uomo che fa inchino profondo, uomo che fa inchino profondo: carnagione abbastanza chiara
🙇🏽‍♂	carnagione olivastra, gesto, inchino, scuse, uomo, uomo che fa inchino profondo, uomo che fa inchino profondo: carnagione olivastra
🙇🏾‍♂	carnagione abbastanza scura, gesto, inchino, scuse, uomo, uomo che fa inchino profondo, uomo che fa inchino profondo: carnagione abbastanza scura
🙇🏿‍♂	carnagione scura, gesto, inchino, scuse, uomo, uomo che fa inchino profondo, uomo che fa inchino profondo: carnagione scura
🙇‍♀	donna, donna che fa inchino profondo, gesto, inchino, scuse
🙇🏻‍♀	carnagione chiara, donna, donna che fa inchino profondo, donna che fa inchino profondo: carnagione chiara, gesto, inchino, scuse
🙇🏼‍♀	carnagione abbastanza chiara, donna, donna che fa inchino profondo, donna che fa inchino profondo: carnagione abbastanza chiara, gesto, inchino, scuse
🙇🏽‍♀	carnagione olivastra, donna, donna che fa inchino profondo, donna che fa inchino profondo: carnagione olivastra, gesto, inchino, scuse
🙇🏾‍♀	carnagione abbastanza scura, donna, donna che fa inchino profondo, donna che fa inchino profondo: carnagione abbastanza scura, gesto, inchino, scuse
🙇🏿‍♀	carnagione scura, donna, donna che fa inchino profondo, donna che fa inchino profondo: carnagione scura, gesto, inchino, scuse
🤦	esasperazione, facepalm, incredulità, mano in fronte, persona esasperata
🤦🏻	carnagione chiara, esasperazione, facepalm, incredulità, mano in fronte, persona esasperata, persona esasperata: carnagione chiara
🤦🏼	carnagione abbastanza chiara, esasperazione, facepalm, incredulità, mano in fronte, persona esasperata, persona esasperata: carnagione abbastanza chiara
🤦🏽	carnagione olivastra, esasperazione, facepalm, incredulità, mano in fronte, persona esasperata, persona esasperata: carnagione olivastra
🤦🏾	carnagione abbastanza scura, esasperazione, facepalm, incredulità, mano in fronte, persona esasperata, persona esasperata: carnagione abbastanza scura
🤦🏿	carnagione scura, esasperazione, facepalm, incredulità, mano in fronte, persona esasperata, persona esasperata: carnagione scura
🤦‍♂	esasperazione, facepalm, gesto, uomo, uomo esasperato
🤦🏻‍♂	carnagione chiara, esasperazione, facepalm, gesto, uomo, uomo esasperato, uomo esasperato: carnagione chiara
🤦🏼‍♂	carnagione abbastanza chiara, esasperazione, facepalm, gesto, uomo, uomo esasperato, uomo esasperato: carnagione abbastanza chiara
🤦🏽‍♂	carnagione olivastra, esasperazione, facepalm, gesto, uomo, uomo esasperato, uomo esasperato: carnagione olivastra
🤦🏾‍♂	carnagione abbastanza scura, esasperazione, facepalm, gesto, uomo, uomo esasperato, uomo esasperato: carnagione abbastanza scura
🤦🏿‍♂	carnagione scura, esasperazione, facepalm, gesto, uomo, uomo esasperato, uomo esasperato: carnagione scura
🤦‍♀	donna, donna esasperata, esasperazione, facepalm, gesto
🤦🏻‍♀	carnagione chiara, donna, donna esasperata, donna esasperata: carnagione chiara, esasperazione, facepalm, gesto
🤦🏼‍♀	carnagione abbastanza chiara, donna, donna esasperata, donna esasperata: carnagione abbastanza chiara, esasperazione, facepalm, gesto
🤦🏽‍♀	carnagione olivastra, donna, donna esasperata, donna esasperata: carnagione olivastra, esasperazione, facepalm, gesto
🤦🏾‍♀	carnagione abbastanza scura, donna, donna esasperata, donna esasperata: carnagione abbastanza scura, esasperazione, facepalm, gesto
🤦🏿‍♀	carnagione scura, donna, donna esasperata, donna esasperata: carnagione scura, esasperazione, facepalm, gesto
🤷	dubbio, indifferenza, noncuranza, persona che scrolla le spalle, spalle alzate
🤷🏻	carnagione chiara, dubbio, indifferenza, noncuranza, persona che scrolla le spalle, persona che scrolla le spalle: carnagione chiara, spalle alzate
🤷🏼	carnagione abbastanza chiara, dubbio, indifferenza, noncuranza, persona che scrolla le spalle, persona che scrolla le spalle: carnagione abbastanza chiara, spalle alzate
🤷🏽	carnagione olivastra, dubbio, indifferenza, noncuranza, persona che scrolla le spalle, persona che scrolla le spalle: carnagione olivastra, spalle alzate
🤷🏾	carnagione abbastanza scura, dubbio, indifferenza, noncuranza, persona che scrolla le spalle, persona che scrolla le spalle: carnagione abbastanza scura, spalle alzate
🤷🏿	carnagione scura, dubbio, indifferenza, noncuranza, persona che scrolla le spalle, persona che scrolla le spalle: carnagione scura, spalle alzate
🤷‍♂	dubitare, gesto, indifferenza, uomo, uomo che scrolla le spalle
🤷🏻‍♂	carnagione chiara, dubitare, gesto, indifferenza, uomo, uomo che scrolla le spalle, uomo che scrolla le spalle: carnagione chiara
🤷🏼‍♂	carnagione abbastanza chiara, dubitare, gesto, indifferenza, uomo, uomo che scrolla le spalle, uomo che scrolla le spalle: carnagione abbastanza chiara
🤷🏽‍♂	carnagione olivastra, dubitare, gesto, indifferenza, uomo, uomo che scrolla le spalle, uomo che scrolla le spalle: carnagione olivastra
🤷🏾‍♂	carnagione abbastanza scura, dubitare, gesto, indifferenza, uomo, uomo che scrolla le spalle, uomo che scrolla le spalle: carnagione abbastanza scura
🤷🏿‍♂	carnagione scura, dubitare, gesto, indifferenza, uomo, uomo che scrolla le spalle, uomo che scrolla le spalle: carnagione scura
🤷‍♀	donna, donna che scrolla le spalle, dubitare, gesto, indifferenza
🤷🏻‍♀	carnagione chiara, donna, donna che scrolla le spalle, donna che scrolla le spalle: carnagione chiara, dubitare, gesto, indifferenza
🤷🏼‍♀	carnagione abbastanza chiara, donna, donna che scrolla le spalle, donna che scrolla le spalle: carnagione abbastanza chiara, dubitare, gesto, indifferenza
🤷🏽‍♀	carnagione olivastra, donna, donna che scrolla le spalle, donna che scrolla le spalle: carnagione olivastra, dubitare, gesto, indifferenza
🤷🏾‍♀	carnagione abbastanza scura, donna, donna che scrolla le spalle, donna che scrolla le spalle: carnagione abbastanza scura, dubitare, gesto, indifferenza
🤷🏿‍♀	carnagione scura, donna, donna che scrolla le spalle, donna che scrolla le spalle: carnagione scura, dubitare, gesto, indifferenza
👨‍⚕	camice, dottore, operatore sanitario, ospedale, uomo
👨🏻‍⚕	camice, carnagione chiara, dottore, operatore sanitario, operatore sanitario: carnagione chiara, ospedale, uomo
👨🏼‍⚕	camice, carnagione abbastanza chiara, dottore, operatore sanitario, operatore sanitario: carnagione abbastanza chiara, ospedale, uomo
👨🏽‍⚕	camice, carnagione olivastra, dottore, operatore sanitario, operatore sanitario: carnagione olivastra, ospedale, uomo
👨🏾‍⚕	camice, carnagione abbastanza scura, dottore, operatore sanitario, operatore sanitario: carnagione abbastanza scura, ospedale, uomo
👨🏿‍⚕	camice, carnagione scura, dottore, operatore sanitario, operatore sanitario: carnagione scura, ospedale, uomo
👩‍⚕	camice, donna, dottoressa, operatrice sanitaria, ospedale
👩🏻‍⚕	camice, carnagione chiara, donna, dottoressa, operatrice sanitaria, operatrice sanitaria: carnagione chiara, ospedale
👩🏼‍⚕	camice, carnagione abbastanza chiara, donna, dottoressa, operatrice sanitaria, operatrice sanitaria: carnagione abbastanza chiara, ospedale
👩🏽‍⚕	camice, carnagione olivastra, donna, dottoressa, operatrice sanitaria, operatrice sanitaria: carnagione olivastra, ospedale
👩🏾‍⚕	camice, carnagione abbastanza scura, donna, dottoressa, operatrice sanitaria, operatrice sanitaria: carnagione abbastanza scura, ospedale
👩🏿‍⚕	camice, carnagione scura, donna, dottoressa, operatrice sanitaria, operatrice sanitaria: carnagione scura, ospedale
👨‍🎓	laurea, maschio, ragazzo, studente
👨🏻‍🎓	carnagione chiara, laurea, maschio, ragazzo, studente, studente: carnagione chiara
👨🏼‍🎓	carnagione abbastanza chiara, laurea, maschio, ragazzo, studente, studente: carnagione abbastanza chiara
👨🏽‍🎓	carnagione olivastra, laurea, maschio, ragazzo, studente, studente: carnagione olivastra
👨🏾‍🎓	carnagione abbastanza scura, laurea, maschio, ragazzo, studente, studente: carnagione abbastanza scura
👨🏿‍🎓	carnagione scura, laurea, maschio, ragazzo, studente, studente: carnagione scura
👩‍🎓	femmina, laurea, ragazza, studentessa
👩🏻‍🎓	carnagione chiara, femmina, laurea, ragazza, studentessa, studentessa: carnagione chiara
👩🏼‍🎓	carnagione abbastanza chiara, femmina, laurea, ragazza, studentessa, studentessa: carnagione abbastanza chiara
👩🏽‍🎓	carnagione olivastra, femmina, laurea, ragazza, studentessa, studentessa: carnagione olivastra
👩🏾‍🎓	carnagione abbastanza scura, femmina, laurea, ragazza, studentessa, studentessa: carnagione abbastanza scura
👩🏿‍🎓	carnagione scura, femmina, laurea, ragazza, studentessa, studentessa: carnagione scura
👨‍🏫	insegnante, professore, scuola, studio
👨🏻‍🏫	carnagione chiara, insegnante, professore, professore: carnagione chiara, scuola, studio
👨🏼‍🏫	carnagione abbastanza chiara, insegnante, professore, professore: carnagione abbastanza chiara, scuola, studio
👨🏽‍🏫	carnagione olivastra, insegnante, professore, professore: carnagione olivastra, scuola, studio
👨🏾‍🏫	carnagione abbastanza scura, insegnante, professore, professore: carnagione abbastanza scura, scuola, studio
👨🏿‍🏫	carnagione scura, insegnante, professore, professore: carnagione scura, scuola, studio
👩‍🏫	insegnante, professoressa, scuola, studio
👩🏻‍🏫	carnagione chiara, insegnante, professoressa, professoressa: carnagione chiara, scuola, studio
👩🏼‍🏫	carnagione abbastanza chiara, insegnante, professoressa, professoressa: carnagione abbastanza chiara, scuola, studio
👩🏽‍🏫	carnagione olivastra, insegnante, professoressa, professoressa: carnagione olivastra, scuola, studio
👩🏾‍🏫	carnagione abbastanza scura, insegnante, professoressa, professoressa: carnagione abbastanza scura, scuola, studio
👩🏿‍🏫	carnagione scura, insegnante, professoressa, professoressa: carnagione scura, scuola, studio
👨‍⚖	bilancia, giudice, giudice uomo, giustizia, uomo
👨🏻‍⚖	bilancia, carnagione chiara, giudice, giudice uomo: carnagione chiara, giustizia, uomo
👨🏼‍⚖	bilancia, carnagione abbastanza chiara, giudice, giudice uomo: carnagione abbastanza chiara, giustizia, uomo
👨🏽‍⚖	bilancia, carnagione olivastra, giudice, giudice uomo: carnagione olivastra, giustizia, uomo
👨🏾‍⚖	bilancia, carnagione abbastanza scura, giudice, giudice uomo: carnagione abbastanza scura, giustizia, uomo
👨🏿‍⚖	bilancia, carnagione scura, giudice, giudice uomo: carnagione scura, giustizia, uomo
👩‍⚖	bilancia, donna, giudice, giudice donna, giustizia
👩🏻‍⚖	bilancia, carnagione chiara, donna, giudice, giudice donna: carnagione chiara, giustizia
👩🏼‍⚖	bilancia, carnagione abbastanza chiara, donna, giudice, giudice donna: carnagione abbastanza chiara, giustizia
👩🏽‍⚖	bilancia, carnagione olivastra, donna, giudice, giudice donna: carnagione olivastra, giustizia
👩🏾‍⚖	bilancia, carnagione abbastanza scura, donna, giudice, giudice donna: carnagione abbastanza scura, giustizia
👩🏿‍⚖	bilancia, carnagione scura, donna, giudice, giudice donna: carnagione scura, giustizia
👨‍🌾	allevatore, contadino, fattoria, uomo
👨🏻‍🌾	allevatore, carnagione chiara, contadino, contadino: carnagione chiara, fattoria, uomo
👨🏼‍🌾	allevatore, carnagione abbastanza chiara, contadino, contadino: carnagione abbastanza chiara, fattoria, uomo
👨🏽‍🌾	allevatore, carnagione olivastra, contadino, contadino: carnagione olivastra, fattoria, uomo
👨🏾‍🌾	allevatore, carnagione abbastanza scura, contadino, contadino: carnagione abbastanza scura, fattoria, uomo
👨🏿‍🌾	allevatore, carnagione scura, contadino, contadino: carnagione scura, fattoria, uomo
👩‍🌾	allevatrice, contadina, donna, fattoria
👩🏻‍🌾	allevatrice, carnagione chiara, contadina, contadina: carnagione chiara, donna, fattoria
👩🏼‍🌾	allevatrice, carnagione abbastanza chiara, contadina, contadina: carnagione abbastanza chiara, donna, fattoria
👩🏽‍🌾	allevatrice, carnagione olivastra, contadina, contadina: carnagione olivastra, donna, fattoria
👩🏾‍🌾	allevatrice, carnagione abbastanza scura, contadina, contadina: carnagione abbastanza scura, donna, fattoria
👩🏿‍🌾	allevatrice, carnagione scura, contadina, contadina: carnagione scura, donna, fattoria
👨‍🍳	chef, cucinare, cuoco, uomo
👨🏻‍🍳	carnagione chiara, chef, cucinare, cuoco, cuoco: carnagione chiara, uomo
👨🏼‍🍳	carnagione abbastanza chiara, chef, cucinare, cuoco, cuoco: carnagione abbastanza chiara, uomo
👨🏽‍🍳	carnagione olivastra, chef, cucinare, cuoco, cuoco: carnagione olivastra, uomo
