😀	gülen yüz, gülme, lol, neşeli, sırıtan yüz, yüz
🙋🏾‍♂	adam, el kaldırma, elini kaldıran erkek, elini kaldıran erkek: orta koyu cilt tonu, erkek, hareket, orta koyu cilt tonu
🙋🏿‍♂	adam, el kaldırma, elini kaldıran erkek, elini kaldıran erkek: koyu cilt tonu, erkek, hareket, koyu cilt tonu
🙋‍♀	bayan, el kaldırma, elini kaldıran kadın, hareket, kadın
🙋🏻‍♀	açık cilt tonu, bayan, el kaldırma, elini kaldıran kadın, elini kaldıran kadın: açık cilt tonu, hareket, kadın
🙋🏼‍♀	bayan, el kaldırma, elini kaldıran kadın, elini kaldıran kadın: orta açık cilt tonu, hareket, kadın, orta açık cilt tonu
🙋🏽‍♀	bayan, el kaldırma, elini kaldıran kadın, elini kaldıran kadın: orta cilt tonu, hareket, kadın, orta cilt tonu
🙋🏾‍♀	bayan, el kaldırma, elini kaldıran kadın, elini kaldıran kadın: orta koyu cilt tonu, hareket, kadın, orta koyu cilt tonu
🙋🏿‍♀	bayan, el kaldırma, elini kaldıran kadın, elini kaldıran kadın: koyu cilt tonu, hareket, kadın, koyu cilt tonu
🧏	erişilebilirlik, işitme, işitme engelli, işitme engelli kişi, kulak
🧏🏻	açık cilt tonu, erişilebilirlik, işitme, işitme engelli, işitme engelli kişi, işitme engelli kişi: açık cilt tonu, kulak
🧏🏼	erişilebilirlik, işitme, işitme engelli, işitme engelli kişi, işitme engelli kişi: orta açık cilt tonu, kulak, orta açık cilt tonu
🧏🏽	erişilebilirlik, işitme, işitme engelli, işitme engelli kişi, işitme engelli kişi: orta cilt tonu, kulak, orta cilt tonu
🧏🏾	erişilebilirlik, işitme, işitme engelli, işitme engelli kişi, işitme engelli kişi: orta koyu cilt tonu, kulak, orta koyu cilt tonu
🧏🏿	erişilebilirlik, işitme, işitme engelli, işitme engelli kişi, işitme engelli kişi: koyu cilt tonu, koyu cilt tonu, kulak
🧏‍♂	adam, erkek, işitme engelli, işitme engelli erkek
🧏🏻‍♂	adam, açık cilt tonu, erkek, işitme engelli, işitme engelli erkek, işitme engelli erkek: açık cilt tonu
🧏🏼‍♂	adam, erkek, işitme engelli, işitme engelli erkek, işitme engelli erkek: orta açık cilt tonu, orta açık cilt tonu
🧏🏽‍♂	adam, erkek, işitme engelli, işitme engelli erkek, işitme engelli erkek: orta cilt tonu, orta cilt tonu
🧏🏾‍♂	adam, erkek, işitme engelli, işitme engelli erkek, işitme engelli erkek: orta koyu cilt tonu, orta koyu cilt tonu
🧏🏿‍♂	adam, erkek, işitme engelli, işitme engelli erkek, işitme engelli erkek: koyu cilt tonu, koyu cilt tonu
🧏‍♀	işitme engelli, işitme engelli kadın, kadın
🧏🏻‍♀	açık cilt tonu, işitme engelli, işitme engelli kadın, işitme engelli kadın: açık cilt tonu, kadın
🧏🏼‍♀	işitme engelli, işitme engelli kadın, işitme engelli kadın: orta açık cilt tonu, kadın, orta açık cilt tonu
🧏🏽‍♀	işitme engelli, işitme engelli kadın, işitme engelli kadın: orta cilt tonu, kadın, orta cilt tonu
🧏🏾‍♀	işitme engelli, işitme engelli kadın, işitme engelli kadın: orta koyu cilt tonu, kadın, orta koyu cilt tonu
🧏🏿‍♀	işitme engelli, işitme engelli kadın, işitme engelli kadın: koyu cilt tonu, kadın, koyu cilt tonu
🙇	başını öne eğme, eğilme, hareket, kişi, üzgünüm
🙇🏻	açık cilt tonu, başını öne eğme, başını öne eğme: açık cilt tonu, eğilme, hareket, kişi, üzgünüm
🙇🏼	başını öne eğme, başını öne eğme: orta açık cilt tonu, eğilme, hareket, kişi, orta açık cilt tonu, üzgünüm
🙇🏽	başını öne eğme, başını öne eğme: orta cilt tonu, eğilme, hareket, kişi, orta cilt tonu, üzgünüm
🙇🏾	başını öne eğme, başını öne eğme: orta koyu cilt tonu, eğilme, hareket, kişi, orta koyu cilt tonu, üzgünüm
🙇🏿	başını öne eğme, başını öne eğme: koyu cilt tonu, eğilme, hareket, kişi, koyu cilt tonu, üzgünüm
🙇‍♂	adam, baş eğme, başını öne eğen erkek, erkek, hareket, lütuf, özür
🙇🏻‍♂	adam, açık cilt tonu, baş eğme, başını öne eğen erkek, başını öne eğen erkek: açık cilt tonu, erkek, hareket, lütuf, özür
🙇🏼‍♂	adam, baş eğme, başını öne eğen erkek, başını öne eğen erkek: orta açık cilt tonu, erkek, hareket, lütuf, orta açık cilt tonu, özür
🙇🏽‍♂	adam, baş eğme, başını öne eğen erkek, başını öne eğen erkek: orta cilt tonu, erkek, hareket, lütuf, orta cilt tonu, özür
🙇🏾‍♂	adam, baş eğme, başını öne eğen erkek, başını öne eğen erkek: orta koyu cilt tonu, erkek, hareket, lütuf, orta koyu cilt tonu, özür
🙇🏿‍♂	adam, baş eğme, başını öne eğen erkek, başını öne eğen erkek: koyu cilt tonu, erkek, hareket, koyu cilt tonu, lütuf, özür
🙇‍♀	bayan, baş eğme, başını öne eğen kadın, hareket, kadın, lütuf, özür
🙇🏻‍♀	açık cilt tonu, bayan, baş eğme, başını öne eğen kadın, başını öne eğen kadın: açık cilt tonu, hareket, kadın, lütuf, özür
🙇🏼‍♀	bayan, baş eğme, başını öne eğen kadın, başını öne eğen kadın: orta açık cilt tonu, hareket, kadın, lütuf, orta açık cilt tonu, özür
🙇🏽‍♀	bayan, baş eğme, başını öne eğen kadın, başını öne eğen kadın: orta cilt tonu, hareket, kadın, lütuf, orta cilt tonu, özür
🙇🏾‍♀	bayan, baş eğme, başını öne eğen kadın, başını öne eğen kadın: orta koyu cilt tonu, hareket, kadın, lütuf, orta koyu cilt tonu, özür
🙇🏿‍♀	bayan, baş eğme, başını öne eğen kadın, başını öne eğen kadın: koyu cilt tonu, hareket, kadın, koyu cilt tonu, lütuf, özür
🤦	avuç, inanmama, yüz, yüzünü eliyle kapama, çileden çıkma
🤦🏻	avuç, açık cilt tonu, inanmama, yüz, yüzünü eliyle kapama, yüzünü eliyle kapama: açık cilt tonu, çileden çıkma
🤦🏼	avuç, inanmama, orta açık cilt tonu, yüz, yüzünü eliyle kapama, yüzünü eliyle kapama: orta açık cilt tonu, çileden çıkma
🤦🏽	avuç, inanmama, orta cilt tonu, yüz, yüzünü eliyle kapama, yüzünü eliyle kapama: orta cilt tonu, çileden çıkma
🤦🏾	avuç, inanmama, orta koyu cilt tonu, yüz, yüzünü eliyle kapama, yüzünü eliyle kapama: orta koyu cilt tonu, çileden çıkma
🤦🏿	avuç, inanmama, koyu cilt tonu, yüz, yüzünü eliyle kapama, yüzünü eliyle kapama: koyu cilt tonu, çileden çıkma
🤦‍♂	adam, eliyle yüzünü kapatan erkek, erkek, inanmama, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏻‍♂	adam, açık cilt tonu, eliyle yüzünü kapatan erkek, eliyle yüzünü kapatan erkek: açık cilt tonu, erkek, inanmama, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏼‍♂	adam, eliyle yüzünü kapatan erkek, eliyle yüzünü kapatan erkek: orta açık cilt tonu, erkek, inanmama, orta açık cilt tonu, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏽‍♂	adam, eliyle yüzünü kapatan erkek, eliyle yüzünü kapatan erkek: orta cilt tonu, erkek, inanmama, orta cilt tonu, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏾‍♂	adam, eliyle yüzünü kapatan erkek, eliyle yüzünü kapatan erkek: orta koyu cilt tonu, erkek, inanmama, orta koyu cilt tonu, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏿‍♂	adam, eliyle yüzünü kapatan erkek, eliyle yüzünü kapatan erkek: koyu cilt tonu, erkek, inanmama, koyu cilt tonu, utancından eliyle yüzünü kapatma, çileden çıkma
🤦‍♀	bayan, eliyle yüzünü kapatan kadın, inanmama, kadın, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏻‍♀	açık cilt tonu, bayan, eliyle yüzünü kapatan kadın, eliyle yüzünü kapatan kadın: açık cilt tonu, inanmama, kadın, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏼‍♀	bayan, eliyle yüzünü kapatan kadın, eliyle yüzünü kapatan kadın: orta açık cilt tonu, inanmama, kadın, orta açık cilt tonu, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏽‍♀	bayan, eliyle yüzünü kapatan kadın, eliyle yüzünü kapatan kadın: orta cilt tonu, inanmama, kadın, orta cilt tonu, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏾‍♀	bayan, eliyle yüzünü kapatan kadın, eliyle yüzünü kapatan kadın: orta koyu cilt tonu, inanmama, kadın, orta koyu cilt tonu, utancından eliyle yüzünü kapatma, çileden çıkma
🤦🏿‍♀	bayan, eliyle yüzünü kapatan kadın, eliyle yüzünü kapatan kadın: koyu cilt tonu, inanmama, kadın, koyu cilt tonu, utancından eliyle yüzünü kapatma, çileden çıkma
🤷	bilmeme, ilgisizlik, kararsız, omuz silkme
🤷🏻	açık cilt tonu, bilmeme, ilgisizlik, kararsız, omuz silkme, omuz silkme: açık cilt tonu
🤷🏼	bilmeme, ilgisizlik, kararsız, omuz silkme, omuz silkme: orta açık cilt tonu, orta açık cilt tonu
🤷🏽	bilmeme, ilgisizlik, kararsız, omuz silkme, omuz silkme: orta cilt tonu, orta cilt tonu
🤷🏾	bilmeme, ilgisizlik, kararsız, omuz silkme, omuz silkme: orta koyu cilt tonu, orta koyu cilt tonu
🤷🏿	bilmeme, ilgisizlik, kararsız, koyu cilt tonu, omuz silkme, omuz silkme: koyu cilt tonu
🤷‍♂	adam, cahillik, erkek, ilgisizlik, omuz silken erkek, omuz silkme, şüphe
🤷🏻‍♂	adam, açık cilt tonu, cahillik, erkek, ilgisizlik, omuz silken erkek, omuz silken erkek: açık cilt tonu, omuz silkme, şüphe
🤷🏼‍♂	adam, cahillik, erkek, ilgisizlik, omuz silken erkek, omuz silken erkek: orta açık cilt tonu, omuz silkme, orta açık cilt tonu, şüphe
🤷🏽‍♂	adam, cahillik, erkek, ilgisizlik, omuz silken erkek, omuz silken erkek: orta cilt tonu, omuz silkme, orta cilt tonu, şüphe
🤷🏾‍♂	adam, cahillik, erkek, ilgisizlik, omuz silken erkek, omuz silken erkek: orta koyu cilt tonu, omuz silkme, orta koyu cilt tonu, şüphe
🤷🏿‍♂	adam, cahillik, erkek, ilgisizlik, koyu cilt tonu, omuz silken erkek, omuz silken erkek: koyu cilt tonu, omuz silkme, şüphe
🤷‍♀	bayan, cahillik, ilgisizlik, kadın, omuz silken kadın, omuz silkme, şüphe
🤷🏻‍♀	açık cilt tonu, bayan, cahillik, ilgisizlik, kadın, omuz silken kadın, omuz silken kadın: açık cilt tonu, omuz silkme, şüphe
🤷🏼‍♀	bayan, cahillik, ilgisizlik, kadın, omuz silken kadın, omuz silken kadın: orta açık cilt tonu, omuz silkme, orta açık cilt tonu, şüphe
🤷🏽‍♀	bayan, cahillik, ilgisizlik, kadın, omuz silken kadın, omuz silken kadın: orta cilt tonu, omuz silkme, orta cilt tonu, şüphe
🤷🏾‍♀	bayan, cahillik, ilgisizlik, kadın, omuz silken kadın, omuz silken kadın: orta koyu cilt tonu, omuz silkme, orta koyu cilt tonu, şüphe
🤷🏿‍♀	bayan, cahillik, ilgisizlik, kadın, koyu cilt tonu, omuz silken kadın, omuz silken kadın: koyu cilt tonu, omuz silkme, şüphe
👨‍⚕	adam, doktor, erkek, erkek sağlık çalışanı, hastabakıcı, sağlık, terapist
👨🏻‍⚕	adam, açık cilt tonu, doktor, erkek, erkek sağlık çalışanı, erkek sağlık çalışanı: açık cilt tonu, hastabakıcı, sağlık, terapist
👨🏼‍⚕	adam, doktor, erkek, erkek sağlık çalışanı, erkek sağlık çalışanı: orta açık cilt tonu, hastabakıcı, orta açık cilt tonu, sağlık, terapist
👨🏽‍⚕	adam, doktor, erkek, erkek sağlık çalışanı, erkek sağlık çalışanı: orta cilt tonu, hastabakıcı, orta cilt tonu, sağlık, terapist
👨🏾‍⚕	adam, doktor, erkek, erkek sağlık çalışanı, erkek sağlık çalışanı: orta koyu cilt tonu, hastabakıcı, orta koyu cilt tonu, sağlık, terapist
👨🏿‍⚕	adam, doktor, erkek, erkek sağlık çalışanı, erkek sağlık çalışanı: koyu cilt tonu, hastabakıcı, koyu cilt tonu, sağlık, terapist
👩‍⚕	bayan, doktor, hemşire, kadın, kadın sağlık çalışanı, sağlık, terapist
👩🏻‍⚕	açık cilt tonu, bayan, doktor, hemşire, kadın, kadın sağlık çalışanı, kadın sağlık çalışanı: açık cilt tonu, sağlık, terapist
👩🏼‍⚕	bayan, doktor, hemşire, kadın, kadın sağlık çalışanı, kadın sağlık çalışanı: orta açık cilt tonu, orta açık cilt tonu, sağlık, terapist
👩🏽‍⚕	bayan, doktor, hemşire, kadın, kadın sağlık çalışanı, kadın sağlık çalışanı: orta cilt tonu, orta cilt tonu, sağlık, terapist
👩🏾‍⚕	bayan, doktor, hemşire, kadın, kadın sağlık çalışanı, kadın sağlık çalışanı: orta koyu cilt tonu, orta koyu cilt tonu, sağlık, terapist
👩🏿‍⚕	bayan, doktor, hemşire, kadın, kadın sağlık çalışanı, kadın sağlık çalışanı: koyu cilt tonu, koyu cilt tonu, sağlık, terapist
👨‍🎓	adam, erkek, erkek öğrenci, mezun, öğrenci
👨🏻‍🎓	adam, açık cilt tonu, erkek, erkek öğrenci: açık cilt tonu, mezun, öğrenci
👨🏼‍🎓	adam, erkek, erkek öğrenci: orta açık cilt tonu, mezun, orta açık cilt tonu, öğrenci
👨🏽‍🎓	adam, erkek, erkek öğrenci: orta cilt tonu, mezun, orta cilt tonu, öğrenci
👨🏾‍🎓	adam, erkek, erkek öğrenci: orta koyu cilt tonu, mezun, orta koyu cilt tonu, öğrenci
👨🏿‍🎓	adam, erkek, erkek öğrenci: koyu cilt tonu, koyu cilt tonu, mezun, öğrenci
👩‍🎓	bayan, kadın, kız öğrenci, mezun, öğrenci
👩🏻‍🎓	açık cilt tonu, bayan, kadın, kız öğrenci, kız öğrenci: açık cilt tonu, mezun, öğrenci
👩🏼‍🎓	bayan, kadın, kız öğrenci, kız öğrenci: orta açık cilt tonu, mezun, orta açık cilt tonu, öğrenci
👩🏽‍🎓	bayan, kadın, kız öğrenci, kız öğrenci: orta cilt tonu, mezun, orta cilt tonu, öğrenci
👩🏾‍🎓	bayan, kadın, kız öğrenci, kız öğrenci: orta koyu cilt tonu, mezun, orta koyu cilt tonu, öğrenci
👩🏿‍🎓	bayan, kadın, koyu cilt tonu, kız öğrenci, kız öğrenci: koyu cilt tonu, mezun, öğrenci
👨‍🏫	adam, erkek, erkek öğretmen, eğitmen, profesör, öğretmen
👨🏻‍🏫	adam, açık cilt tonu, erkek, erkek öğretmen: açık cilt tonu, eğitmen, profesör, öğretmen
👨🏼‍🏫	adam, erkek, erkek öğretmen: orta açık cilt tonu, eğitmen, orta açık cilt tonu, profesör, öğretmen
👨🏽‍🏫	adam, erkek, erkek öğretmen: orta cilt tonu, eğitmen, orta cilt tonu, profesör, öğretmen
👨🏾‍🏫	adam, erkek, erkek öğretmen: orta koyu cilt tonu, eğitmen, orta koyu cilt tonu, profesör, öğretmen
👨🏿‍🏫	adam, erkek, erkek öğretmen: koyu cilt tonu, eğitmen, koyu cilt tonu, profesör, öğretmen
👩‍🏫	bayan, eğitmen, kadın, kadın öğretmen, profesör, öğretmen
👩🏻‍🏫	açık cilt tonu, bayan, eğitmen, kadın, kadın öğretmen: açık cilt tonu, profesör, öğretmen
👩🏼‍🏫	bayan, eğitmen, kadın, kadın öğretmen: orta açık cilt tonu, orta açık cilt tonu, profesör, öğretmen
👩🏽‍🏫	bayan, eğitmen, kadın, kadın öğretmen: orta cilt tonu, orta cilt tonu, profesör, öğretmen
👩🏾‍🏫	bayan, eğitmen, kadın, kadın öğretmen: orta koyu cilt tonu, orta koyu cilt tonu, profesör, öğretmen
👩🏿‍🏫	bayan, eğitmen, kadın, kadın öğretmen: koyu cilt tonu, koyu cilt tonu, profesör, öğretmen
👨‍⚖	adalet, adam, erkek, erkek hakim, terazi, yargıç
👨🏻‍⚖	adalet, adam, açık cilt tonu, erkek, erkek hakim, erkek hakim: açık cilt tonu, terazi, yargıç
👨🏼‍⚖	adalet, adam, erkek, erkek hakim, erkek hakim: orta açık cilt tonu, orta açık cilt tonu, terazi, yargıç
👨🏽‍⚖	adalet, adam, erkek, erkek hakim, erkek hakim: orta cilt tonu, orta cilt tonu, terazi, yargıç
👨🏾‍⚖	adalet, adam, erkek, erkek hakim, erkek hakim: orta koyu cilt tonu, orta koyu cilt tonu, terazi, yargıç
👨🏿‍⚖	adalet, adam, erkek, erkek hakim, erkek hakim: koyu cilt tonu, koyu cilt tonu, terazi, yargıç
👩‍⚖	adalet, bayan, kadın, kadın hakim, terazi
👩🏻‍⚖	adalet, açık cilt tonu, bayan, kadın, kadın hakim, kadın hakim: açık cilt tonu, terazi
👩🏼‍⚖	adalet, bayan, kadın, kadın hakim, kadın hakim: orta açık cilt tonu, orta açık cilt tonu, terazi
👩🏽‍⚖	adalet, bayan, kadın, kadın hakim, kadın hakim: orta cilt tonu, orta cilt tonu, terazi
👩🏾‍⚖	adalet, bayan, kadın, kadın hakim, kadın hakim: orta koyu cilt tonu, orta koyu cilt tonu, terazi
👩🏿‍⚖	adalet, bayan, kadın, kadın hakim, kadın hakim: koyu cilt tonu, koyu cilt tonu, terazi
👨‍🌾	adam, bahçıvan, erkek, erkek çiftçi, çiftlik sahibi, çiftçi
👨🏻‍🌾	adam, açık cilt tonu, bahçıvan, erkek, erkek çiftçi: açık cilt tonu, çiftlik sahibi, çiftçi
👨🏼‍🌾	adam, bahçıvan, erkek, erkek çiftçi: orta açık cilt tonu, orta açık cilt tonu, çiftlik sahibi, çiftçi
👨🏽‍🌾	adam, bahçıvan, erkek, erkek çiftçi: orta cilt tonu, orta cilt tonu, çiftlik sahibi, çiftçi
👨🏾‍🌾	adam, bahçıvan, erkek, erkek çiftçi: orta koyu cilt tonu, orta koyu cilt tonu, çiftlik sahibi, çiftçi
👨🏿‍🌾	adam, bahçıvan, erkek, erkek çiftçi: koyu cilt tonu, koyu cilt tonu, çiftlik sahibi, çiftçi
👩‍🌾	bahçıvan, bayan, kadın, kadın çiftçi, çiftlik sahibi, çiftçi
👩🏻‍🌾	açık cilt tonu, bahçıvan, bayan, kadın, kadın çiftçi: açık cilt tonu, çiftlik sahibi, çiftçi
👩🏼‍🌾	bahçıvan, bayan, kadın, kadın çiftçi: orta açık cilt tonu, orta açık cilt tonu, çiftlik sahibi, çiftçi
👩🏽‍🌾	bahçıvan, bayan, kadın, kadın çiftçi: orta cilt tonu, orta cilt tonu, çiftlik sahibi, çiftçi
👩🏾‍🌾	bahçıvan, bayan, kadın, kadın çiftçi: orta koyu cilt tonu, orta koyu cilt tonu, çiftlik sahibi, çiftçi
👩🏿‍🌾	bahçıvan, bayan, kadın, kadın çiftçi: koyu cilt tonu, koyu cilt tonu, çiftlik sahibi, çiftçi
👨‍🍳	adam, erkek, erkek aşçı, yemek yapma, şef
👨🏻‍🍳	adam, açık cilt tonu, erkek, erkek aşçı, erkek aşçı: açık cilt tonu, yemek yapma, şef
👨🏼‍🍳	adam, erkek, erkek aşçı, erkek aşçı: orta açık cilt tonu, orta açık cilt tonu, yemek yapma, şef
👨🏽‍🍳	adam, erkek, erkek aşçı, erkek aşçı: orta cilt tonu, orta cilt tonu, yemek yapma, şef
👨🏾‍🍳	adam, erkek, erkek aşçı, erkek aşçı: orta koyu cilt tonu, orta koyu cilt tonu, yemek yapma, şef
👨🏿‍🍳	adam, erkek, erkek aşçı, erkek aşçı: koyu cilt tonu, koyu cilt tonu, yemek yapma, şef
👩‍🍳	bayan, kadın, kadın aşçı, yemek yapma, şef
👩🏻‍🍳	açık cilt tonu, bayan, kadın, kadın aşçı, kadın aşçı: açık cilt tonu, yemek yapma, şef
👩🏼‍🍳	bayan, kadın, kadın aşçı, kadın aşçı: orta açık cilt tonu, orta açık cilt tonu, yemek yapma, şef
👩🏽‍🍳	bayan, kadın, kadın aşçı, kadın aşçı: orta cilt tonu, orta cilt tonu, yemek yapma, şef
👩🏾‍🍳	bayan, kadın, kadın aşçı, kadın aşçı: orta koyu cilt tonu, orta koyu cilt tonu, yemek yapma, şef
👩🏿‍🍳	bayan, kadın, kadın aşçı, kadın aşçı: koyu cilt tonu, koyu cilt tonu, yemek yapma, şef
👨‍🔧	adam, elektrikçi, erkek, erkek tamirci, esnaf, tamirci, tesisatçı
👨🏻‍🔧	adam, açık cilt tonu, elektrikçi, erkek, erkek tamirci: açık cilt tonu, esnaf, tamirci, tesisatçı
👨🏼‍🔧	adam, elektrikçi, erkek, erkek tamirci: orta açık cilt tonu, esnaf, orta açık cilt tonu, tamirci, tesisatçı
👨🏽‍🔧	adam, elektrikçi, erkek, erkek tamirci: orta cilt tonu, esnaf, orta cilt tonu, tamirci, tesisatçı
👨🏾‍🔧	adam, elektrikçi, erkek, erkek tamirci: orta koyu cilt tonu, esnaf, orta koyu cilt tonu, tamirci, tesisatçı
👨🏿‍🔧	adam, elektrikçi, erkek, erkek tamirci: koyu cilt tonu, esnaf, koyu cilt tonu, tamirci, tesisatçı
👩‍🔧	bayan, elektrikçi, esnaf, kadın, kadın tamirci, tamirci, tesisatçı
👩🏻‍🔧	açık cilt tonu, bayan, elektrikçi, esnaf, kadın, kadın tamirci: açık cilt tonu, tamirci, tesisatçı
👩🏼‍🔧	bayan, elektrikçi, esnaf, kadın, kadın tamirci: orta açık cilt tonu, orta açık cilt tonu, tamirci, tesisatçı
👩🏽‍🔧	bayan, elektrikçi, esnaf, kadın, kadın tamirci: orta cilt tonu, orta cilt tonu, tamirci, tesisatçı
👩🏾‍🔧	bayan, elektrikçi, esnaf, kadın, kadın tamirci: orta koyu cilt tonu, orta koyu cilt tonu, tamirci, tesisatçı
👩🏿‍🔧	bayan, elektrikçi, esnaf, kadın, kadın tamirci: koyu cilt tonu, koyu cilt tonu, tamirci, tesisatçı
👨‍🏭	adam, erkek, erkek fabrika işçisi, fabrika, işçi, montaj, sanayi
👨🏻‍🏭	adam, açık cilt tonu, erkek, erkek fabrika işçisi, erkek fabrika işçisi: açık cilt tonu, fabrika, işçi, montaj, sanayi
👨🏼‍🏭	adam, erkek, erkek fabrika işçisi, erkek fabrika işçisi: orta açık cilt tonu, fabrika, işçi, montaj, orta açık cilt tonu, sanayi
👨🏽‍🏭	adam, erkek, erkek fabrika işçisi, erkek fabrika işçisi: orta cilt tonu, fabrika, işçi, montaj, orta cilt tonu, sanayi
👨🏾‍🏭	adam, erkek, erkek fabrika işçisi, erkek fabrika işçisi: orta koyu cilt tonu, fabrika, işçi, montaj, orta koyu cilt tonu, sanayi
👨🏿‍🏭	adam, erkek, erkek fabrika işçisi, erkek fabrika işçisi: koyu cilt tonu, fabrika, işçi, koyu cilt tonu, montaj, sanayi
👩‍🏭	bayan, fabrika, işçi, kadın, kadın fabrika işçisi, montaj, sanayi
👩🏻‍🏭	açık cilt tonu, bayan, fabrika, işçi, kadın, kadın fabrika işçisi, kadın fabrika işçisi: açık cilt tonu, montaj, sanayi
👩🏼‍🏭	bayan, fabrika, işçi, kadın, kadın fabrika işçisi, kadın fabrika işçisi: orta açık cilt tonu, montaj, orta açık cilt tonu, sanayi
👩🏽‍🏭	bayan, fabrika, işçi, kadın, kadın fabrika işçisi, kadın fabrika işçisi: orta cilt tonu, montaj, orta cilt tonu, sanayi
👩🏾‍🏭	bayan, fabrika, işçi, kadın, kadın fabrika işçisi, kadın fabrika işçisi: orta koyu cilt tonu, montaj, orta koyu cilt tonu, sanayi
👩🏿‍🏭	bayan, fabrika, işçi, kadın, kadın fabrika işçisi, kadın fabrika işçisi: koyu cilt tonu, koyu cilt tonu, montaj, sanayi
👨‍💼	adam, beyaz yaka, erkek, erkek ofis çalışanı, iş, mimar, ofis, yönetici
👨🏻‍💼	adam, açık cilt tonu, beyaz yaka, erkek, erkek ofis çalışanı, erkek ofis çalışanı: açık cilt tonu, iş, mimar, ofis, yönetici
👨🏼‍💼	adam, beyaz yaka, erkek, erkek ofis çalışanı, erkek ofis çalışanı: orta açık cilt tonu, iş, mimar, ofis, orta açık cilt tonu, yönetici
👨🏽‍💼	adam, beyaz yaka, erkek, erkek ofis çalışanı, erkek ofis çalışanı: orta cilt tonu, iş, mimar, ofis, orta cilt tonu, yönetici
👨🏾‍💼	adam, beyaz yaka, erkek, erkek ofis çalışanı, erkek ofis çalışanı: orta koyu cilt tonu, iş, mimar, ofis, orta koyu cilt tonu, yönetici
👨🏿‍💼	adam, beyaz yaka, erkek, erkek ofis çalışanı, erkek ofis çalışanı: koyu cilt tonu, iş, koyu cilt tonu, mimar, ofis, yönetici
👩‍💼	bayan, beyaz yaka, iş, kadın, kadın ofis çalışanı, mimar, ofis, yönetici
👩🏻‍💼	açık cilt tonu, bayan, beyaz yaka, iş, kadın, kadın ofis çalışanı, kadın ofis çalışanı: açık cilt tonu, mimar, ofis, yönetici
👩🏼‍💼	bayan, beyaz yaka, iş, kadın, kadın ofis çalışanı, kadın ofis çalışanı: orta açık cilt tonu, mimar, ofis, orta açık cilt tonu, yönetici
👩🏽‍💼	bayan, beyaz yaka, iş, kadın, kadın ofis çalışanı, kadın ofis çalışanı: orta cilt tonu, mimar, ofis, orta cilt tonu, yönetici
👩🏾‍💼	bayan, beyaz yaka, iş, kadın, kadın ofis çalışanı, kadın ofis çalışanı: orta koyu cilt tonu, mimar, ofis, orta koyu cilt tonu, yönetici
👩🏿‍💼	bayan, beyaz yaka, iş, kadın, kadın ofis çalışanı, kadın ofis çalışanı: koyu cilt tonu, koyu cilt tonu, mimar, ofis, yönetici
👨‍🔬	adam, bilim adamı, biyolog, erkek, erkek bilim insanı, fizikçi, kimyacı, matematikçi, mühendis
👨🏻‍🔬	adam, açık cilt tonu, bilim adamı, biyolog, erkek, erkek bilim insanı, erkek bilim insanı: açık cilt tonu, fizikçi, kimyacı, matematikçi, mühendis
👨🏼‍🔬	adam, bilim adamı, biyolog, erkek, erkek bilim insanı, erkek bilim insanı: orta açık cilt tonu, fizikçi, kimyacı, matematikçi, mühendis, orta açık cilt tonu
👨🏽‍🔬	adam, bilim adamı, biyolog, erkek, erkek bilim insanı, erkek bilim insanı: orta cilt tonu, fizikçi, kimyacı, matematikçi, mühendis, orta cilt tonu
👨🏾‍🔬	adam, bilim adamı, biyolog, erkek, erkek bilim insanı, erkek bilim insanı: orta koyu cilt tonu, fizikçi, kimyacı, matematikçi, mühendis, orta koyu cilt tonu
👨🏿‍🔬	adam, bilim adamı, biyolog, erkek, erkek bilim insanı, erkek bilim insanı: koyu cilt tonu, fizikçi, kimyacı, koyu cilt tonu, matematikçi, mühendis
👩‍🔬	bayan, bilim adamı, biyolog, fizikçi, kadın, kadın bilim insanı, kimyacı, matematikçi, mühendis
👩🏻‍🔬	açık cilt tonu, bayan, bilim adamı, biyolog, fizikçi, kadın, kadın bilim insanı, kadın bilim insanı: açık cilt tonu, kimyacı, matematikçi, mühendis
👩🏼‍🔬	bayan, bilim adamı, biyolog, fizikçi, kadın, kadın bilim insanı, kadın bilim insanı: orta açık cilt tonu, kimyacı, matematikçi, mühendis, orta açık cilt tonu
👩🏽‍🔬	bayan, bilim adamı, biyolog, fizikçi, kadın, kadın bilim insanı, kadın bilim insanı: orta cilt tonu, kimyacı, matematikçi, mühendis, orta cilt tonu
👩🏾‍🔬	bayan, bilim adamı, biyolog, fizikçi, kadın, kadın bilim insanı, kadın bilim insanı: orta koyu cilt tonu, kimyacı, matematikçi, mühendis, orta koyu cilt tonu
