😀	smajlík, tvář, výraz, zubící se obličej, úšklebek
🙇🏾‍♂	gesto, lítost, muž, omluva, poklona, prosba, středně tmavý odstín pleti, uklánějící se muž, uklánějící se muž: středně tmavý odstín pleti, úcta, úklona
🙇🏿‍♂	gesto, lítost, muž, omluva, poklona, prosba, tmavý odstín pleti, uklánějící se muž, uklánějící se muž: tmavý odstín pleti, úcta, úklona
🙇‍♀	gesto, lítost, omluva, poklona, prosba, uklánějící se žena, úcta, úklona, žena
🙇🏻‍♀	gesto, lítost, omluva, poklona, prosba, světlý odstín pleti, uklánějící se žena, uklánějící se žena: světlý odstín pleti, úcta, úklona, žena
🙇🏼‍♀	gesto, lítost, omluva, poklona, prosba, středně světlý odstín pleti, uklánějící se žena, uklánějící se žena: středně světlý odstín pleti, úcta, úklona, žena
🙇🏽‍♀	gesto, lítost, omluva, poklona, prosba, střední odstín pleti, uklánějící se žena, uklánějící se žena: střední odstín pleti, úcta, úklona, žena
🙇🏾‍♀	gesto, lítost, omluva, poklona, prosba, středně tmavý odstín pleti, uklánějící se žena, uklánějící se žena: středně tmavý odstín pleti, úcta, úklona, žena
🙇🏿‍♀	gesto, lítost, omluva, poklona, prosba, tmavý odstín pleti, uklánějící se žena, uklánějící se žena: tmavý odstín pleti, úcta, úklona, žena
🤦	chycení, dlaň, facepalm, hlava, nevíra, osoba chytající se za hlavu, rozhořčení, smajlík, tvář, výraz, zoufalství, čelo
🤦🏻	chycení, dlaň, facepalm, hlava, nevíra, osoba chytající se za hlavu, osoba chytající se za hlavu: světlý odstín pleti, rozhořčení, smajlík, světlý odstín pleti, tvář, výraz, zoufalství, čelo
🤦🏼	chycení, dlaň, facepalm, hlava, nevíra, osoba chytající se za hlavu, osoba chytající se za hlavu: středně světlý odstín pleti, rozhořčení, smajlík, středně světlý odstín pleti, tvář, výraz, zoufalství, čelo
🤦🏽	chycení, dlaň, facepalm, hlava, nevíra, osoba chytající se za hlavu, osoba chytající se za hlavu: střední odstín pleti, rozhořčení, smajlík, střední odstín pleti, tvář, výraz, zoufalství, čelo
🤦🏾	chycení, dlaň, facepalm, hlava, nevíra, osoba chytající se za hlavu, osoba chytající se za hlavu: středně tmavý odstín pleti, rozhořčení, smajlík, středně tmavý odstín pleti, tvář, výraz, zoufalství, čelo
🤦🏿	chycení, dlaň, facepalm, hlava, nevíra, osoba chytající se za hlavu, osoba chytající se za hlavu: tmavý odstín pleti, rozhořčení, smajlík, tmavý odstín pleti, tvář, výraz, zoufalství, čelo
🤦‍♂	chycení, dlaň, facepalm, hlava, muž, muž chytající se za hlavu, nevíra, rozhořčení, smajlík, tvář, výraz, zoufalství, čelo
🤦🏻‍♂	chycení, dlaň, facepalm, hlava, muž, muž chytající se za hlavu, muž chytající se za hlavu: světlý odstín pleti, nevíra, rozhořčení, smajlík, světlý odstín pleti, tvář, výraz, zoufalství, čelo
🤦🏼‍♂	chycení, dlaň, facepalm, hlava, muž, muž chytající se za hlavu, muž chytající se za hlavu: středně světlý odstín pleti, nevíra, rozhořčení, smajlík, středně světlý odstín pleti, tvář, výraz, zoufalství, čelo
🤦🏽‍♂	chycení, dlaň, facepalm, hlava, muž, muž chytající se za hlavu, muž chytající se za hlavu: střední odstín pleti, nevíra, rozhořčení, smajlík, střední odstín pleti, tvář, výraz, zoufalství, čelo
🤦🏾‍♂	chycení, dlaň, facepalm, hlava, muž, muž chytající se za hlavu, muž chytající se za hlavu: středně tmavý odstín pleti, nevíra, rozhořčení, smajlík, středně tmavý odstín pleti, tvář, výraz, zoufalství, čelo
🤦🏿‍♂	chycení, dlaň, facepalm, hlava, muž, muž chytající se za hlavu, muž chytající se za hlavu: tmavý odstín pleti, nevíra, rozhořčení, smajlík, tmavý odstín pleti, tvář, výraz, zoufalství, čelo
🤦‍♀	chycení, dlaň, facepalm, hlava, nevíra, rozhořčení, smajlík, tvář, výraz, zoufalství, čelo, žena, žena chytající se za hlavu
🤦🏻‍♀	chycení, dlaň, facepalm, hlava, nevíra, rozhořčení, smajlík, světlý odstín pleti, tvář, výraz, zoufalství, čelo, žena, žena chytající se za hlavu, žena chytající se za hlavu: světlý odstín pleti
🤦🏼‍♀	chycení, dlaň, facepalm, hlava, nevíra, rozhořčení, smajlík, středně světlý odstín pleti, tvář, výraz, zoufalství, čelo, žena, žena chytající se za hlavu, žena chytající se za hlavu: středně světlý odstín pleti
🤦🏽‍♀	chycení, dlaň, facepalm, hlava, nevíra, rozhořčení, smajlík, střední odstín pleti, tvář, výraz, zoufalství, čelo, žena, žena chytající se za hlavu, žena chytající se za hlavu: střední odstín pleti
🤦🏾‍♀	chycení, dlaň, facepalm, hlava, nevíra, rozhořčení, smajlík, středně tmavý odstín pleti, tvář, výraz, zoufalství, čelo, žena, žena chytající se za hlavu, žena chytající se za hlavu: středně tmavý odstín pleti
🤦🏿‍♀	chycení, dlaň, facepalm, hlava, nevíra, rozhořčení, smajlík, tmavý odstín pleti, tvář, výraz, zoufalství, čelo, žena, žena chytající se za hlavu, žena chytající se za hlavu: tmavý odstín pleti
🤷	nejistota, nerozhodnost, nevím, nevědomost, nezájem, osoba krčící rameny, pochybnost, pochyby, pokrčení, pokrčit, ramena
🤷🏻	nejistota, nerozhodnost, nevím, nevědomost, nezájem, osoba krčící rameny, osoba krčící rameny: světlý odstín pleti, pochybnost, pochyby, pokrčení, pokrčit, ramena, světlý odstín pleti
🤷🏼	nejistota, nerozhodnost, nevím, nevědomost, nezájem, osoba krčící rameny, osoba krčící rameny: středně světlý odstín pleti, pochybnost, pochyby, pokrčení, pokrčit, ramena, středně světlý odstín pleti
🤷🏽	nejistota, nerozhodnost, nevím, nevědomost, nezájem, osoba krčící rameny, osoba krčící rameny: střední odstín pleti, pochybnost, pochyby, pokrčení, pokrčit, ramena, střední odstín pleti
🤷🏾	nejistota, nerozhodnost, nevím, nevědomost, nezájem, osoba krčící rameny, osoba krčící rameny: středně tmavý odstín pleti, pochybnost, pochyby, pokrčení, pokrčit, ramena, středně tmavý odstín pleti
🤷🏿	nejistota, nerozhodnost, nevím, nevědomost, nezájem, osoba krčící rameny, osoba krčící rameny: tmavý odstín pleti, pochybnost, pochyby, pokrčení, pokrčit, ramena, tmavý odstín pleti
🤷‍♂	muž, muž krčící rameny, nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena
🤷🏻‍♂	muž, muž krčící rameny, muž krčící rameny: světlý odstín pleti, nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, světlý odstín pleti
🤷🏼‍♂	muž, muž krčící rameny, muž krčící rameny: středně světlý odstín pleti, nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, středně světlý odstín pleti
🤷🏽‍♂	muž, muž krčící rameny, muž krčící rameny: střední odstín pleti, nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, střední odstín pleti
🤷🏾‍♂	muž, muž krčící rameny, muž krčící rameny: středně tmavý odstín pleti, nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, středně tmavý odstín pleti
🤷🏿‍♂	muž, muž krčící rameny, muž krčící rameny: tmavý odstín pleti, nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, tmavý odstín pleti
🤷‍♀	nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, žena, žena krčící rameny
🤷🏻‍♀	nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, světlý odstín pleti, žena, žena krčící rameny, žena krčící rameny: světlý odstín pleti
🤷🏼‍♀	nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, středně světlý odstín pleti, žena, žena krčící rameny, žena krčící rameny: středně světlý odstín pleti
🤷🏽‍♀	nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, střední odstín pleti, žena, žena krčící rameny, žena krčící rameny: střední odstín pleti
🤷🏾‍♀	nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, středně tmavý odstín pleti, žena, žena krčící rameny, žena krčící rameny: středně tmavý odstín pleti
🤷🏿‍♀	nejistota, nerozhodnost, nevím, nevědomost, nezájem, pochybnost, pochyby, pokrčení, pokrčit, ramena, tmavý odstín pleti, žena, žena krčící rameny, žena krčící rameny: tmavý odstín pleti
👨‍⚕	doktor, nemocnice, terapeut, zdravotník
👨🏻‍⚕	doktor, nemocnice, světlý odstín pleti, terapeut, zdravotník, zdravotník: světlý odstín pleti
👨🏼‍⚕	doktor, nemocnice, středně světlý odstín pleti, terapeut, zdravotník, zdravotník: středně světlý odstín pleti
👨🏽‍⚕	doktor, nemocnice, střední odstín pleti, terapeut, zdravotník, zdravotník: střední odstín pleti
👨🏾‍⚕	doktor, nemocnice, středně tmavý odstín pleti, terapeut, zdravotník, zdravotník: středně tmavý odstín pleti
👨🏿‍⚕	doktor, nemocnice, terapeut, tmavý odstín pleti, zdravotník, zdravotník: tmavý odstín pleti
👩‍⚕	doktorka, nemocnice, sestřička, terapeutka, zdravotnice
👩🏻‍⚕	doktorka, nemocnice, sestřička, světlý odstín pleti, terapeutka, zdravotnice, zdravotnice: světlý odstín pleti
👩🏼‍⚕	doktorka, nemocnice, sestřička, středně světlý odstín pleti, terapeutka, zdravotnice, zdravotnice: středně světlý odstín pleti
👩🏽‍⚕	doktorka, nemocnice, sestřička, střední odstín pleti, terapeutka, zdravotnice, zdravotnice: střední odstín pleti
👩🏾‍⚕	doktorka, nemocnice, sestřička, středně tmavý odstín pleti, terapeutka, zdravotnice, zdravotnice: středně tmavý odstín pleti
👩🏿‍⚕	doktorka, nemocnice, sestřička, terapeutka, tmavý odstín pleti, zdravotnice, zdravotnice: tmavý odstín pleti
👨‍🎓	absolvent, muž, student
👨🏻‍🎓	absolvent, muž, student, student: světlý odstín pleti, světlý odstín pleti
👨🏼‍🎓	absolvent, muž, student, student: středně světlý odstín pleti, středně světlý odstín pleti
👨🏽‍🎓	absolvent, muž, student, student: střední odstín pleti, střední odstín pleti
👨🏾‍🎓	absolvent, muž, student, student: středně tmavý odstín pleti, středně tmavý odstín pleti
👨🏿‍🎓	absolvent, muž, student, student: tmavý odstín pleti, tmavý odstín pleti
👩‍🎓	absolventka, studentka, žena
👩🏻‍🎓	absolventka, studentka, studentka: světlý odstín pleti, světlý odstín pleti, žena
👩🏼‍🎓	absolventka, studentka, studentka: středně světlý odstín pleti, středně světlý odstín pleti, žena
👩🏽‍🎓	absolventka, studentka, studentka: střední odstín pleti, střední odstín pleti, žena
👩🏾‍🎓	absolventka, studentka, studentka: středně tmavý odstín pleti, středně tmavý odstín pleti, žena
👩🏿‍🎓	absolventka, studentka, studentka: tmavý odstín pleti, tmavý odstín pleti, žena
👨‍🏫	instruktor, muž, profesor, učitel
👨🏻‍🏫	instruktor, muž, profesor, světlý odstín pleti, učitel, učitel: světlý odstín pleti
👨🏼‍🏫	instruktor, muž, profesor, středně světlý odstín pleti, učitel, učitel: středně světlý odstín pleti
👨🏽‍🏫	instruktor, muž, profesor, střední odstín pleti, učitel, učitel: střední odstín pleti
👨🏾‍🏫	instruktor, muž, profesor, středně tmavý odstín pleti, učitel, učitel: středně tmavý odstín pleti
👨🏿‍🏫	instruktor, muž, profesor, tmavý odstín pleti, učitel, učitel: tmavý odstín pleti
👩‍🏫	instruktorka, profesorka, učitelka, žena
👩🏻‍🏫	instruktorka, profesorka, světlý odstín pleti, učitelka, učitelka: světlý odstín pleti, žena
👩🏼‍🏫	instruktorka, profesorka, středně světlý odstín pleti, učitelka, učitelka: středně světlý odstín pleti, žena
👩🏽‍🏫	instruktorka, profesorka, střední odstín pleti, učitelka, učitelka: střední odstín pleti, žena
👩🏾‍🏫	instruktorka, profesorka, středně tmavý odstín pleti, učitelka, učitelka: středně tmavý odstín pleti, žena
👩🏿‍🏫	instruktorka, profesorka, tmavý odstín pleti, učitelka, učitelka: tmavý odstín pleti, žena
👨‍⚖	muž, právo, soudce, spravedlnost, váhy
👨🏻‍⚖	muž, právo, soudce, soudce: světlý odstín pleti, spravedlnost, světlý odstín pleti, váhy
👨🏼‍⚖	muž, právo, soudce, soudce: středně světlý odstín pleti, spravedlnost, středně světlý odstín pleti, váhy
👨🏽‍⚖	muž, právo, soudce, soudce: střední odstín pleti, spravedlnost, střední odstín pleti, váhy
👨🏾‍⚖	muž, právo, soudce, soudce: středně tmavý odstín pleti, spravedlnost, středně tmavý odstín pleti, váhy
👨🏿‍⚖	muž, právo, soudce, soudce: tmavý odstín pleti, spravedlnost, tmavý odstín pleti, váhy
👩‍⚖	právo, soudkyně, spravedlnost, váhy, žena
👩🏻‍⚖	právo, soudkyně, soudkyně: světlý odstín pleti, spravedlnost, světlý odstín pleti, váhy, žena
👩🏼‍⚖	právo, soudkyně, soudkyně: středně světlý odstín pleti, spravedlnost, středně světlý odstín pleti, váhy, žena
👩🏽‍⚖	právo, soudkyně, soudkyně: střední odstín pleti, spravedlnost, střední odstín pleti, váhy, žena
👩🏾‍⚖	právo, soudkyně, soudkyně: středně tmavý odstín pleti, spravedlnost, středně tmavý odstín pleti, váhy, žena
👩🏿‍⚖	právo, soudkyně, soudkyně: tmavý odstín pleti, spravedlnost, tmavý odstín pleti, váhy, žena
👨‍🌾	farmář, muž, sedlák, zahradník, zemědělec
👨🏻‍🌾	farmář, farmář: světlý odstín pleti, muž, sedlák, světlý odstín pleti, zahradník, zemědělec
👨🏼‍🌾	farmář, farmář: středně světlý odstín pleti, muž, sedlák, středně světlý odstín pleti, zahradník, zemědělec
👨🏽‍🌾	farmář, farmář: střední odstín pleti, muž, sedlák, střední odstín pleti, zahradník, zemědělec
👨🏾‍🌾	farmář, farmář: středně tmavý odstín pleti, muž, sedlák, středně tmavý odstín pleti, zahradník, zemědělec
👨🏿‍🌾	farmář, farmář: tmavý odstín pleti, muž, sedlák, tmavý odstín pleti, zahradník, zemědělec
👩‍🌾	farmářka, selka, zahradnice, zemědělkyně, žena
👩🏻‍🌾	farmářka, farmářka: světlý odstín pleti, selka, světlý odstín pleti, zahradnice, zemědělkyně, žena
👩🏼‍🌾	farmářka, farmářka: středně světlý odstín pleti, selka, středně světlý odstín pleti, zahradnice, zemědělkyně, žena
👩🏽‍🌾	farmářka, farmářka: střední odstín pleti, selka, střední odstín pleti, zahradnice, zemědělkyně, žena
👩🏾‍🌾	farmářka, farmářka: středně tmavý odstín pleti, selka, středně tmavý odstín pleti, zahradnice, zemědělkyně, žena
👩🏿‍🌾	farmářka, farmářka: tmavý odstín pleti, selka, tmavý odstín pleti, zahradnice, zemědělkyně, žena
👨‍🍳	kuchař, muž, šéfkuchař
👨🏻‍🍳	kuchař, kuchař: světlý odstín pleti, muž, světlý odstín pleti, šéfkuchař
👨🏼‍🍳	kuchař, kuchař: středně světlý odstín pleti, muž, středně světlý odstín pleti, šéfkuchař
👨🏽‍🍳	kuchař, kuchař: střední odstín pleti, muž, střední odstín pleti, šéfkuchař
👨🏾‍🍳	kuchař, kuchař: středně tmavý odstín pleti, muž, středně tmavý odstín pleti, šéfkuchař
👨🏿‍🍳	kuchař, kuchař: tmavý odstín pleti, muž, tmavý odstín pleti, šéfkuchař
👩‍🍳	kuchařka, šéfkuchařka, žena
👩🏻‍🍳	kuchařka, kuchařka: světlý odstín pleti, světlý odstín pleti, šéfkuchařka, žena
👩🏼‍🍳	kuchařka, kuchařka: středně světlý odstín pleti, středně světlý odstín pleti, šéfkuchařka, žena
👩🏽‍🍳	kuchařka, kuchařka: střední odstín pleti, střední odstín pleti, šéfkuchařka, žena
👩🏾‍🍳	kuchařka, kuchařka: středně tmavý odstín pleti, středně tmavý odstín pleti, šéfkuchařka, žena
👩🏿‍🍳	kuchařka, kuchařka: tmavý odstín pleti, tmavý odstín pleti, šéfkuchařka, žena
👨‍🔧	elektrikář, mechanik, montér, muž, opravář, řemeslník, živnostník
👨🏻‍🔧	elektrikář, mechanik, mechanik: světlý odstín pleti, montér, muž, opravář, světlý odstín pleti, řemeslník, živnostník
👨🏼‍🔧	elektrikář, mechanik, mechanik: středně světlý odstín pleti, montér, muž, opravář, středně světlý odstín pleti, řemeslník, živnostník
👨🏽‍🔧	elektrikář, mechanik, mechanik: střední odstín pleti, montér, muž, opravář, střední odstín pleti, řemeslník, živnostník
👨🏾‍🔧	elektrikář, mechanik, mechanik: středně tmavý odstín pleti, montér, muž, opravář, středně tmavý odstín pleti, řemeslník, živnostník
👨🏿‍🔧	elektrikář, mechanik, mechanik: tmavý odstín pleti, montér, muž, opravář, tmavý odstín pleti, řemeslník, živnostník
👩‍🔧	elektrikářka, mechanička, montérka, opravářka, řemeslnice, žena, živnostnice
👩🏻‍🔧	elektrikářka, mechanička, mechanička: světlý odstín pleti, montérka, opravářka, světlý odstín pleti, řemeslnice, žena, živnostnice
👩🏼‍🔧	elektrikářka, mechanička, mechanička: středně světlý odstín pleti, montérka, opravářka, středně světlý odstín pleti, řemeslnice, žena, živnostnice
👩🏽‍🔧	elektrikářka, mechanička, mechanička: střední odstín pleti, montérka, opravářka, střední odstín pleti, řemeslnice, žena, živnostnice
👩🏾‍🔧	elektrikářka, mechanička, mechanička: středně tmavý odstín pleti, montérka, opravářka, středně tmavý odstín pleti, řemeslnice, žena, živnostnice
👩🏿‍🔧	elektrikářka, mechanička, mechanička: tmavý odstín pleti, montérka, opravářka, tmavý odstín pleti, řemeslnice, žena, živnostnice
👨‍🏭	dělník, dělník v továrně, muž, průmysl, výroba
👨🏻‍🏭	dělník, dělník v továrně, dělník v továrně: světlý odstín pleti, muž, průmysl, světlý odstín pleti, výroba
👨🏼‍🏭	dělník, dělník v továrně, dělník v továrně: středně světlý odstín pleti, muž, průmysl, středně světlý odstín pleti, výroba
👨🏽‍🏭	dělník, dělník v továrně, dělník v továrně: střední odstín pleti, muž, průmysl, střední odstín pleti, výroba
👨🏾‍🏭	dělník, dělník v továrně, dělník v továrně: středně tmavý odstín pleti, muž, průmysl, středně tmavý odstín pleti, výroba
👨🏿‍🏭	dělník, dělník v továrně, dělník v továrně: tmavý odstín pleti, muž, průmysl, tmavý odstín pleti, výroba
👩‍🏭	dělnice, dělnice v továrně, průmysl, výroba, žena
👩🏻‍🏭	dělnice, dělnice v továrně, dělnice v továrně: světlý odstín pleti, průmysl, světlý odstín pleti, výroba, žena
👩🏼‍🏭	dělnice, dělnice v továrně, dělnice v továrně: středně světlý odstín pleti, průmysl, středně světlý odstín pleti, výroba, žena
👩🏽‍🏭	dělnice, dělnice v továrně, dělnice v továrně: střední odstín pleti, průmysl, střední odstín pleti, výroba, žena
👩🏾‍🏭	dělnice, dělnice v továrně, dělnice v továrně: středně tmavý odstín pleti, průmysl, středně tmavý odstín pleti, výroba, žena
👩🏿‍🏭	dělnice, dělnice v továrně, dělnice v továrně: tmavý odstín pleti, průmysl, tmavý odstín pleti, výroba, žena
👨‍💼	byznys, bílý límeček, kancelář, manažer, muž, úředník
👨🏻‍💼	byznys, bílý límeček, kancelář, manažer, manažer: světlý odstín pleti, muž, světlý odstín pleti, úředník
👨🏼‍💼	byznys, bílý límeček, kancelář, manažer, manažer: středně světlý odstín pleti, muž, středně světlý odstín pleti, úředník
👨🏽‍💼	byznys, bílý límeček, kancelář, manažer, manažer: střední odstín pleti, muž, střední odstín pleti, úředník
👨🏾‍💼	byznys, bílý límeček, kancelář, manažer, manažer: středně tmavý odstín pleti, muž, středně tmavý odstín pleti, úředník
👨🏿‍💼	byznys, bílý límeček, kancelář, manažer, manažer: tmavý odstín pleti, muž, tmavý odstín pleti, úředník
👩‍💼	byznys, bílý límeček, kancelář, manažerka, úřednice, žena
👩🏻‍💼	byznys, bílý límeček, kancelář, manažerka, manažerka: světlý odstín pleti, světlý odstín pleti, úřednice, žena
👩🏼‍💼	byznys, bílý límeček, kancelář, manažerka, manažerka: středně světlý odstín pleti, středně světlý odstín pleti, úřednice, žena
👩🏽‍💼	byznys, bílý límeček, kancelář, manažerka, manažerka: střední odstín pleti, střední odstín pleti, úřednice, žena
👩🏾‍💼	byznys, bílý límeček, kancelář, manažerka, manažerka: středně tmavý odstín pleti, středně tmavý odstín pleti, úřednice, žena
👩🏿‍💼	byznys, bílý límeček, kancelář, manažerka, manažerka: tmavý odstín pleti, tmavý odstín pleti, úřednice, žena
👨‍🔬	biolog, chemik, fyzik, inženýr, matematik, muž, věda, vědec
👨🏻‍🔬	biolog, chemik, fyzik, inženýr, matematik, muž, světlý odstín pleti, věda, vědec, vědec: světlý odstín pleti
👨🏼‍🔬	biolog, chemik, fyzik, inženýr, matematik, muž, středně světlý odstín pleti, věda, vědec, vědec: středně světlý odstín pleti
👨🏽‍🔬	biolog, chemik, fyzik, inženýr, matematik, muž, střední odstín pleti, věda, vědec, vědec: střední odstín pleti
👨🏾‍🔬	biolog, chemik, fyzik, inženýr, matematik, muž, středně tmavý odstín pleti, věda, vědec, vědec: středně tmavý odstín pleti
👨🏿‍🔬	biolog, chemik, fyzik, inženýr, matematik, muž, tmavý odstín pleti, věda, vědec, vědec: tmavý odstín pleti
👩‍🔬	bioložka, chemička, fyzička, inženýrka, matematička, věda, vědkyně, žena
👩🏻‍🔬	bioložka, chemička, fyzička, inženýrka, matematička, světlý odstín pleti, věda, vědkyně, vědkyně: světlý odstín pleti, žena
👩🏼‍🔬	bioložka, chemička, fyzička, inženýrka, matematička, středně světlý odstín pleti, věda, vědkyně, vědkyně: středně světlý odstín pleti, žena
👩🏽‍🔬	bioložka, chemička, fyzička, inženýrka, matematička, střední odstín pleti, věda, vědkyně, vědkyně: střední odstín pleti, žena
👩🏾‍🔬	bioložka, chemička, fyzička, inženýrka, matematička, středně tmavý odstín pleti, věda, vědkyně, vědkyně: středně tmavý odstín pleti, žena
👩🏿‍🔬	bioložka, chemička, fyzička, inženýrka, matematička, tmavý odstín pleti, věda, vědkyně, vědkyně: tmavý odstín pleti, žena
👨‍💻	kodér, muž, notebook, počítač, programování, programátor, software, technologie, vynálezce, vývoj, vývojář
👨🏻‍💻	kodér, muž, notebook, počítač, programování, programátor, programátor: světlý odstín pleti, software, světlý odstín pleti, technologie, vynálezce, vývoj, vývojář
👨🏼‍💻	kodér, muž, notebook, počítač, programování, programátor, programátor: středně světlý odstín pleti, software, středně světlý odstín pleti, technologie, vynálezce, vývoj, vývojář
👨🏽‍💻	kodér, muž, notebook, počítač, programování, programátor, programátor: střední odstín pleti, software, střední odstín pleti, technologie, vynálezce, vývoj, vývojář
👨🏾‍💻	kodér, muž, notebook, počítač, programování, programátor, programátor: středně tmavý odstín pleti, software, středně tmavý odstín pleti, technologie, vynálezce, vývoj, vývojář
👨🏿‍💻	kodér, muž, notebook, počítač, programování, programátor, programátor: tmavý odstín pleti, software, technologie, tmavý odstín pleti, vynálezce, vývoj, vývojář
👩‍💻	kodérka, notebook, počítač, programování, programátorka, software, technologie, vynálezkyně, vývoj, vývojářka, žena
👩🏻‍💻	kodérka, notebook, počítač, programování, programátorka, programátorka: světlý odstín pleti, software, světlý odstín pleti, technologie, vynálezkyně, vývoj, vývojářka, žena
👩🏼‍💻	kodérka, notebook, počítač, programování, programátorka, programátorka: středně světlý odstín pleti, software, středně světlý odstín pleti, technologie, vynálezkyně, vývoj, vývojářka, žena
👩🏽‍💻	kodérka, notebook, počítač, programování, programátorka, programátorka: střední odstín pleti, software, střední odstín pleti, technologie, vynálezkyně, vývoj, vývojářka, žena
👩🏾‍💻	kodérka, notebook, počítač, programování, programátorka, programátorka: středně tmavý odstín pleti, software, středně tmavý odstín pleti, technologie, vynálezkyně, vývoj, vývojářka, žena
👩🏿‍💻	kodérka, notebook, počítač, programování, programátorka, programátorka: tmavý odstín pleti, software, technologie, tmavý odstín pleti, vynálezkyně, vývoj, vývojářka, žena
👨‍🎤	bavič, herec, hvězda, muž, rock, rocker, zpěvák, zábava
👨🏻‍🎤	bavič, herec, hvězda, muž, rock, rocker, světlý odstín pleti, zpěvák, zpěvák: světlý odstín pleti, zábava
👨🏼‍🎤	bavič, herec, hvězda, muž, rock, rocker, středně světlý odstín pleti, zpěvák, zpěvák: středně světlý odstín pleti, zábava
👨🏽‍🎤	bavič, herec, hvězda, muž, rock, rocker, střední odstín pleti, zpěvák, zpěvák: střední odstín pleti, zábava
👨🏾‍🎤	bavič, herec, hvězda, muž, rock, rocker, středně tmavý odstín pleti, zpěvák, zpěvák: středně tmavý odstín pleti, zábava
👨🏿‍🎤	bavič, herec, hvězda, muž, rock, rocker, tmavý odstín pleti, zpěvák, zpěvák: tmavý odstín pleti, zábava
👩‍🎤	bavička, herečka, hvězda, rock, rockerka, zpěvačka, zábava, žena
👩🏻‍🎤	bavička, herečka, hvězda, rock, rockerka, světlý odstín pleti, zpěvačka, zpěvačka: světlý odstín pleti, zábava, žena
👩🏼‍🎤	bavička, herečka, hvězda, rock, rockerka, středně světlý odstín pleti, zpěvačka, zpěvačka: středně světlý odstín pleti, zábava, žena
👩🏽‍🎤	bavička, herečka, hvězda, rock, rockerka, střední odstín pleti, zpěvačka, zpěvačka: střední odstín pleti, zábava, žena
👩🏾‍🎤	bavička, herečka, hvězda, rock, rockerka, středně tmavý odstín pleti, zpěvačka, zpěvačka: středně tmavý odstín pleti, zábava, žena
👩🏿‍🎤	bavička, herečka, hvězda, rock, rockerka, tmavý odstín pleti, zpěvačka, zpěvačka: tmavý odstín pleti, zábava, žena
👨‍🎨	malíř, muž, paleta, umělec, umění
👨🏻‍🎨	malíř, malíř: světlý odstín pleti, muž, paleta, světlý odstín pleti, umělec, umění
👨🏼‍🎨	malíř, malíř: středně světlý odstín pleti, muž, paleta, středně světlý odstín pleti, umělec, umění
👨🏽‍🎨	malíř, malíř: střední odstín pleti, muž, paleta, střední odstín pleti, umělec, umění
👨🏾‍🎨	malíř, malíř: středně tmavý odstín pleti, muž, paleta, středně tmavý odstín pleti, umělec, umění
👨🏿‍🎨	malíř, malíř: tmavý odstín pleti, muž, paleta, tmavý odstín pleti, umělec, umění
👩‍🎨	malířka, paleta, umělkyně, umění, žena
👩🏻‍🎨	malířka, malířka: světlý odstín pleti, paleta, světlý odstín pleti, umělkyně, umění, žena
👩🏼‍🎨	malířka, malířka: středně světlý odstín pleti, paleta, středně světlý odstín pleti, umělkyně, umění, žena
👩🏽‍🎨	malířka, malířka: střední odstín pleti, paleta, střední odstín pleti, umělkyně, umění, žena
👩🏾‍🎨	malířka, malířka: středně tmavý odstín pleti, paleta, středně tmavý odstín pleti, umělkyně, umění, žena
👩🏿‍🎨	malířka, malířka: tmavý odstín pleti, paleta, tmavý odstín pleti, umělkyně, umění, žena
👨‍✈	letadlo, muž, pilot
👨🏻‍✈	letadlo, muž, pilot, pilot: světlý odstín pleti, světlý odstín pleti
👨🏼‍✈	letadlo, muž, pilot, pilot: středně světlý odstín pleti, středně světlý odstín pleti
👨🏽‍✈	letadlo, muž, pilot, pilot: střední odstín pleti, střední odstín pleti
👨🏾‍✈	letadlo, muž, pilot, pilot: středně tmavý odstín pleti, středně tmavý odstín pleti
👨🏿‍✈	letadlo, muž, pilot, pilot: tmavý odstín pleti, tmavý odstín pleti
👩‍✈	letadlo, pilotka, žena
👩🏻‍✈	letadlo, pilotka, pilotka: světlý odstín pleti, světlý odstín pleti, žena
👩🏼‍✈	letadlo, pilotka, pilotka: středně světlý odstín pleti, středně světlý odstín pleti, žena
👩🏽‍✈	letadlo, pilotka, pilotka: střední odstín pleti, střední odstín pleti, žena
