😀	malaking ngiti, mukha, mukhang nakangisi, mukhang nakangiti, nakangiti, ngiti
💁🏼	impormasyon, kamay, katamtamang light na kulay ng balat, tao sa information desk, taong nakatikwas ang kamay, taong nakatikwas ang kamay: katamtamang light na kulay ng balat, tulong
💁🏽	impormasyon, kamay, katamtamang kulay ng balat, tao sa information desk, taong nakatikwas ang kamay, taong nakatikwas ang kamay: katamtamang kulay ng balat, tulong
💁🏾	impormasyon, kamay, katamtamang dark na kulay ng balat, tao sa information desk, taong nakatikwas ang kamay, taong nakatikwas ang kamay: katamtamang dark na kulay ng balat, tulong
💁🏿	dark na kulay ng balat, impormasyon, kamay, tao sa information desk, taong nakatikwas ang kamay, taong nakatikwas ang kamay: dark na kulay ng balat, tulong
💁‍♂	lalaki, lalaking nakatikwas ang kamay, nakakumpas, nakatikwas
💁🏻‍♂	lalaki, lalaking nakatikwas ang kamay, lalaking nakatikwas ang kamay: light na kulay ng balat, light na kulay ng balat, nakakumpas, nakatikwas
💁🏼‍♂	katamtamang light na kulay ng balat, lalaki, lalaking nakatikwas ang kamay, lalaking nakatikwas ang kamay: katamtamang light na kulay ng balat, nakakumpas, nakatikwas
💁🏽‍♂	katamtamang kulay ng balat, lalaki, lalaking nakatikwas ang kamay, lalaking nakatikwas ang kamay: katamtamang kulay ng balat, nakakumpas, nakatikwas
💁🏾‍♂	katamtamang dark na kulay ng balat, lalaki, lalaking nakatikwas ang kamay, lalaking nakatikwas ang kamay: katamtamang dark na kulay ng balat, nakakumpas, nakatikwas
💁🏿‍♂	dark na kulay ng balat, lalaki, lalaking nakatikwas ang kamay, lalaking nakatikwas ang kamay: dark na kulay ng balat, nakakumpas, nakatikwas
💁‍♀	babae, babaeng nakatikwas ang kamay, nakakumpas, nakatikwas
💁🏻‍♀	babae, babaeng nakatikwas ang kamay, babaeng nakatikwas ang kamay: light na kulay ng balat, light na kulay ng balat, nakakumpas, nakatikwas
💁🏼‍♀	babae, babaeng nakatikwas ang kamay, babaeng nakatikwas ang kamay: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, nakakumpas, nakatikwas
💁🏽‍♀	babae, babaeng nakatikwas ang kamay, babaeng nakatikwas ang kamay: katamtamang kulay ng balat, katamtamang kulay ng balat, nakakumpas, nakatikwas
💁🏾‍♀	babae, babaeng nakatikwas ang kamay, babaeng nakatikwas ang kamay: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, nakakumpas, nakatikwas
💁🏿‍♀	babae, babaeng nakatikwas ang kamay, babaeng nakatikwas ang kamay: dark na kulay ng balat, dark na kulay ng balat, nakakumpas, nakatikwas
🙋	gesture, kamay, masaya, masayang tao na nakataas ang kamay, nakataas ang kamay
🙋🏻	gesture, kamay, light na kulay ng balat, masaya, masayang tao na nakataas ang kamay, masayang tao na nakataas ang kamay: light na kulay ng balat, nakataas ang kamay
🙋🏼	gesture, kamay, katamtamang light na kulay ng balat, masaya, masayang tao na nakataas ang kamay, masayang tao na nakataas ang kamay: katamtamang light na kulay ng balat, nakataas ang kamay
🙋🏽	gesture, kamay, katamtamang kulay ng balat, masaya, masayang tao na nakataas ang kamay, masayang tao na nakataas ang kamay: katamtamang kulay ng balat, nakataas ang kamay
🙋🏾	gesture, kamay, katamtamang dark na kulay ng balat, masaya, masayang tao na nakataas ang kamay, masayang tao na nakataas ang kamay: katamtamang dark na kulay ng balat, nakataas ang kamay
🙋🏿	dark na kulay ng balat, gesture, kamay, masaya, masayang tao na nakataas ang kamay, masayang tao na nakataas ang kamay: dark na kulay ng balat, nakataas ang kamay
🙋‍♂	lalaki, lalaking nakataas ang kamay, nakataas ang kamay
🙋🏻‍♂	lalaki, lalaking nakataas ang kamay, lalaking nakataas ang kamay: light na kulay ng balat, light na kulay ng balat, nakataas ang kamay
🙋🏼‍♂	katamtamang light na kulay ng balat, lalaki, lalaking nakataas ang kamay, lalaking nakataas ang kamay: katamtamang light na kulay ng balat, nakataas ang kamay
🙋🏽‍♂	katamtamang kulay ng balat, lalaki, lalaking nakataas ang kamay, lalaking nakataas ang kamay: katamtamang kulay ng balat, nakataas ang kamay
🙋🏾‍♂	katamtamang dark na kulay ng balat, lalaki, lalaking nakataas ang kamay, lalaking nakataas ang kamay: katamtamang dark na kulay ng balat, nakataas ang kamay
🙋🏿‍♂	dark na kulay ng balat, lalaki, lalaking nakataas ang kamay, lalaking nakataas ang kamay: dark na kulay ng balat, nakataas ang kamay
🙋‍♀	babae, babaeng nakataas ang kamay, nakataas ang kamay
🙋🏻‍♀	babae, babaeng nakataas ang kamay, babaeng nakataas ang kamay: light na kulay ng balat, light na kulay ng balat, nakataas ang kamay
🙋🏼‍♀	babae, babaeng nakataas ang kamay, babaeng nakataas ang kamay: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, nakataas ang kamay
🙋🏽‍♀	babae, babaeng nakataas ang kamay, babaeng nakataas ang kamay: katamtamang kulay ng balat, katamtamang kulay ng balat, nakataas ang kamay
🙋🏾‍♀	babae, babaeng nakataas ang kamay, babaeng nakataas ang kamay: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, nakataas ang kamay
🙋🏿‍♀	babae, babaeng nakataas ang kamay, babaeng nakataas ang kamay: dark na kulay ng balat, dark na kulay ng balat, nakataas ang kamay
🧏	bingi, pagiging naa-access, pandinig, tainga, taong bingi
🧏🏻	bingi, light na kulay ng balat, pagiging naa-access, pandinig, tainga, taong bingi, taong bingi: light na kulay ng balat
🧏🏼	bingi, katamtamang light na kulay ng balat, pagiging naa-access, pandinig, tainga, taong bingi, taong bingi: katamtamang light na kulay ng balat
🧏🏽	bingi, katamtamang kulay ng balat, pagiging naa-access, pandinig, tainga, taong bingi, taong bingi: katamtamang kulay ng balat
🧏🏾	bingi, katamtamang dark na kulay ng balat, pagiging naa-access, pandinig, tainga, taong bingi, taong bingi: katamtamang dark na kulay ng balat
🧏🏿	bingi, dark na kulay ng balat, pagiging naa-access, pandinig, tainga, taong bingi, taong bingi: dark na kulay ng balat
🧏‍♂	bingi, lalaki, lalaking bingi
🧏🏻‍♂	bingi, lalaki, lalaking bingi, lalaking bingi: light na kulay ng balat, light na kulay ng balat
🧏🏼‍♂	bingi, katamtamang light na kulay ng balat, lalaki, lalaking bingi, lalaking bingi: katamtamang light na kulay ng balat
🧏🏽‍♂	bingi, katamtamang kulay ng balat, lalaki, lalaking bingi, lalaking bingi: katamtamang kulay ng balat
🧏🏾‍♂	bingi, katamtamang dark na kulay ng balat, lalaki, lalaking bingi, lalaking bingi: katamtamang dark na kulay ng balat
🧏🏿‍♂	bingi, dark na kulay ng balat, lalaki, lalaking bingi, lalaking bingi: dark na kulay ng balat
🧏‍♀	babae, babaeng bingi, bingi
🧏🏻‍♀	babae, babaeng bingi, babaeng bingi: light na kulay ng balat, bingi, light na kulay ng balat
🧏🏼‍♀	babae, babaeng bingi, babaeng bingi: katamtamang light na kulay ng balat, bingi, katamtamang light na kulay ng balat
🧏🏽‍♀	babae, babaeng bingi, babaeng bingi: katamtamang kulay ng balat, bingi, katamtamang kulay ng balat
🧏🏾‍♀	babae, babaeng bingi, babaeng bingi: katamtamang dark na kulay ng balat, bingi, katamtamang dark na kulay ng balat
🧏🏿‍♀	babae, babaeng bingi, babaeng bingi: dark na kulay ng balat, bingi, dark na kulay ng balat
🙇	gesture, humihiling, paggalang, paghingi ng paumanhin, sorry, tao, yuko, yumuyuko, yumuyukong tao
🙇🏻	gesture, humihiling, light na kulay ng balat, paggalang, paghingi ng paumanhin, sorry, tao, yuko, yumuyuko, yumuyukong tao, yumuyukong tao: light na kulay ng balat
🙇🏼	gesture, humihiling, katamtamang light na kulay ng balat, paggalang, paghingi ng paumanhin, sorry, tao, yuko, yumuyuko, yumuyukong tao, yumuyukong tao: katamtamang light na kulay ng balat
🙇🏽	gesture, humihiling, katamtamang kulay ng balat, paggalang, paghingi ng paumanhin, sorry, tao, yuko, yumuyuko, yumuyukong tao, yumuyukong tao: katamtamang kulay ng balat
🙇🏾	gesture, humihiling, katamtamang dark na kulay ng balat, paggalang, paghingi ng paumanhin, sorry, tao, yuko, yumuyuko, yumuyukong tao, yumuyukong tao: katamtamang dark na kulay ng balat
🙇🏿	dark na kulay ng balat, gesture, humihiling, paggalang, paghingi ng paumanhin, sorry, tao, yuko, yumuyuko, yumuyukong tao, yumuyukong tao: dark na kulay ng balat
🙇‍♂	lalaking nakayuko, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏻‍♂	lalaking nakayuko, lalaking nakayuko: light na kulay ng balat, light na kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏼‍♂	katamtamang light na kulay ng balat, lalaking nakayuko, lalaking nakayuko: katamtamang light na kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏽‍♂	katamtamang kulay ng balat, lalaking nakayuko, lalaking nakayuko: katamtamang kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏾‍♂	katamtamang dark na kulay ng balat, lalaking nakayuko, lalaking nakayuko: katamtamang dark na kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏿‍♂	dark na kulay ng balat, lalaking nakayuko, lalaking nakayuko: dark na kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇‍♀	babaeng nakayuko, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏻‍♀	babaeng nakayuko, babaeng nakayuko: light na kulay ng balat, light na kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏼‍♀	babaeng nakayuko, babaeng nakayuko: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏽‍♀	babaeng nakayuko, babaeng nakayuko: katamtamang kulay ng balat, katamtamang kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏾‍♀	babaeng nakayuko, babaeng nakayuko: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🙇🏿‍♀	babaeng nakayuko, babaeng nakayuko: dark na kulay ng balat, dark na kulay ng balat, nakayuko, paggalang, paumanhin, yumuyuko
🤦	di makapaniwala, mukha, naka-facepalm, palad
🤦🏻	di makapaniwala, light na kulay ng balat, mukha, naka-facepalm, naka-facepalm: light na kulay ng balat, palad
🤦🏼	di makapaniwala, katamtamang light na kulay ng balat, mukha, naka-facepalm, naka-facepalm: katamtamang light na kulay ng balat, palad
🤦🏽	di makapaniwala, katamtamang kulay ng balat, mukha, naka-facepalm, naka-facepalm: katamtamang kulay ng balat, palad
🤦🏾	di makapaniwala, katamtamang dark na kulay ng balat, mukha, naka-facepalm, naka-facepalm: katamtamang dark na kulay ng balat, palad
🤦🏿	dark na kulay ng balat, di makapaniwala, mukha, naka-facepalm, naka-facepalm: dark na kulay ng balat, palad
🤦‍♂	facepalm, lalaki, lalaking naka-facepalm, palad
🤦🏻‍♂	facepalm, lalaki, lalaking naka-facepalm, lalaking naka-facepalm: light na kulay ng balat, light na kulay ng balat, palad
🤦🏼‍♂	facepalm, katamtamang light na kulay ng balat, lalaki, lalaking naka-facepalm, lalaking naka-facepalm: katamtamang light na kulay ng balat, palad
🤦🏽‍♂	facepalm, katamtamang kulay ng balat, lalaki, lalaking naka-facepalm, lalaking naka-facepalm: katamtamang kulay ng balat, palad
🤦🏾‍♂	facepalm, katamtamang dark na kulay ng balat, lalaki, lalaking naka-facepalm, lalaking naka-facepalm: katamtamang dark na kulay ng balat, palad
🤦🏿‍♂	dark na kulay ng balat, facepalm, lalaki, lalaking naka-facepalm, lalaking naka-facepalm: dark na kulay ng balat, palad
🤦‍♀	babae, babaeng naka-facepalm, facepalm, palad
🤦🏻‍♀	babae, babaeng naka-facepalm, babaeng naka-facepalm: light na kulay ng balat, facepalm, light na kulay ng balat, palad
🤦🏼‍♀	babae, babaeng naka-facepalm, babaeng naka-facepalm: katamtamang light na kulay ng balat, facepalm, katamtamang light na kulay ng balat, palad
🤦🏽‍♀	babae, babaeng naka-facepalm, babaeng naka-facepalm: katamtamang kulay ng balat, facepalm, katamtamang kulay ng balat, palad
🤦🏾‍♀	babae, babaeng naka-facepalm, babaeng naka-facepalm: katamtamang dark na kulay ng balat, facepalm, katamtamang dark na kulay ng balat, palad
🤦🏿‍♀	babae, babaeng naka-facepalm, babaeng naka-facepalm: dark na kulay ng balat, dark na kulay ng balat, facepalm, palad
🤷	di-alam, nagkikibit-balikat, nagtataka, shrug, walang pakialam
🤷🏻	di-alam, light na kulay ng balat, nagkikibit-balikat, nagkikibit-balikat: light na kulay ng balat, nagtataka, shrug, walang pakialam
🤷🏼	di-alam, katamtamang light na kulay ng balat, nagkikibit-balikat, nagkikibit-balikat: katamtamang light na kulay ng balat, nagtataka, shrug, walang pakialam
🤷🏽	di-alam, katamtamang kulay ng balat, nagkikibit-balikat, nagkikibit-balikat: katamtamang kulay ng balat, nagtataka, shrug, walang pakialam
🤷🏾	di-alam, katamtamang dark na kulay ng balat, nagkikibit-balikat, nagkikibit-balikat: katamtamang dark na kulay ng balat, nagtataka, shrug, walang pakialam
🤷🏿	dark na kulay ng balat, di-alam, nagkikibit-balikat, nagkikibit-balikat: dark na kulay ng balat, nagtataka, shrug, walang pakialam
🤷‍♂	di-alam, duda, kibit-balikat, lalaking nagkikibit-balikat, walang pakialam
🤷🏻‍♂	di-alam, duda, kibit-balikat, lalaking nagkikibit-balikat, lalaking nagkikibit-balikat: light na kulay ng balat, light na kulay ng balat, walang pakialam
🤷🏼‍♂	di-alam, duda, katamtamang light na kulay ng balat, kibit-balikat, lalaking nagkikibit-balikat, lalaking nagkikibit-balikat: katamtamang light na kulay ng balat, walang pakialam
🤷🏽‍♂	di-alam, duda, katamtamang kulay ng balat, kibit-balikat, lalaking nagkikibit-balikat, lalaking nagkikibit-balikat: katamtamang kulay ng balat, walang pakialam
🤷🏾‍♂	di-alam, duda, katamtamang dark na kulay ng balat, kibit-balikat, lalaking nagkikibit-balikat, lalaking nagkikibit-balikat: katamtamang dark na kulay ng balat, walang pakialam
🤷🏿‍♂	dark na kulay ng balat, di-alam, duda, kibit-balikat, lalaking nagkikibit-balikat, lalaking nagkikibit-balikat: dark na kulay ng balat, walang pakialam
🤷‍♀	babaeng nagkikibit-balikat, di-alam, duda, kibit-balikat, walang pakialam
🤷🏻‍♀	babaeng nagkikibit-balikat, babaeng nagkikibit-balikat: light na kulay ng balat, di-alam, duda, kibit-balikat, light na kulay ng balat, walang pakialam
🤷🏼‍♀	babaeng nagkikibit-balikat, babaeng nagkikibit-balikat: katamtamang light na kulay ng balat, di-alam, duda, katamtamang light na kulay ng balat, kibit-balikat, walang pakialam
🤷🏽‍♀	babaeng nagkikibit-balikat, babaeng nagkikibit-balikat: katamtamang kulay ng balat, di-alam, duda, katamtamang kulay ng balat, kibit-balikat, walang pakialam
🤷🏾‍♀	babaeng nagkikibit-balikat, babaeng nagkikibit-balikat: katamtamang dark na kulay ng balat, di-alam, duda, katamtamang dark na kulay ng balat, kibit-balikat, walang pakialam
🤷🏿‍♀	babaeng nagkikibit-balikat, babaeng nagkikibit-balikat: dark na kulay ng balat, dark na kulay ng balat, di-alam, duda, kibit-balikat, walang pakialam
👨‍⚕	doktor, health worker, lalaki, lalaking health worker, nars
👨🏻‍⚕	doktor, health worker, lalaki, lalaking health worker, lalaking health worker: light na kulay ng balat, light na kulay ng balat, nars
👨🏼‍⚕	doktor, health worker, katamtamang light na kulay ng balat, lalaki, lalaking health worker, lalaking health worker: katamtamang light na kulay ng balat, nars
👨🏽‍⚕	doktor, health worker, katamtamang kulay ng balat, lalaki, lalaking health worker, lalaking health worker: katamtamang kulay ng balat, nars
👨🏾‍⚕	doktor, health worker, katamtamang dark na kulay ng balat, lalaki, lalaking health worker, lalaking health worker: katamtamang dark na kulay ng balat, nars
👨🏿‍⚕	dark na kulay ng balat, doktor, health worker, lalaki, lalaking health worker, lalaking health worker: dark na kulay ng balat, nars
👩‍⚕	babae, babaeng health worker, doktor, health worker, nars
👩🏻‍⚕	babae, babaeng health worker, babaeng health worker: light na kulay ng balat, doktor, health worker, light na kulay ng balat, nars
👩🏼‍⚕	babae, babaeng health worker, babaeng health worker: katamtamang light na kulay ng balat, doktor, health worker, katamtamang light na kulay ng balat, nars
👩🏽‍⚕	babae, babaeng health worker, babaeng health worker: katamtamang kulay ng balat, doktor, health worker, katamtamang kulay ng balat, nars
👩🏾‍⚕	babae, babaeng health worker, babaeng health worker: katamtamang dark na kulay ng balat, doktor, health worker, katamtamang dark na kulay ng balat, nars
👩🏿‍⚕	babae, babaeng health worker, babaeng health worker: dark na kulay ng balat, dark na kulay ng balat, doktor, health worker, nars
👨‍🎓	estudyante, graduate, lalaki, lalaking mag-aaral, mag-aaral
👨🏻‍🎓	estudyante, graduate, lalaki, lalaking mag-aaral, lalaking mag-aaral: light na kulay ng balat, light na kulay ng balat, mag-aaral
👨🏼‍🎓	estudyante, graduate, katamtamang light na kulay ng balat, lalaki, lalaking mag-aaral, lalaking mag-aaral: katamtamang light na kulay ng balat, mag-aaral
👨🏽‍🎓	estudyante, graduate, katamtamang kulay ng balat, lalaki, lalaking mag-aaral, lalaking mag-aaral: katamtamang kulay ng balat, mag-aaral
👨🏾‍🎓	estudyante, graduate, katamtamang dark na kulay ng balat, lalaki, lalaking mag-aaral, lalaking mag-aaral: katamtamang dark na kulay ng balat, mag-aaral
👨🏿‍🎓	dark na kulay ng balat, estudyante, graduate, lalaki, lalaking mag-aaral, lalaking mag-aaral: dark na kulay ng balat, mag-aaral
👩‍🎓	babae, babaeng mag-aaral, estudyante, graduate, mag-aaral
👩🏻‍🎓	babae, babaeng mag-aaral, babaeng mag-aaral: light na kulay ng balat, estudyante, graduate, light na kulay ng balat, mag-aaral
👩🏼‍🎓	babae, babaeng mag-aaral, babaeng mag-aaral: katamtamang light na kulay ng balat, estudyante, graduate, katamtamang light na kulay ng balat, mag-aaral
👩🏽‍🎓	babae, babaeng mag-aaral, babaeng mag-aaral: katamtamang kulay ng balat, estudyante, graduate, katamtamang kulay ng balat, mag-aaral
👩🏾‍🎓	babae, babaeng mag-aaral, babaeng mag-aaral: katamtamang dark na kulay ng balat, estudyante, graduate, katamtamang dark na kulay ng balat, mag-aaral
👩🏿‍🎓	babae, babaeng mag-aaral, babaeng mag-aaral: dark na kulay ng balat, dark na kulay ng balat, estudyante, graduate, mag-aaral
👨‍🏫	guro, lalaki, lalaking guro, propesor, titser
👨🏻‍🏫	guro, lalaki, lalaking guro, lalaking guro: light na kulay ng balat, light na kulay ng balat, propesor, titser
👨🏼‍🏫	guro, katamtamang light na kulay ng balat, lalaki, lalaking guro, lalaking guro: katamtamang light na kulay ng balat, propesor, titser
👨🏽‍🏫	guro, katamtamang kulay ng balat, lalaki, lalaking guro, lalaking guro: katamtamang kulay ng balat, propesor, titser
👨🏾‍🏫	guro, katamtamang dark na kulay ng balat, lalaki, lalaking guro, lalaking guro: katamtamang dark na kulay ng balat, propesor, titser
👨🏿‍🏫	dark na kulay ng balat, guro, lalaki, lalaking guro, lalaking guro: dark na kulay ng balat, propesor, titser
👩‍🏫	babae, babaeng guro, guro, propesor, titser
👩🏻‍🏫	babae, babaeng guro, babaeng guro: light na kulay ng balat, guro, light na kulay ng balat, propesor, titser
👩🏼‍🏫	babae, babaeng guro, babaeng guro: katamtamang light na kulay ng balat, guro, katamtamang light na kulay ng balat, propesor, titser
👩🏽‍🏫	babae, babaeng guro, babaeng guro: katamtamang kulay ng balat, guro, katamtamang kulay ng balat, propesor, titser
👩🏾‍🏫	babae, babaeng guro, babaeng guro: katamtamang dark na kulay ng balat, guro, katamtamang dark na kulay ng balat, propesor, titser
👩🏿‍🏫	babae, babaeng guro, babaeng guro: dark na kulay ng balat, dark na kulay ng balat, guro, propesor, titser
👨‍⚖	hukom, hustisya, huwes, lalaki, lalaking hukom
👨🏻‍⚖	hukom, hustisya, huwes, lalaki, lalaking hukom, lalaking hukom: light na kulay ng balat, light na kulay ng balat
👨🏼‍⚖	hukom, hustisya, huwes, katamtamang light na kulay ng balat, lalaki, lalaking hukom, lalaking hukom: katamtamang light na kulay ng balat
👨🏽‍⚖	hukom, hustisya, huwes, katamtamang kulay ng balat, lalaki, lalaking hukom, lalaking hukom: katamtamang kulay ng balat
👨🏾‍⚖	hukom, hustisya, huwes, katamtamang dark na kulay ng balat, lalaki, lalaking hukom, lalaking hukom: katamtamang dark na kulay ng balat
👨🏿‍⚖	dark na kulay ng balat, hukom, hustisya, huwes, lalaki, lalaking hukom, lalaking hukom: dark na kulay ng balat
👩‍⚖	babae, babaeng hukom, hukom, hustisya, huwes
👩🏻‍⚖	babae, babaeng hukom, babaeng hukom: light na kulay ng balat, hukom, hustisya, huwes, light na kulay ng balat
👩🏼‍⚖	babae, babaeng hukom, babaeng hukom: katamtamang light na kulay ng balat, hukom, hustisya, huwes, katamtamang light na kulay ng balat
👩🏽‍⚖	babae, babaeng hukom, babaeng hukom: katamtamang kulay ng balat, hukom, hustisya, huwes, katamtamang kulay ng balat
👩🏾‍⚖	babae, babaeng hukom, babaeng hukom: katamtamang dark na kulay ng balat, hukom, hustisya, huwes, katamtamang dark na kulay ng balat
👩🏿‍⚖	babae, babaeng hukom, babaeng hukom: dark na kulay ng balat, dark na kulay ng balat, hukom, hustisya, huwes
👨‍🌾	hardinero, lalaki, lalaking magsasaka, magsasaka, rantsero
👨🏻‍🌾	hardinero, lalaki, lalaking magsasaka, lalaking magsasaka: light na kulay ng balat, light na kulay ng balat, magsasaka, rantsero
👨🏼‍🌾	hardinero, katamtamang light na kulay ng balat, lalaki, lalaking magsasaka, lalaking magsasaka: katamtamang light na kulay ng balat, magsasaka, rantsero
👨🏽‍🌾	hardinero, katamtamang kulay ng balat, lalaki, lalaking magsasaka, lalaking magsasaka: katamtamang kulay ng balat, magsasaka, rantsero
👨🏾‍🌾	hardinero, katamtamang dark na kulay ng balat, lalaki, lalaking magsasaka, lalaking magsasaka: katamtamang dark na kulay ng balat, magsasaka, rantsero
👨🏿‍🌾	dark na kulay ng balat, hardinero, lalaki, lalaking magsasaka, lalaking magsasaka: dark na kulay ng balat, magsasaka, rantsero
👩‍🌾	babae, babaeng magsasaka, hardinera, magsasaka, rantsero
👩🏻‍🌾	babae, babaeng magsasaka, babaeng magsasaka: light na kulay ng balat, hardinera, light na kulay ng balat, magsasaka, rantsero
👩🏼‍🌾	babae, babaeng magsasaka, babaeng magsasaka: katamtamang light na kulay ng balat, hardinera, katamtamang light na kulay ng balat, magsasaka, rantsero
👩🏽‍🌾	babae, babaeng magsasaka, babaeng magsasaka: katamtamang kulay ng balat, hardinera, katamtamang kulay ng balat, magsasaka, rantsero
👩🏾‍🌾	babae, babaeng magsasaka, babaeng magsasaka: katamtamang dark na kulay ng balat, hardinera, katamtamang dark na kulay ng balat, magsasaka, rantsero
👩🏿‍🌾	babae, babaeng magsasaka, babaeng magsasaka: dark na kulay ng balat, dark na kulay ng balat, hardinera, magsasaka, rantsero
👨‍🍳	chef, cook, kusinero, lalaki
👨🏻‍🍳	chef, cook, kusinero, kusinero: light na kulay ng balat, lalaki, light na kulay ng balat
👨🏼‍🍳	chef, cook, katamtamang light na kulay ng balat, kusinero, kusinero: katamtamang light na kulay ng balat, lalaki
👨🏽‍🍳	chef, cook, katamtamang kulay ng balat, kusinero, kusinero: katamtamang kulay ng balat, lalaki
👨🏾‍🍳	chef, cook, katamtamang dark na kulay ng balat, kusinero, kusinero: katamtamang dark na kulay ng balat, lalaki
👨🏿‍🍳	chef, cook, dark na kulay ng balat, kusinero, kusinero: dark na kulay ng balat, lalaki
👩‍🍳	babae, chef, cook, kusinera
👩🏻‍🍳	babae, chef, cook, kusinera, kusinera: light na kulay ng balat, light na kulay ng balat
👩🏼‍🍳	babae, chef, cook, katamtamang light na kulay ng balat, kusinera, kusinera: katamtamang light na kulay ng balat
👩🏽‍🍳	babae, chef, cook, katamtamang kulay ng balat, kusinera, kusinera: katamtamang kulay ng balat
👩🏾‍🍳	babae, chef, cook, katamtamang dark na kulay ng balat, kusinera, kusinera: katamtamang dark na kulay ng balat
👩🏿‍🍳	babae, chef, cook, dark na kulay ng balat, kusinera, kusinera: dark na kulay ng balat
👨‍🔧	elektrisyan, lalaki, lalaking mekaniko, makinista, mekaniko
👨🏻‍🔧	elektrisyan, lalaki, lalaking mekaniko, lalaking mekaniko: light na kulay ng balat, light na kulay ng balat, makinista, mekaniko
👨🏼‍🔧	elektrisyan, katamtamang light na kulay ng balat, lalaki, lalaking mekaniko, lalaking mekaniko: katamtamang light na kulay ng balat, makinista, mekaniko
👨🏽‍🔧	elektrisyan, katamtamang kulay ng balat, lalaki, lalaking mekaniko, lalaking mekaniko: katamtamang kulay ng balat, makinista, mekaniko
👨🏾‍🔧	elektrisyan, katamtamang dark na kulay ng balat, lalaki, lalaking mekaniko, lalaking mekaniko: katamtamang dark na kulay ng balat, makinista, mekaniko
👨🏿‍🔧	dark na kulay ng balat, elektrisyan, lalaki, lalaking mekaniko, lalaking mekaniko: dark na kulay ng balat, makinista, mekaniko
👩‍🔧	babae, babaeng mekaniko, elektrisyan, makinista, mekaniko
👩🏻‍🔧	babae, babaeng mekaniko, babaeng mekaniko: light na kulay ng balat, elektrisyan, light na kulay ng balat, makinista, mekaniko
👩🏼‍🔧	babae, babaeng mekaniko, babaeng mekaniko: katamtamang light na kulay ng balat, elektrisyan, katamtamang light na kulay ng balat, makinista, mekaniko
👩🏽‍🔧	babae, babaeng mekaniko, babaeng mekaniko: katamtamang kulay ng balat, elektrisyan, katamtamang kulay ng balat, makinista, mekaniko
👩🏾‍🔧	babae, babaeng mekaniko, babaeng mekaniko: katamtamang dark na kulay ng balat, elektrisyan, katamtamang dark na kulay ng balat, makinista, mekaniko
👩🏿‍🔧	babae, babaeng mekaniko, babaeng mekaniko: dark na kulay ng balat, dark na kulay ng balat, elektrisyan, makinista, mekaniko
👨‍🏭	lalaking manggagawa sa pabrika, manggagawa, obrero, pabrika, trabahador
👨🏻‍🏭	lalaking manggagawa sa pabrika, lalaking manggagawa sa pabrika: light na kulay ng balat, light na kulay ng balat, manggagawa, obrero, pabrika, trabahador
👨🏼‍🏭	katamtamang light na kulay ng balat, lalaking manggagawa sa pabrika, lalaking manggagawa sa pabrika: katamtamang light na kulay ng balat, manggagawa, obrero, pabrika, trabahador
👨🏽‍🏭	katamtamang kulay ng balat, lalaking manggagawa sa pabrika, lalaking manggagawa sa pabrika: katamtamang kulay ng balat, manggagawa, obrero, pabrika, trabahador
👨🏾‍🏭	katamtamang dark na kulay ng balat, lalaking manggagawa sa pabrika, lalaking manggagawa sa pabrika: katamtamang dark na kulay ng balat, manggagawa, obrero, pabrika, trabahador
👨🏿‍🏭	dark na kulay ng balat, lalaking manggagawa sa pabrika, lalaking manggagawa sa pabrika: dark na kulay ng balat, manggagawa, obrero, pabrika, trabahador
👩‍🏭	babaeng manggagawa sa pabrika, manggagawa, obrero, pabrika, trabahadora
👩🏻‍🏭	babaeng manggagawa sa pabrika, babaeng manggagawa sa pabrika: light na kulay ng balat, light na kulay ng balat, manggagawa, obrero, pabrika, trabahadora
👩🏼‍🏭	babaeng manggagawa sa pabrika, babaeng manggagawa sa pabrika: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, manggagawa, obrero, pabrika, trabahadora
👩🏽‍🏭	babaeng manggagawa sa pabrika, babaeng manggagawa sa pabrika: katamtamang kulay ng balat, katamtamang kulay ng balat, manggagawa, obrero, pabrika, trabahadora
👩🏾‍🏭	babaeng manggagawa sa pabrika, babaeng manggagawa sa pabrika: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, manggagawa, obrero, pabrika, trabahadora
