😀	irve, laia naeratusega nägu, naeratus, nägu
🙅‍♀	eitavat žesti näitav naine, keelatud, käed ristis, naine, žest
🙅🏻‍♀	eitavat žesti näitav naine, eitavat žesti näitav naine: hele nahatoon, hele nahatoon, keelatud, käed ristis, naine, žest
🙅🏼‍♀	eitavat žesti näitav naine, eitavat žesti näitav naine: keskmiselt hele nahatoon, keelatud, keskmiselt hele nahatoon, käed ristis, naine, žest
🙅🏽‍♀	eitavat žesti näitav naine, eitavat žesti näitav naine: keskmine nahatoon, keelatud, keskmine nahatoon, käed ristis, naine, žest
🙅🏾‍♀	eitavat žesti näitav naine, eitavat žesti näitav naine: keskmiselt tume nahatoon, keelatud, keskmiselt tume nahatoon, käed ristis, naine, žest
🙅🏿‍♀	eitavat žesti näitav naine, eitavat žesti näitav naine: tume nahatoon, keelatud, käed ristis, naine, tume nahatoon, žest
🙆	käed, nõustuv žest, ok, žest
🙆🏻	hele nahatoon, käed, nõustuv žest, nõustuv žest: hele nahatoon, ok, žest
🙆🏼	keskmiselt hele nahatoon, käed, nõustuv žest, nõustuv žest: keskmiselt hele nahatoon, ok, žest
🙆🏽	keskmine nahatoon, käed, nõustuv žest, nõustuv žest: keskmine nahatoon, ok, žest
🙆🏾	keskmiselt tume nahatoon, käed, nõustuv žest, nõustuv žest: keskmiselt tume nahatoon, ok, žest
🙆🏿	käed, nõustuv žest, nõustuv žest: tume nahatoon, ok, tume nahatoon, žest
🙆‍♂	korras, käed pea peal, nõustuvat žesti näitav mees, ok, žest
🙆🏻‍♂	hele nahatoon, korras, käed pea peal, nõustuvat žesti näitav mees, nõustuvat žesti näitav mees: hele nahatoon, ok, žest
🙆🏼‍♂	keskmiselt hele nahatoon, korras, käed pea peal, nõustuvat žesti näitav mees, nõustuvat žesti näitav mees: keskmiselt hele nahatoon, ok, žest
🙆🏽‍♂	keskmine nahatoon, korras, käed pea peal, nõustuvat žesti näitav mees, nõustuvat žesti näitav mees: keskmine nahatoon, ok, žest
🙆🏾‍♂	keskmiselt tume nahatoon, korras, käed pea peal, nõustuvat žesti näitav mees, nõustuvat žesti näitav mees: keskmiselt tume nahatoon, ok, žest
🙆🏿‍♂	korras, käed pea peal, nõustuvat žesti näitav mees, nõustuvat žesti näitav mees: tume nahatoon, ok, tume nahatoon, žest
🙆‍♀	korras, käed pea peal, nõustuvat žesti näitav naine, ok, žest
🙆🏻‍♀	hele nahatoon, korras, käed pea peal, nõustuvat žesti näitav naine, nõustuvat žesti näitav naine: hele nahatoon, ok, žest
🙆🏼‍♀	keskmiselt hele nahatoon, korras, käed pea peal, nõustuvat žesti näitav naine, nõustuvat žesti näitav naine: keskmiselt hele nahatoon, ok, žest
🙆🏽‍♀	keskmine nahatoon, korras, käed pea peal, nõustuvat žesti näitav naine, nõustuvat žesti näitav naine: keskmine nahatoon, ok, žest
🙆🏾‍♀	keskmiselt tume nahatoon, korras, käed pea peal, nõustuvat žesti näitav naine, nõustuvat žesti näitav naine: keskmiselt tume nahatoon, ok, žest
🙆🏿‍♀	korras, käed pea peal, nõustuvat žesti näitav naine, nõustuvat žesti näitav naine: tume nahatoon, ok, tume nahatoon, žest
💁	abi, info, infoleti töötaja, käsi, teave
💁🏻	abi, hele nahatoon, info, infoleti töötaja, infoleti töötaja: hele nahatoon, käsi, teave
💁🏼	abi, info, infoleti töötaja, infoleti töötaja: keskmiselt hele nahatoon, keskmiselt hele nahatoon, käsi, teave
💁🏽	abi, info, infoleti töötaja, infoleti töötaja: keskmine nahatoon, keskmine nahatoon, käsi, teave
💁🏾	abi, info, infoleti töötaja, infoleti töötaja: keskmiselt tume nahatoon, keskmiselt tume nahatoon, käsi, teave
💁🏿	abi, info, infoleti töötaja, infoleti töötaja: tume nahatoon, käsi, teave, tume nahatoon
💁‍♂	abi, infoleti meestöötaja, mees, teave
💁🏻‍♂	abi, hele nahatoon, infoleti meestöötaja, infoleti meestöötaja: hele nahatoon, mees, teave
💁🏼‍♂	abi, infoleti meestöötaja, infoleti meestöötaja: keskmiselt hele nahatoon, keskmiselt hele nahatoon, mees, teave
💁🏽‍♂	abi, infoleti meestöötaja, infoleti meestöötaja: keskmine nahatoon, keskmine nahatoon, mees, teave
💁🏾‍♂	abi, infoleti meestöötaja, infoleti meestöötaja: keskmiselt tume nahatoon, keskmiselt tume nahatoon, mees, teave
💁🏿‍♂	abi, infoleti meestöötaja, infoleti meestöötaja: tume nahatoon, mees, teave, tume nahatoon
💁‍♀	abi, infoleti naistöötaja, naine, teave
💁🏻‍♀	abi, hele nahatoon, infoleti naistöötaja, infoleti naistöötaja: hele nahatoon, naine, teave
💁🏼‍♀	abi, infoleti naistöötaja, infoleti naistöötaja: keskmiselt hele nahatoon, keskmiselt hele nahatoon, naine, teave
💁🏽‍♀	abi, infoleti naistöötaja, infoleti naistöötaja: keskmine nahatoon, keskmine nahatoon, naine, teave
💁🏾‍♀	abi, infoleti naistöötaja, infoleti naistöötaja: keskmiselt tume nahatoon, keskmiselt tume nahatoon, naine, teave
💁🏿‍♀	abi, infoleti naistöötaja, infoleti naistöötaja: tume nahatoon, naine, teave, tume nahatoon
🙋	käsi, kätt tõstev rõõmus inimene, rõõmus, õnnelik, žest
🙋🏻	hele nahatoon, käsi, kätt tõstev rõõmus inimene, kätt tõstev rõõmus inimene: hele nahatoon, rõõmus, õnnelik, žest
🙋🏼	keskmiselt hele nahatoon, käsi, kätt tõstev rõõmus inimene, kätt tõstev rõõmus inimene: keskmiselt hele nahatoon, rõõmus, õnnelik, žest
🙋🏽	keskmine nahatoon, käsi, kätt tõstev rõõmus inimene, kätt tõstev rõõmus inimene: keskmine nahatoon, rõõmus, õnnelik, žest
🙋🏾	keskmiselt tume nahatoon, käsi, kätt tõstev rõõmus inimene, kätt tõstev rõõmus inimene: keskmiselt tume nahatoon, rõõmus, õnnelik, žest
🙋🏿	käsi, kätt tõstev rõõmus inimene, kätt tõstev rõõmus inimene: tume nahatoon, rõõmus, tume nahatoon, õnnelik, žest
🙋‍♂	käsi, kätt tõstev mees, mees, tervitus, žest
🙋🏻‍♂	hele nahatoon, käsi, kätt tõstev mees, kätt tõstev mees: hele nahatoon, mees, tervitus, žest
🙋🏼‍♂	keskmiselt hele nahatoon, käsi, kätt tõstev mees, kätt tõstev mees: keskmiselt hele nahatoon, mees, tervitus, žest
🙋🏽‍♂	keskmine nahatoon, käsi, kätt tõstev mees, kätt tõstev mees: keskmine nahatoon, mees, tervitus, žest
🙋🏾‍♂	keskmiselt tume nahatoon, käsi, kätt tõstev mees, kätt tõstev mees: keskmiselt tume nahatoon, mees, tervitus, žest
🙋🏿‍♂	käsi, kätt tõstev mees, kätt tõstev mees: tume nahatoon, mees, tervitus, tume nahatoon, žest
🙋‍♀	käsi, kätt tõstev naine, naine, tervitus, žest
🙋🏻‍♀	hele nahatoon, käsi, kätt tõstev naine, kätt tõstev naine: hele nahatoon, naine, tervitus, žest
🙋🏼‍♀	keskmiselt hele nahatoon, käsi, kätt tõstev naine, kätt tõstev naine: keskmiselt hele nahatoon, naine, tervitus, žest
🙋🏽‍♀	keskmine nahatoon, käsi, kätt tõstev naine, kätt tõstev naine: keskmine nahatoon, naine, tervitus, žest
🙋🏾‍♀	keskmiselt tume nahatoon, käsi, kätt tõstev naine, kätt tõstev naine: keskmiselt tume nahatoon, naine, tervitus, žest
🙋🏿‍♀	käsi, kätt tõstev naine, kätt tõstev naine: tume nahatoon, naine, tervitus, tume nahatoon, žest
🧏	juurdepääs, kurt, kurt inimene, kuulmine, kõrv
🧏🏻	hele nahatoon, juurdepääs, kurt, kurt inimene, kurt inimene: hele nahatoon, kuulmine, kõrv
🧏🏼	juurdepääs, keskmiselt hele nahatoon, kurt, kurt inimene, kurt inimene: keskmiselt hele nahatoon, kuulmine, kõrv
🧏🏽	juurdepääs, keskmine nahatoon, kurt, kurt inimene, kurt inimene: keskmine nahatoon, kuulmine, kõrv
🧏🏾	juurdepääs, keskmiselt tume nahatoon, kurt, kurt inimene, kurt inimene: keskmiselt tume nahatoon, kuulmine, kõrv
🧏🏿	juurdepääs, kurt, kurt inimene, kurt inimene: tume nahatoon, kuulmine, kõrv, tume nahatoon
🧏‍♂	kurt, kurt mees, mees
🧏🏻‍♂	hele nahatoon, kurt, kurt mees: hele nahatoon, mees
🧏🏼‍♂	keskmiselt hele nahatoon, kurt, kurt mees: keskmiselt hele nahatoon, mees
🧏🏽‍♂	keskmine nahatoon, kurt, kurt mees: keskmine nahatoon, mees
🧏🏾‍♂	keskmiselt tume nahatoon, kurt, kurt mees: keskmiselt tume nahatoon, mees
🧏🏿‍♂	kurt, kurt mees: tume nahatoon, mees, tume nahatoon
🧏‍♀	kurt, kurt naine, naine
🧏🏻‍♀	hele nahatoon, kurt, kurt naine: hele nahatoon, naine
🧏🏼‍♀	keskmiselt hele nahatoon, kurt, kurt naine: keskmiselt hele nahatoon, naine
🧏🏽‍♀	keskmine nahatoon, kurt, kurt naine: keskmine nahatoon, naine
🧏🏾‍♀	keskmiselt tume nahatoon, kurt, kurt naine: keskmiselt tume nahatoon, naine
🧏🏿‍♀	kurt, kurt naine: tume nahatoon, naine, tume nahatoon
🙇	kummardav inimene, kummardus, vabandus, žest
🙇🏻	hele nahatoon, kummardav inimene, kummardav inimene: hele nahatoon, kummardus, vabandus, žest
🙇🏼	keskmiselt hele nahatoon, kummardav inimene, kummardav inimene: keskmiselt hele nahatoon, kummardus, vabandus, žest
🙇🏽	keskmine nahatoon, kummardav inimene, kummardav inimene: keskmine nahatoon, kummardus, vabandus, žest
🙇🏾	keskmiselt tume nahatoon, kummardav inimene, kummardav inimene: keskmiselt tume nahatoon, kummardus, vabandus, žest
🙇🏿	kummardav inimene, kummardav inimene: tume nahatoon, kummardus, tume nahatoon, vabandus, žest
🙇‍♂	kummardus, mees, sügavalt kummarduv mees, vabandus, žest
🙇🏻‍♂	hele nahatoon, kummardus, mees, sügavalt kummarduv mees, sügavalt kummarduv mees: hele nahatoon, vabandus, žest
🙇🏼‍♂	keskmiselt hele nahatoon, kummardus, mees, sügavalt kummarduv mees, sügavalt kummarduv mees: keskmiselt hele nahatoon, vabandus, žest
🙇🏽‍♂	keskmine nahatoon, kummardus, mees, sügavalt kummarduv mees, sügavalt kummarduv mees: keskmine nahatoon, vabandus, žest
🙇🏾‍♂	keskmiselt tume nahatoon, kummardus, mees, sügavalt kummarduv mees, sügavalt kummarduv mees: keskmiselt tume nahatoon, vabandus, žest
🙇🏿‍♂	kummardus, mees, sügavalt kummarduv mees, sügavalt kummarduv mees: tume nahatoon, tume nahatoon, vabandus, žest
🙇‍♀	kummardus, naine, sügavalt kummarduv naine, vabandus, žest
🙇🏻‍♀	hele nahatoon, kummardus, naine, sügavalt kummarduv naine, sügavalt kummarduv naine: hele nahatoon, vabandus, žest
🙇🏼‍♀	keskmiselt hele nahatoon, kummardus, naine, sügavalt kummarduv naine, sügavalt kummarduv naine: keskmiselt hele nahatoon, vabandus, žest
🙇🏽‍♀	keskmine nahatoon, kummardus, naine, sügavalt kummarduv naine, sügavalt kummarduv naine: keskmine nahatoon, vabandus, žest
🙇🏾‍♀	keskmiselt tume nahatoon, kummardus, naine, sügavalt kummarduv naine, sügavalt kummarduv naine: keskmiselt tume nahatoon, vabandus, žest
🙇🏿‍♀	kummardus, naine, sügavalt kummarduv naine, sügavalt kummarduv naine: tume nahatoon, tume nahatoon, vabandus, žest
🤦	meeleheide, nägu, umbusk
🤦🏻	hele nahatoon, meeleheide, meeleheide: hele nahatoon, nägu, umbusk
🤦🏼	keskmiselt hele nahatoon, meeleheide, meeleheide: keskmiselt hele nahatoon, nägu, umbusk
🤦🏽	keskmine nahatoon, meeleheide, meeleheide: keskmine nahatoon, nägu, umbusk
🤦🏾	keskmiselt tume nahatoon, meeleheide, meeleheide: keskmiselt tume nahatoon, nägu, umbusk
🤦🏿	meeleheide, meeleheide: tume nahatoon, nägu, tume nahatoon, umbusk
🤦‍♂	käega vastu pead lööv mees, meeleheide, mees, uskumatu
🤦🏻‍♂	hele nahatoon, käega vastu pead lööv mees, käega vastu pead lööv mees: hele nahatoon, meeleheide, mees, uskumatu
🤦🏼‍♂	keskmiselt hele nahatoon, käega vastu pead lööv mees, käega vastu pead lööv mees: keskmiselt hele nahatoon, meeleheide, mees, uskumatu
🤦🏽‍♂	keskmine nahatoon, käega vastu pead lööv mees, käega vastu pead lööv mees: keskmine nahatoon, meeleheide, mees, uskumatu
🤦🏾‍♂	keskmiselt tume nahatoon, käega vastu pead lööv mees, käega vastu pead lööv mees: keskmiselt tume nahatoon, meeleheide, mees, uskumatu
🤦🏿‍♂	käega vastu pead lööv mees, käega vastu pead lööv mees: tume nahatoon, meeleheide, mees, tume nahatoon, uskumatu
🤦‍♀	käega vastu pead lööv naine, meeleheide, naine, uskumatu
🤦🏻‍♀	hele nahatoon, käega vastu pead lööv naine, käega vastu pead lööv naine: hele nahatoon, meeleheide, naine, uskumatu
🤦🏼‍♀	keskmiselt hele nahatoon, käega vastu pead lööv naine, käega vastu pead lööv naine: keskmiselt hele nahatoon, meeleheide, naine, uskumatu
🤦🏽‍♀	keskmine nahatoon, käega vastu pead lööv naine, käega vastu pead lööv naine: keskmine nahatoon, meeleheide, naine, uskumatu
🤦🏾‍♀	keskmiselt tume nahatoon, käega vastu pead lööv naine, käega vastu pead lööv naine: keskmiselt tume nahatoon, meeleheide, naine, uskumatu
🤦🏿‍♀	käega vastu pead lööv naine, käega vastu pead lööv naine: tume nahatoon, meeleheide, naine, tume nahatoon, uskumatu
🤷	kehitus, õlakehitus, õlg, ükskõiksus
🤷🏻	hele nahatoon, kehitus, õlakehitus, õlakehitus: hele nahatoon, õlg, ükskõiksus
🤷🏼	kehitus, keskmiselt hele nahatoon, õlakehitus, õlakehitus: keskmiselt hele nahatoon, õlg, ükskõiksus
🤷🏽	kehitus, keskmine nahatoon, õlakehitus, õlakehitus: keskmine nahatoon, õlg, ükskõiksus
🤷🏾	kehitus, keskmiselt tume nahatoon, õlakehitus, õlakehitus: keskmiselt tume nahatoon, õlg, ükskõiksus
🤷🏿	kehitus, tume nahatoon, õlakehitus, õlakehitus: tume nahatoon, õlg, ükskõiksus
🤷‍♂	kehitus, mees, õlakehitus, õlgu kehitav mees, ükskõiksus
🤷🏻‍♂	hele nahatoon, kehitus, mees, õlakehitus, õlgu kehitav mees, õlgu kehitav mees: hele nahatoon, ükskõiksus
🤷🏼‍♂	kehitus, keskmiselt hele nahatoon, mees, õlakehitus, õlgu kehitav mees, õlgu kehitav mees: keskmiselt hele nahatoon, ükskõiksus
🤷🏽‍♂	kehitus, keskmine nahatoon, mees, õlakehitus, õlgu kehitav mees, õlgu kehitav mees: keskmine nahatoon, ükskõiksus
🤷🏾‍♂	kehitus, keskmiselt tume nahatoon, mees, õlakehitus, õlgu kehitav mees, õlgu kehitav mees: keskmiselt tume nahatoon, ükskõiksus
🤷🏿‍♂	kehitus, mees, tume nahatoon, õlakehitus, õlgu kehitav mees, õlgu kehitav mees: tume nahatoon, ükskõiksus
🤷‍♀	kehitus, naine, õlakehitus, õlgu kehitav naine, ükskõiksus
🤷🏻‍♀	hele nahatoon, kehitus, naine, õlakehitus, õlgu kehitav naine, õlgu kehitav naine: hele nahatoon, ükskõiksus
🤷🏼‍♀	kehitus, keskmiselt hele nahatoon, naine, õlakehitus, õlgu kehitav naine, õlgu kehitav naine: keskmiselt hele nahatoon, ükskõiksus
🤷🏽‍♀	kehitus, keskmine nahatoon, naine, õlakehitus, õlgu kehitav naine, õlgu kehitav naine: keskmine nahatoon, ükskõiksus
🤷🏾‍♀	kehitus, keskmiselt tume nahatoon, naine, õlakehitus, õlgu kehitav naine, õlgu kehitav naine: keskmiselt tume nahatoon, ükskõiksus
🤷🏿‍♀	kehitus, naine, tume nahatoon, õlakehitus, õlgu kehitav naine, õlgu kehitav naine: tume nahatoon, ükskõiksus
👨‍⚕	arst, meditsiin, meditsiiniõde, mees, meesarst
👨🏻‍⚕	arst, hele nahatoon, meditsiin, meditsiiniõde, mees, meesarst, meesarst: hele nahatoon
👨🏼‍⚕	arst, keskmiselt hele nahatoon, meditsiin, meditsiiniõde, mees, meesarst, meesarst: keskmiselt hele nahatoon
👨🏽‍⚕	arst, keskmine nahatoon, meditsiin, meditsiiniõde, mees, meesarst, meesarst: keskmine nahatoon
👨🏾‍⚕	arst, keskmiselt tume nahatoon, meditsiin, meditsiiniõde, mees, meesarst, meesarst: keskmiselt tume nahatoon
👨🏿‍⚕	arst, meditsiin, meditsiiniõde, mees, meesarst, meesarst: tume nahatoon, tume nahatoon
👩‍⚕	arst, meditsiin, meditsiiniõde, naine, naisarst
👩🏻‍⚕	arst, hele nahatoon, meditsiin, meditsiiniõde, naine, naisarst, naisarst: hele nahatoon
👩🏼‍⚕	arst, keskmiselt hele nahatoon, meditsiin, meditsiiniõde, naine, naisarst, naisarst: keskmiselt hele nahatoon
👩🏽‍⚕	arst, keskmine nahatoon, meditsiin, meditsiiniõde, naine, naisarst, naisarst: keskmine nahatoon
👩🏾‍⚕	arst, keskmiselt tume nahatoon, meditsiin, meditsiiniõde, naine, naisarst, naisarst: keskmiselt tume nahatoon
👩🏿‍⚕	arst, meditsiin, meditsiiniõde, naine, naisarst, naisarst: tume nahatoon, tume nahatoon
👨‍🎓	lõpetaja, mees, meesõpilane, õpilane
👨🏻‍🎓	hele nahatoon, lõpetaja, mees, meesõpilane, meesõpilane: hele nahatoon, õpilane
👨🏼‍🎓	keskmiselt hele nahatoon, lõpetaja, mees, meesõpilane, meesõpilane: keskmiselt hele nahatoon, õpilane
👨🏽‍🎓	keskmine nahatoon, lõpetaja, mees, meesõpilane, meesõpilane: keskmine nahatoon, õpilane
👨🏾‍🎓	keskmiselt tume nahatoon, lõpetaja, mees, meesõpilane, meesõpilane: keskmiselt tume nahatoon, õpilane
👨🏿‍🎓	lõpetaja, mees, meesõpilane, meesõpilane: tume nahatoon, tume nahatoon, õpilane
👩‍🎓	lõpetaja, naine, naisõpilane, õpilane
👩🏻‍🎓	hele nahatoon, lõpetaja, naine, naisõpilane, naisõpilane: hele nahatoon, õpilane
👩🏼‍🎓	keskmiselt hele nahatoon, lõpetaja, naine, naisõpilane, naisõpilane: keskmiselt hele nahatoon, õpilane
👩🏽‍🎓	keskmine nahatoon, lõpetaja, naine, naisõpilane, naisõpilane: keskmine nahatoon, õpilane
👩🏾‍🎓	keskmiselt tume nahatoon, lõpetaja, naine, naisõpilane, naisõpilane: keskmiselt tume nahatoon, õpilane
👩🏿‍🎓	lõpetaja, naine, naisõpilane, naisõpilane: tume nahatoon, tume nahatoon, õpilane
👨‍🏫	juhendaja, mees, meesõpetaja, professor, õpetaja
👨🏻‍🏫	hele nahatoon, juhendaja, mees, meesõpetaja, meesõpetaja: hele nahatoon, professor, õpetaja
👨🏼‍🏫	juhendaja, keskmiselt hele nahatoon, mees, meesõpetaja, meesõpetaja: keskmiselt hele nahatoon, professor, õpetaja
👨🏽‍🏫	juhendaja, keskmine nahatoon, mees, meesõpetaja, meesõpetaja: keskmine nahatoon, professor, õpetaja
👨🏾‍🏫	juhendaja, keskmiselt tume nahatoon, mees, meesõpetaja, meesõpetaja: keskmiselt tume nahatoon, professor, õpetaja
👨🏿‍🏫	juhendaja, mees, meesõpetaja, meesõpetaja: tume nahatoon, professor, tume nahatoon, õpetaja
👩‍🏫	juhendaja, naine, naisõpetaja, professor, õpetaja
👩🏻‍🏫	hele nahatoon, juhendaja, naine, naisõpetaja, naisõpetaja: hele nahatoon, professor, õpetaja
👩🏼‍🏫	juhendaja, keskmiselt hele nahatoon, naine, naisõpetaja, naisõpetaja: keskmiselt hele nahatoon, professor, õpetaja
👩🏽‍🏫	juhendaja, keskmine nahatoon, naine, naisõpetaja, naisõpetaja: keskmine nahatoon, professor, õpetaja
👩🏾‍🏫	juhendaja, keskmiselt tume nahatoon, naine, naisõpetaja, naisõpetaja: keskmiselt tume nahatoon, professor, õpetaja
👩🏿‍🏫	juhendaja, naine, naisõpetaja, naisõpetaja: tume nahatoon, professor, tume nahatoon, õpetaja
👨‍⚖	kohus, mees, meeskohtunik, õigusemõistmine
👨🏻‍⚖	hele nahatoon, kohus, mees, meeskohtunik, meeskohtunik: hele nahatoon, õigusemõistmine
👨🏼‍⚖	keskmiselt hele nahatoon, kohus, mees, meeskohtunik, meeskohtunik: keskmiselt hele nahatoon, õigusemõistmine
👨🏽‍⚖	keskmine nahatoon, kohus, mees, meeskohtunik, meeskohtunik: keskmine nahatoon, õigusemõistmine
👨🏾‍⚖	keskmiselt tume nahatoon, kohus, mees, meeskohtunik, meeskohtunik: keskmiselt tume nahatoon, õigusemõistmine
👨🏿‍⚖	kohus, mees, meeskohtunik, meeskohtunik: tume nahatoon, tume nahatoon, õigusemõistmine
👩‍⚖	kohus, naine, naiskohtunik, õigusemõistmine
👩🏻‍⚖	hele nahatoon, kohus, naine, naiskohtunik, naiskohtunik: hele nahatoon, õigusemõistmine
👩🏼‍⚖	keskmiselt hele nahatoon, kohus, naine, naiskohtunik, naiskohtunik: keskmiselt hele nahatoon, õigusemõistmine
👩🏽‍⚖	keskmine nahatoon, kohus, naine, naiskohtunik, naiskohtunik: keskmine nahatoon, õigusemõistmine
👩🏾‍⚖	keskmiselt tume nahatoon, kohus, naine, naiskohtunik, naiskohtunik: keskmiselt tume nahatoon, õigusemõistmine
👩🏿‍⚖	kohus, naine, naiskohtunik, naiskohtunik: tume nahatoon, tume nahatoon, õigusemõistmine
👨‍🌾	aednik, farmer, mees, meesfarmer, põllumees
👨🏻‍🌾	aednik, farmer, hele nahatoon, mees, meesfarmer, meesfarmer: hele nahatoon, põllumees
👨🏼‍🌾	aednik, farmer, keskmiselt hele nahatoon, mees, meesfarmer, meesfarmer: keskmiselt hele nahatoon, põllumees
👨🏽‍🌾	aednik, farmer, keskmine nahatoon, mees, meesfarmer, meesfarmer: keskmine nahatoon, põllumees
👨🏾‍🌾	aednik, farmer, keskmiselt tume nahatoon, mees, meesfarmer, meesfarmer: keskmiselt tume nahatoon, põllumees
👨🏿‍🌾	aednik, farmer, mees, meesfarmer, meesfarmer: tume nahatoon, põllumees, tume nahatoon
👩‍🌾	aednik, farmer, naine, naisfarmer
👩🏻‍🌾	aednik, farmer, hele nahatoon, naine, naisfarmer, naisfarmer: hele nahatoon
👩🏼‍🌾	aednik, farmer, keskmiselt hele nahatoon, naine, naisfarmer, naisfarmer: keskmiselt hele nahatoon
👩🏽‍🌾	aednik, farmer, keskmine nahatoon, naine, naisfarmer, naisfarmer: keskmine nahatoon
👩🏾‍🌾	aednik, farmer, keskmiselt tume nahatoon, naine, naisfarmer, naisfarmer: keskmiselt tume nahatoon
👩🏿‍🌾	aednik, farmer, naine, naisfarmer, naisfarmer: tume nahatoon, tume nahatoon
👨‍🍳	kokk, mees, meeskokk
👨🏻‍🍳	hele nahatoon, kokk, mees, meeskokk, meeskokk: hele nahatoon
👨🏼‍🍳	keskmiselt hele nahatoon, kokk, mees, meeskokk, meeskokk: keskmiselt hele nahatoon
👨🏽‍🍳	keskmine nahatoon, kokk, mees, meeskokk, meeskokk: keskmine nahatoon
👨🏾‍🍳	keskmiselt tume nahatoon, kokk, mees, meeskokk, meeskokk: keskmiselt tume nahatoon
👨🏿‍🍳	kokk, mees, meeskokk, meeskokk: tume nahatoon, tume nahatoon
👩‍🍳	kokk, naine, naiskokk
👩🏻‍🍳	hele nahatoon, kokk, naine, naiskokk, naiskokk: hele nahatoon
👩🏼‍🍳	keskmiselt hele nahatoon, kokk, naine, naiskokk, naiskokk: keskmiselt hele nahatoon
👩🏽‍🍳	keskmine nahatoon, kokk, naine, naiskokk, naiskokk: keskmine nahatoon
👩🏾‍🍳	keskmiselt tume nahatoon, kokk, naine, naiskokk, naiskokk: keskmiselt tume nahatoon
👩🏿‍🍳	kokk, naine, naiskokk, naiskokk: tume nahatoon, tume nahatoon
👨‍🔧	elektrik, mees, meesmehaanik, mehaanik, torulukksepp, torumees
👨🏻‍🔧	elektrik, hele nahatoon, mees, meesmehaanik, meesmehaanik: hele nahatoon, mehaanik, torulukksepp, torumees
👨🏼‍🔧	elektrik, keskmiselt hele nahatoon, mees, meesmehaanik, meesmehaanik: keskmiselt hele nahatoon, mehaanik, torulukksepp, torumees
👨🏽‍🔧	elektrik, keskmine nahatoon, mees, meesmehaanik, meesmehaanik: keskmine nahatoon, mehaanik, torulukksepp, torumees
👨🏾‍🔧	elektrik, keskmiselt tume nahatoon, mees, meesmehaanik, meesmehaanik: keskmiselt tume nahatoon, mehaanik, torulukksepp, torumees
👨🏿‍🔧	elektrik, mees, meesmehaanik, meesmehaanik: tume nahatoon, mehaanik, torulukksepp, torumees, tume nahatoon
👩‍🔧	elektrik, mehaanik, naine, naismehaanik, torulukksepp
👩🏻‍🔧	elektrik, hele nahatoon, mehaanik, naine, naismehaanik, naismehaanik: hele nahatoon, torulukksepp
👩🏼‍🔧	elektrik, keskmiselt hele nahatoon, mehaanik, naine, naismehaanik, naismehaanik: keskmiselt hele nahatoon, torulukksepp
👩🏽‍🔧	elektrik, keskmine nahatoon, mehaanik, naine, naismehaanik, naismehaanik: keskmine nahatoon, torulukksepp
👩🏾‍🔧	elektrik, keskmiselt tume nahatoon, mehaanik, naine, naismehaanik, naismehaanik: keskmiselt tume nahatoon, torulukksepp
👩🏿‍🔧	elektrik, mehaanik, naine, naismehaanik, naismehaanik: tume nahatoon, torulukksepp, tume nahatoon
👨‍🏭	liinitööline, mees, meessoost tehasetööline, tehas, tööline
👨🏻‍🏭	hele nahatoon, liinitööline, mees, meessoost tehasetööline, meessoost tehasetööline: hele nahatoon, tehas, tööline
👨🏼‍🏭	keskmiselt hele nahatoon, liinitööline, mees, meessoost tehasetööline, meessoost tehasetööline: keskmiselt hele nahatoon, tehas, tööline
👨🏽‍🏭	keskmine nahatoon, liinitööline, mees, meessoost tehasetööline, meessoost tehasetööline: keskmine nahatoon, tehas, tööline
👨🏾‍🏭	keskmiselt tume nahatoon, liinitööline, mees, meessoost tehasetööline, meessoost tehasetööline: keskmiselt tume nahatoon, tehas, tööline
👨🏿‍🏭	liinitööline, mees, meessoost tehasetööline, meessoost tehasetööline: tume nahatoon, tehas, tume nahatoon, tööline
👩‍🏭	liinitööline, naine, naissoost tehasetööline, tehas, tööline
👩🏻‍🏭	hele nahatoon, liinitööline, naine, naissoost tehasetööline, naissoost tehasetööline: hele nahatoon, tehas, tööline
👩🏼‍🏭	keskmiselt hele nahatoon, liinitööline, naine, naissoost tehasetööline, naissoost tehasetööline: keskmiselt hele nahatoon, tehas, tööline
👩🏽‍🏭	keskmine nahatoon, liinitööline, naine, naissoost tehasetööline, naissoost tehasetööline: keskmine nahatoon, tehas, tööline
👩🏾‍🏭	keskmiselt tume nahatoon, liinitööline, naine, naissoost tehasetööline, naissoost tehasetööline: keskmiselt tume nahatoon, tehas, tööline
👩🏿‍🏭	liinitööline, naine, naissoost tehasetööline, naissoost tehasetööline: tume nahatoon, tehas, tume nahatoon, tööline
👨‍💼	arhitekt, juhataja, meeskontoritöötaja, valgekrae, ärimees
👨🏻‍💼	arhitekt, hele nahatoon, juhataja, meeskontoritöötaja, meeskontoritöötaja: hele nahatoon, valgekrae, ärimees
👨🏼‍💼	arhitekt, juhataja, keskmiselt hele nahatoon, meeskontoritöötaja, meeskontoritöötaja: keskmiselt hele nahatoon, valgekrae, ärimees
👨🏽‍💼	arhitekt, juhataja, keskmine nahatoon, meeskontoritöötaja, meeskontoritöötaja: keskmine nahatoon, valgekrae, ärimees
👨🏾‍💼	arhitekt, juhataja, keskmiselt tume nahatoon, meeskontoritöötaja, meeskontoritöötaja: keskmiselt tume nahatoon, valgekrae, ärimees
