😀	mặt, mặt cười toét, toe toét
🙇🏻‍♂	cúi đầu, cử chỉ, màu da sáng, người đàn ông, người đàn ông cúi đầu, người đàn ông cúi đầu: màu da sáng, xin lỗi, ủng hộ
🙇🏼‍♂	cúi đầu, cử chỉ, màu da sáng trung bình, người đàn ông, người đàn ông cúi đầu, người đàn ông cúi đầu: màu da sáng trung bình, xin lỗi, ủng hộ
🙇🏽‍♂	cúi đầu, cử chỉ, màu da trung bình, người đàn ông, người đàn ông cúi đầu, người đàn ông cúi đầu: màu da trung bình, xin lỗi, ủng hộ
🙇🏾‍♂	cúi đầu, cử chỉ, màu da tối trung bình, người đàn ông, người đàn ông cúi đầu, người đàn ông cúi đầu: màu da tối trung bình, xin lỗi, ủng hộ
🙇🏿‍♂	cúi đầu, cử chỉ, màu da tối, người đàn ông, người đàn ông cúi đầu, người đàn ông cúi đầu: màu da tối, xin lỗi, ủng hộ
🙇‍♀	cúi đầu, cử chỉ, người phụ nữ, người phụ nữ cúi đầu, xin lỗi, ủng hộ
🙇🏻‍♀	cúi đầu, cử chỉ, màu da sáng, người phụ nữ, người phụ nữ cúi đầu, người phụ nữ cúi đầu: màu da sáng, xin lỗi, ủng hộ
🙇🏼‍♀	cúi đầu, cử chỉ, màu da sáng trung bình, người phụ nữ, người phụ nữ cúi đầu, người phụ nữ cúi đầu: màu da sáng trung bình, xin lỗi, ủng hộ
🙇🏽‍♀	cúi đầu, cử chỉ, màu da trung bình, người phụ nữ, người phụ nữ cúi đầu, người phụ nữ cúi đầu: màu da trung bình, xin lỗi, ủng hộ
🙇🏾‍♀	cúi đầu, cử chỉ, màu da tối trung bình, người phụ nữ, người phụ nữ cúi đầu, người phụ nữ cúi đầu: màu da tối trung bình, xin lỗi, ủng hộ
🙇🏿‍♀	cúi đầu, cử chỉ, màu da tối, người phụ nữ, người phụ nữ cúi đầu, người phụ nữ cúi đầu: màu da tối, xin lỗi, ủng hộ
🤦	hoài nghi, lòng bàn tay, mặt, người lấy tay che mặt, tức giận
🤦🏻	hoài nghi, lòng bàn tay, màu da sáng, mặt, người lấy tay che mặt, người lấy tay che mặt: màu da sáng, tức giận
🤦🏼	hoài nghi, lòng bàn tay, màu da sáng trung bình, mặt, người lấy tay che mặt, người lấy tay che mặt: màu da sáng trung bình, tức giận
🤦🏽	hoài nghi, lòng bàn tay, màu da trung bình, mặt, người lấy tay che mặt, người lấy tay che mặt: màu da trung bình, tức giận
🤦🏾	hoài nghi, lòng bàn tay, màu da tối trung bình, mặt, người lấy tay che mặt, người lấy tay che mặt: màu da tối trung bình, tức giận
🤦🏿	hoài nghi, lòng bàn tay, màu da tối, mặt, người lấy tay che mặt, người lấy tay che mặt: màu da tối, tức giận
🤦‍♂	hoài nghi, nam, người lấy tay che mặt, người đàn ông lấy tay che mặt, tay che mặt, tức giận
🤦🏻‍♂	hoài nghi, màu da sáng, nam, người lấy tay che mặt, người đàn ông lấy tay che mặt, người đàn ông lấy tay che mặt: màu da sáng, tay che mặt, tức giận
🤦🏼‍♂	hoài nghi, màu da sáng trung bình, nam, người lấy tay che mặt, người đàn ông lấy tay che mặt, người đàn ông lấy tay che mặt: màu da sáng trung bình, tay che mặt, tức giận
🤦🏽‍♂	hoài nghi, màu da trung bình, nam, người lấy tay che mặt, người đàn ông lấy tay che mặt, người đàn ông lấy tay che mặt: màu da trung bình, tay che mặt, tức giận
🤦🏾‍♂	hoài nghi, màu da tối trung bình, nam, người lấy tay che mặt, người đàn ông lấy tay che mặt, người đàn ông lấy tay che mặt: màu da tối trung bình, tay che mặt, tức giận
🤦🏿‍♂	hoài nghi, màu da tối, nam, người lấy tay che mặt, người đàn ông lấy tay che mặt, người đàn ông lấy tay che mặt: màu da tối, tay che mặt, tức giận
🤦‍♀	hoài nghi, người lấy tay che mặt, người phụ nữ lấy tay che mặt, nữ, tay che mặt, tức giận
🤦🏻‍♀	hoài nghi, màu da sáng, người lấy tay che mặt, người phụ nữ lấy tay che mặt, người phụ nữ lấy tay che mặt: màu da sáng, nữ, tay che mặt, tức giận
🤦🏼‍♀	hoài nghi, màu da sáng trung bình, người lấy tay che mặt, người phụ nữ lấy tay che mặt, người phụ nữ lấy tay che mặt: màu da sáng trung bình, nữ, tay che mặt, tức giận
🤦🏽‍♀	hoài nghi, màu da trung bình, người lấy tay che mặt, người phụ nữ lấy tay che mặt, người phụ nữ lấy tay che mặt: màu da trung bình, nữ, tay che mặt, tức giận
🤦🏾‍♀	hoài nghi, màu da tối trung bình, người lấy tay che mặt, người phụ nữ lấy tay che mặt, người phụ nữ lấy tay che mặt: màu da tối trung bình, nữ, tay che mặt, tức giận
🤦🏿‍♀	hoài nghi, màu da tối, người lấy tay che mặt, người phụ nữ lấy tay che mặt, người phụ nữ lấy tay che mặt: màu da tối, nữ, tay che mặt, tức giận
🤷	hững hờ, nghi ngờ, người nhún vai, nhún vai, thờ ơ
🤷🏻	hững hờ, màu da sáng, nghi ngờ, người nhún vai, người nhún vai: màu da sáng, nhún vai, thờ ơ
🤷🏼	hững hờ, màu da sáng trung bình, nghi ngờ, người nhún vai, người nhún vai: màu da sáng trung bình, nhún vai, thờ ơ
🤷🏽	hững hờ, màu da trung bình, nghi ngờ, người nhún vai, người nhún vai: màu da trung bình, nhún vai, thờ ơ
🤷🏾	hững hờ, màu da tối trung bình, nghi ngờ, người nhún vai, người nhún vai: màu da tối trung bình, nhún vai, thờ ơ
🤷🏿	hững hờ, màu da tối, nghi ngờ, người nhún vai, người nhún vai: màu da tối, nhún vai, thờ ơ
🤷‍♂	nam, nghi ngờ, người đàn ông, người đàn ông nhún vai, nhún vai, sự thờ ơ, vô minh
🤷🏻‍♂	màu da sáng, nam, nghi ngờ, người đàn ông, người đàn ông nhún vai, người đàn ông nhún vai: màu da sáng, nhún vai, sự thờ ơ, vô minh
🤷🏼‍♂	màu da sáng trung bình, nam, nghi ngờ, người đàn ông, người đàn ông nhún vai, người đàn ông nhún vai: màu da sáng trung bình, nhún vai, sự thờ ơ, vô minh
🤷🏽‍♂	màu da trung bình, nam, nghi ngờ, người đàn ông, người đàn ông nhún vai, người đàn ông nhún vai: màu da trung bình, nhún vai, sự thờ ơ, vô minh
🤷🏾‍♂	màu da tối trung bình, nam, nghi ngờ, người đàn ông, người đàn ông nhún vai, người đàn ông nhún vai: màu da tối trung bình, nhún vai, sự thờ ơ, vô minh
🤷🏿‍♂	màu da tối, nam, nghi ngờ, người đàn ông, người đàn ông nhún vai, người đàn ông nhún vai: màu da tối, nhún vai, sự thờ ơ, vô minh
🤷‍♀	nghi ngờ, người phụ nữ nhún vai, nhún vai, nữ, phụ nữ, sự thờ ơ, vô minh
🤷🏻‍♀	màu da sáng, nghi ngờ, người phụ nữ nhún vai, người phụ nữ nhún vai: màu da sáng, nhún vai, nữ, phụ nữ, sự thờ ơ, vô minh
🤷🏼‍♀	màu da sáng trung bình, nghi ngờ, người phụ nữ nhún vai, người phụ nữ nhún vai: màu da sáng trung bình, nhún vai, nữ, phụ nữ, sự thờ ơ, vô minh
🤷🏽‍♀	màu da trung bình, nghi ngờ, người phụ nữ nhún vai, người phụ nữ nhún vai: màu da trung bình, nhún vai, nữ, phụ nữ, sự thờ ơ, vô minh
🤷🏾‍♀	màu da tối trung bình, nghi ngờ, người phụ nữ nhún vai, người phụ nữ nhún vai: màu da tối trung bình, nhún vai, nữ, phụ nữ, sự thờ ơ, vô minh
🤷🏿‍♀	màu da tối, nghi ngờ, người phụ nữ nhún vai, người phụ nữ nhún vai: màu da tối, nhún vai, nữ, phụ nữ, sự thờ ơ, vô minh
👨‍⚕	bác sĩ, chăm sóc sức khỏe, nam, nhân viên y tế nam, trị liệu, y tá
👨🏻‍⚕	bác sĩ, chăm sóc sức khỏe, màu da sáng, nam, nhân viên y tế nam, nhân viên y tế nam: màu da sáng, trị liệu, y tá
👨🏼‍⚕	bác sĩ, chăm sóc sức khỏe, màu da sáng trung bình, nam, nhân viên y tế nam, nhân viên y tế nam: màu da sáng trung bình, trị liệu, y tá
👨🏽‍⚕	bác sĩ, chăm sóc sức khỏe, màu da trung bình, nam, nhân viên y tế nam, nhân viên y tế nam: màu da trung bình, trị liệu, y tá
👨🏾‍⚕	bác sĩ, chăm sóc sức khỏe, màu da tối trung bình, nam, nhân viên y tế nam, nhân viên y tế nam: màu da tối trung bình, trị liệu, y tá
👨🏿‍⚕	bác sĩ, chăm sóc sức khỏe, màu da tối, nam, nhân viên y tế nam, nhân viên y tế nam: màu da tối, trị liệu, y tá
👩‍⚕	bác sĩ, chăm sóc sức khỏe, nhân viên y tế nữ, nữ, trị liệu, y tá
👩🏻‍⚕	bác sĩ, chăm sóc sức khỏe, màu da sáng, nhân viên y tế nữ, nhân viên y tế nữ: màu da sáng, nữ, trị liệu, y tá
👩🏼‍⚕	bác sĩ, chăm sóc sức khỏe, màu da sáng trung bình, nhân viên y tế nữ, nhân viên y tế nữ: màu da sáng trung bình, nữ, trị liệu, y tá
👩🏽‍⚕	bác sĩ, chăm sóc sức khỏe, màu da trung bình, nhân viên y tế nữ, nhân viên y tế nữ: màu da trung bình, nữ, trị liệu, y tá
👩🏾‍⚕	bác sĩ, chăm sóc sức khỏe, màu da tối trung bình, nhân viên y tế nữ, nhân viên y tế nữ: màu da tối trung bình, nữ, trị liệu, y tá
👩🏿‍⚕	bác sĩ, chăm sóc sức khỏe, màu da tối, nhân viên y tế nữ, nhân viên y tế nữ: màu da tối, nữ, trị liệu, y tá
👨‍🎓	nam, sinh viên, sinh viên nam, tốt nghiệp
👨🏻‍🎓	màu da sáng, nam, sinh viên, sinh viên nam, sinh viên nam: màu da sáng, tốt nghiệp
👨🏼‍🎓	màu da sáng trung bình, nam, sinh viên, sinh viên nam, sinh viên nam: màu da sáng trung bình, tốt nghiệp
👨🏽‍🎓	màu da trung bình, nam, sinh viên, sinh viên nam, sinh viên nam: màu da trung bình, tốt nghiệp
👨🏾‍🎓	màu da tối trung bình, nam, sinh viên, sinh viên nam, sinh viên nam: màu da tối trung bình, tốt nghiệp
👨🏿‍🎓	màu da tối, nam, sinh viên, sinh viên nam, sinh viên nam: màu da tối, tốt nghiệp
👩‍🎓	nữ, sinh viên, sinh viên nữ, tốt nghiệp
👩🏻‍🎓	màu da sáng, nữ, sinh viên, sinh viên nữ, sinh viên nữ: màu da sáng, tốt nghiệp
👩🏼‍🎓	màu da sáng trung bình, nữ, sinh viên, sinh viên nữ, sinh viên nữ: màu da sáng trung bình, tốt nghiệp
👩🏽‍🎓	màu da trung bình, nữ, sinh viên, sinh viên nữ, sinh viên nữ: màu da trung bình, tốt nghiệp
👩🏾‍🎓	màu da tối trung bình, nữ, sinh viên, sinh viên nữ, sinh viên nữ: màu da tối trung bình, tốt nghiệp
👩🏿‍🎓	màu da tối, nữ, sinh viên, sinh viên nữ, sinh viên nữ: màu da tối, tốt nghiệp
👨‍🏫	giáo sư, giáo viên, giáo viên nam, nam, người hướng dẫn
👨🏻‍🏫	giáo sư, giáo viên, giáo viên nam, giáo viên nam: màu da sáng, màu da sáng, nam, người hướng dẫn
👨🏼‍🏫	giáo sư, giáo viên, giáo viên nam, giáo viên nam: màu da sáng trung bình, màu da sáng trung bình, nam, người hướng dẫn
👨🏽‍🏫	giáo sư, giáo viên, giáo viên nam, giáo viên nam: màu da trung bình, màu da trung bình, nam, người hướng dẫn
👨🏾‍🏫	giáo sư, giáo viên, giáo viên nam, giáo viên nam: màu da tối trung bình, màu da tối trung bình, nam, người hướng dẫn
👨🏿‍🏫	giáo sư, giáo viên, giáo viên nam, giáo viên nam: màu da tối, màu da tối, nam, người hướng dẫn
👩‍🏫	giáo sư, giáo viên, giáo viên nữ, người hướng dẫn, phụ nữ
👩🏻‍🏫	giáo sư, giáo viên, giáo viên nữ, giáo viên nữ: màu da sáng, màu da sáng, người hướng dẫn, phụ nữ
👩🏼‍🏫	giáo sư, giáo viên, giáo viên nữ, giáo viên nữ: màu da sáng trung bình, màu da sáng trung bình, người hướng dẫn, phụ nữ
👩🏽‍🏫	giáo sư, giáo viên, giáo viên nữ, giáo viên nữ: màu da trung bình, màu da trung bình, người hướng dẫn, phụ nữ
👩🏾‍🏫	giáo sư, giáo viên, giáo viên nữ, giáo viên nữ: màu da tối trung bình, màu da tối trung bình, người hướng dẫn, phụ nữ
👩🏿‍🏫	giáo sư, giáo viên, giáo viên nữ, giáo viên nữ: màu da tối, màu da tối, người hướng dẫn, phụ nữ
👨‍⚖	công lý, cầm cân nảy mực, nam, thẩm phán nam
👨🏻‍⚖	công lý, cầm cân nảy mực, màu da sáng, nam, thẩm phán nam, thẩm phán nam: màu da sáng
👨🏼‍⚖	công lý, cầm cân nảy mực, màu da sáng trung bình, nam, thẩm phán nam, thẩm phán nam: màu da sáng trung bình
👨🏽‍⚖	công lý, cầm cân nảy mực, màu da trung bình, nam, thẩm phán nam, thẩm phán nam: màu da trung bình
👨🏾‍⚖	công lý, cầm cân nảy mực, màu da tối trung bình, nam, thẩm phán nam, thẩm phán nam: màu da tối trung bình
👨🏿‍⚖	công lý, cầm cân nảy mực, màu da tối, nam, thẩm phán nam, thẩm phán nam: màu da tối
👩‍⚖	cầm cân nảy mực, nữ, thẩm phán, thẩm phán nữ
👩🏻‍⚖	cầm cân nảy mực, màu da sáng, nữ, thẩm phán, thẩm phán nữ, thẩm phán nữ: màu da sáng
👩🏼‍⚖	cầm cân nảy mực, màu da sáng trung bình, nữ, thẩm phán, thẩm phán nữ, thẩm phán nữ: màu da sáng trung bình
👩🏽‍⚖	cầm cân nảy mực, màu da trung bình, nữ, thẩm phán, thẩm phán nữ, thẩm phán nữ: màu da trung bình
👩🏾‍⚖	cầm cân nảy mực, màu da tối trung bình, nữ, thẩm phán, thẩm phán nữ, thẩm phán nữ: màu da tối trung bình
👩🏿‍⚖	cầm cân nảy mực, màu da tối, nữ, thẩm phán, thẩm phán nữ, thẩm phán nữ: màu da tối
👨‍🌾	nam, người làm vườn, người nuôi súc vật, nông dân, nông dân nam
👨🏻‍🌾	màu da sáng, nam, người làm vườn, người nuôi súc vật, nông dân, nông dân nam, nông dân nam: màu da sáng
👨🏼‍🌾	màu da sáng trung bình, nam, người làm vườn, người nuôi súc vật, nông dân, nông dân nam, nông dân nam: màu da sáng trung bình
👨🏽‍🌾	màu da trung bình, nam, người làm vườn, người nuôi súc vật, nông dân, nông dân nam, nông dân nam: màu da trung bình
👨🏾‍🌾	màu da tối trung bình, nam, người làm vườn, người nuôi súc vật, nông dân, nông dân nam, nông dân nam: màu da tối trung bình
👨🏿‍🌾	màu da tối, nam, người làm vườn, người nuôi súc vật, nông dân, nông dân nam, nông dân nam: màu da tối
👩‍🌾	người làm vườn, người nuôi súc vật, nông dân, nông dân nữ, nữ
👩🏻‍🌾	màu da sáng, người làm vườn, người nuôi súc vật, nông dân, nông dân nữ, nông dân nữ: màu da sáng, nữ
👩🏼‍🌾	màu da sáng trung bình, người làm vườn, người nuôi súc vật, nông dân, nông dân nữ, nông dân nữ: màu da sáng trung bình, nữ
👩🏽‍🌾	màu da trung bình, người làm vườn, người nuôi súc vật, nông dân, nông dân nữ, nông dân nữ: màu da trung bình, nữ
👩🏾‍🌾	màu da tối trung bình, người làm vườn, người nuôi súc vật, nông dân, nông dân nữ, nông dân nữ: màu da tối trung bình, nữ
👩🏿‍🌾	màu da tối, người làm vườn, người nuôi súc vật, nông dân, nông dân nữ, nông dân nữ: màu da tối, nữ
👨‍🍳	nam, nấu ăn, đầu bếp, đầu bếp nam
👨🏻‍🍳	màu da sáng, nam, nấu ăn, đầu bếp, đầu bếp nam, đầu bếp nam: màu da sáng
👨🏼‍🍳	màu da sáng trung bình, nam, nấu ăn, đầu bếp, đầu bếp nam, đầu bếp nam: màu da sáng trung bình
👨🏽‍🍳	màu da trung bình, nam, nấu ăn, đầu bếp, đầu bếp nam, đầu bếp nam: màu da trung bình
👨🏾‍🍳	màu da tối trung bình, nam, nấu ăn, đầu bếp, đầu bếp nam, đầu bếp nam: màu da tối trung bình
👨🏿‍🍳	màu da tối, nam, nấu ăn, đầu bếp, đầu bếp nam, đầu bếp nam: màu da tối
👩‍🍳	nấu ăn, nữ, đầu bếp, đầu bếp nữ
👩🏻‍🍳	màu da sáng, nấu ăn, nữ, đầu bếp, đầu bếp nữ, đầu bếp nữ: màu da sáng
👩🏼‍🍳	màu da sáng trung bình, nấu ăn, nữ, đầu bếp, đầu bếp nữ, đầu bếp nữ: màu da sáng trung bình
👩🏽‍🍳	màu da trung bình, nấu ăn, nữ, đầu bếp, đầu bếp nữ, đầu bếp nữ: màu da trung bình
👩🏾‍🍳	màu da tối trung bình, nấu ăn, nữ, đầu bếp, đầu bếp nữ, đầu bếp nữ: màu da tối trung bình
👩🏿‍🍳	màu da tối, nấu ăn, nữ, đầu bếp, đầu bếp nữ, đầu bếp nữ: màu da tối
👨‍🔧	cơ khí, nam, người đàn ông, thợ, thợ máy nam, thợ sửa ống nước, thợ điện
👨🏻‍🔧	cơ khí, màu da sáng, nam, người đàn ông, thợ, thợ máy nam, thợ máy nam: màu da sáng, thợ sửa ống nước, thợ điện
👨🏼‍🔧	cơ khí, màu da sáng trung bình, nam, người đàn ông, thợ, thợ máy nam, thợ máy nam: màu da sáng trung bình, thợ sửa ống nước, thợ điện
👨🏽‍🔧	cơ khí, màu da trung bình, nam, người đàn ông, thợ, thợ máy nam, thợ máy nam: màu da trung bình, thợ sửa ống nước, thợ điện
👨🏾‍🔧	cơ khí, màu da tối trung bình, nam, người đàn ông, thợ, thợ máy nam, thợ máy nam: màu da tối trung bình, thợ sửa ống nước, thợ điện
👨🏿‍🔧	cơ khí, màu da tối, nam, người đàn ông, thợ, thợ máy nam, thợ máy nam: màu da tối, thợ sửa ống nước, thợ điện
👩‍🔧	cơ khí, nữ, phụ nữ, thợ, thợ máy nữ, thợ sửa ống nước, thợ điện
👩🏻‍🔧	cơ khí, màu da sáng, nữ, phụ nữ, thợ, thợ máy nữ, thợ máy nữ: màu da sáng, thợ sửa ống nước, thợ điện
👩🏼‍🔧	cơ khí, màu da sáng trung bình, nữ, phụ nữ, thợ, thợ máy nữ, thợ máy nữ: màu da sáng trung bình, thợ sửa ống nước, thợ điện
👩🏽‍🔧	cơ khí, màu da trung bình, nữ, phụ nữ, thợ, thợ máy nữ, thợ máy nữ: màu da trung bình, thợ sửa ống nước, thợ điện
👩🏾‍🔧	cơ khí, màu da tối trung bình, nữ, phụ nữ, thợ, thợ máy nữ, thợ máy nữ: màu da tối trung bình, thợ sửa ống nước, thợ điện
👩🏿‍🔧	cơ khí, màu da tối, nữ, phụ nữ, thợ, thợ máy nữ, thợ máy nữ: màu da tối, thợ sửa ống nước, thợ điện
👨‍🏭	công nghiệp, công nhân, công nhân nhà máy nam, lắp ráp, nam, nhà máy
👨🏻‍🏭	công nghiệp, công nhân, công nhân nhà máy nam, công nhân nhà máy nam: màu da sáng, lắp ráp, màu da sáng, nam, nhà máy
👨🏼‍🏭	công nghiệp, công nhân, công nhân nhà máy nam, công nhân nhà máy nam: màu da sáng trung bình, lắp ráp, màu da sáng trung bình, nam, nhà máy
👨🏽‍🏭	công nghiệp, công nhân, công nhân nhà máy nam, công nhân nhà máy nam: màu da trung bình, lắp ráp, màu da trung bình, nam, nhà máy
👨🏾‍🏭	công nghiệp, công nhân, công nhân nhà máy nam, công nhân nhà máy nam: màu da tối trung bình, lắp ráp, màu da tối trung bình, nam, nhà máy
👨🏿‍🏭	công nghiệp, công nhân, công nhân nhà máy nam, công nhân nhà máy nam: màu da tối, lắp ráp, màu da tối, nam, nhà máy
👩‍🏭	công nghiệp, công nhân, công nhân nhà máy nữ, lắp ráp, nhà máy, nữ
👩🏻‍🏭	công nghiệp, công nhân, công nhân nhà máy nữ, công nhân nhà máy nữ: màu da sáng, lắp ráp, màu da sáng, nhà máy, nữ
👩🏼‍🏭	công nghiệp, công nhân, công nhân nhà máy nữ, công nhân nhà máy nữ: màu da sáng trung bình, lắp ráp, màu da sáng trung bình, nhà máy, nữ
👩🏽‍🏭	công nghiệp, công nhân, công nhân nhà máy nữ, công nhân nhà máy nữ: màu da trung bình, lắp ráp, màu da trung bình, nhà máy, nữ
👩🏾‍🏭	công nghiệp, công nhân, công nhân nhà máy nữ, công nhân nhà máy nữ: màu da tối trung bình, lắp ráp, màu da tối trung bình, nhà máy, nữ
👩🏿‍🏭	công nghiệp, công nhân, công nhân nhà máy nữ, công nhân nhà máy nữ: màu da tối, lắp ráp, màu da tối, nhà máy, nữ
👨‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, người quản lý, người đàn ông, nhân viên văn phòng nam
👨🏻‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da sáng, người quản lý, người đàn ông, nhân viên văn phòng nam, nhân viên văn phòng nam: màu da sáng
👨🏼‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da sáng trung bình, người quản lý, người đàn ông, nhân viên văn phòng nam, nhân viên văn phòng nam: màu da sáng trung bình
👨🏽‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da trung bình, người quản lý, người đàn ông, nhân viên văn phòng nam, nhân viên văn phòng nam: màu da trung bình
👨🏾‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da tối trung bình, người quản lý, người đàn ông, nhân viên văn phòng nam, nhân viên văn phòng nam: màu da tối trung bình
👨🏿‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da tối, người quản lý, người đàn ông, nhân viên văn phòng nam, nhân viên văn phòng nam: màu da tối
👩‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, người phụ nữ, người quản lý, nhân viên văn phòng nữ
👩🏻‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da sáng, người phụ nữ, người quản lý, nhân viên văn phòng nữ, nhân viên văn phòng nữ: màu da sáng
👩🏼‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da sáng trung bình, người phụ nữ, người quản lý, nhân viên văn phòng nữ, nhân viên văn phòng nữ: màu da sáng trung bình
👩🏽‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da trung bình, người phụ nữ, người quản lý, nhân viên văn phòng nữ, nhân viên văn phòng nữ: màu da trung bình
👩🏾‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da tối trung bình, người phụ nữ, người quản lý, nhân viên văn phòng nữ, nhân viên văn phòng nữ: màu da tối trung bình
👩🏿‍💼	công việc văn phòng, kinh doanh, kiến trúc sư, màu da tối, người phụ nữ, người quản lý, nhân viên văn phòng nữ, nhân viên văn phòng nữ: màu da tối
👨‍🔬	kỹ sư, người đàn ông, nhà hóa học, nhà khoa học, nhà khoa học nam, nhà sinh vật học, nhà vật lý
👨🏻‍🔬	kỹ sư, màu da sáng, người đàn ông, nhà hóa học, nhà khoa học, nhà khoa học nam, nhà khoa học nam: màu da sáng, nhà sinh vật học, nhà vật lý
👨🏼‍🔬	kỹ sư, màu da sáng trung bình, người đàn ông, nhà hóa học, nhà khoa học, nhà khoa học nam, nhà khoa học nam: màu da sáng trung bình, nhà sinh vật học, nhà vật lý
👨🏽‍🔬	kỹ sư, màu da trung bình, người đàn ông, nhà hóa học, nhà khoa học, nhà khoa học nam, nhà khoa học nam: màu da trung bình, nhà sinh vật học, nhà vật lý
👨🏾‍🔬	kỹ sư, màu da tối trung bình, người đàn ông, nhà hóa học, nhà khoa học, nhà khoa học nam, nhà khoa học nam: màu da tối trung bình, nhà sinh vật học, nhà vật lý
👨🏿‍🔬	kỹ sư, màu da tối, người đàn ông, nhà hóa học, nhà khoa học, nhà khoa học nam, nhà khoa học nam: màu da tối, nhà sinh vật học, nhà vật lý
👩‍🔬	kỹ sư, người phụ nữ, nhà hóa học, nhà khoa học, nhà khoa học nữ, nhà sinh vật học, nhà vật lý
👩🏻‍🔬	kỹ sư, màu da sáng, người phụ nữ, nhà hóa học, nhà khoa học, nhà khoa học nữ, nhà khoa học nữ: màu da sáng, nhà sinh vật học, nhà vật lý
👩🏼‍🔬	kỹ sư, màu da sáng trung bình, người phụ nữ, nhà hóa học, nhà khoa học, nhà khoa học nữ, nhà khoa học nữ: màu da sáng trung bình, nhà sinh vật học, nhà vật lý
👩🏽‍🔬	kỹ sư, màu da trung bình, người phụ nữ, nhà hóa học, nhà khoa học, nhà khoa học nữ, nhà khoa học nữ: màu da trung bình, nhà sinh vật học, nhà vật lý
👩🏾‍🔬	kỹ sư, màu da tối trung bình, người phụ nữ, nhà hóa học, nhà khoa học, nhà khoa học nữ, nhà khoa học nữ: màu da tối trung bình, nhà sinh vật học, nhà vật lý
👩🏿‍🔬	kỹ sư, màu da tối, người phụ nữ, nhà hóa học, nhà khoa học, nhà khoa học nữ, nhà khoa học nữ: màu da tối, nhà sinh vật học, nhà vật lý
👨‍💻	kỹ sư công nghệ, kỹ sư công nghệ nam, lập trình viên, người phát minh, người đàn ông, nhà phát triển, phần mềm
👨🏻‍💻	kỹ sư công nghệ, kỹ sư công nghệ nam, kỹ sư công nghệ nam: màu da sáng, lập trình viên, màu da sáng, người phát minh, người đàn ông, nhà phát triển, phần mềm
👨🏼‍💻	kỹ sư công nghệ, kỹ sư công nghệ nam, kỹ sư công nghệ nam: màu da sáng trung bình, lập trình viên, màu da sáng trung bình, người phát minh, người đàn ông, nhà phát triển, phần mềm
👨🏽‍💻	kỹ sư công nghệ, kỹ sư công nghệ nam, kỹ sư công nghệ nam: màu da trung bình, lập trình viên, màu da trung bình, người phát minh, người đàn ông, nhà phát triển, phần mềm
👨🏾‍💻	kỹ sư công nghệ, kỹ sư công nghệ nam, kỹ sư công nghệ nam: màu da tối trung bình, lập trình viên, màu da tối trung bình, người phát minh, người đàn ông, nhà phát triển, phần mềm
👨🏿‍💻	kỹ sư công nghệ, kỹ sư công nghệ nam, kỹ sư công nghệ nam: màu da tối, lập trình viên, màu da tối, người phát minh, người đàn ông, nhà phát triển, phần mềm
👩‍💻	kỹ sư công nghệ, kỹ sư công nghệ nữ, lập trình viên, người phát minh, người phụ nữ, nhà phát triển, phần mềm
👩🏻‍💻	kỹ sư công nghệ, kỹ sư công nghệ nữ, kỹ sư công nghệ nữ: màu da sáng, lập trình viên, màu da sáng, người phát minh, người phụ nữ, nhà phát triển, phần mềm
👩🏼‍💻	kỹ sư công nghệ, kỹ sư công nghệ nữ, kỹ sư công nghệ nữ: màu da sáng trung bình, lập trình viên, màu da sáng trung bình, người phát minh, người phụ nữ, nhà phát triển, phần mềm
👩🏽‍💻	kỹ sư công nghệ, kỹ sư công nghệ nữ, kỹ sư công nghệ nữ: màu da trung bình, lập trình viên, màu da trung bình, người phát minh, người phụ nữ, nhà phát triển, phần mềm
👩🏾‍💻	kỹ sư công nghệ, kỹ sư công nghệ nữ, kỹ sư công nghệ nữ: màu da tối trung bình, lập trình viên, màu da tối trung bình, người phát minh, người phụ nữ, nhà phát triển, phần mềm
👩🏿‍💻	kỹ sư công nghệ, kỹ sư công nghệ nữ, kỹ sư công nghệ nữ: màu da tối, lập trình viên, màu da tối, người phát minh, người phụ nữ, nhà phát triển, phần mềm
👨‍🎤	ca sĩ, nam ca sĩ, nam diễn viên, nghệ sĩ, ngôi sao, người đàn ông, nhạc rock
👨🏻‍🎤	ca sĩ, màu da sáng, nam ca sĩ, nam ca sĩ: màu da sáng, nam diễn viên, nghệ sĩ, ngôi sao, người đàn ông, nhạc rock
👨🏼‍🎤	ca sĩ, màu da sáng trung bình, nam ca sĩ, nam ca sĩ: màu da sáng trung bình, nam diễn viên, nghệ sĩ, ngôi sao, người đàn ông, nhạc rock
👨🏽‍🎤	ca sĩ, màu da trung bình, nam ca sĩ, nam ca sĩ: màu da trung bình, nam diễn viên, nghệ sĩ, ngôi sao, người đàn ông, nhạc rock
